,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0731699581720485,-0.00682407899662941,0.309021537673536,0,0.420091353985549,-0.115931387138357,-0.102830483208296,0,0,0.0444507662950507,0.00541992817984075,0,0,0,0,0
ETH,0,0,-0.0686742127770616,0.0240321850323799,0,0.0944027734333841,0,0,-0.0281260854814559,0,0.160820564710571,-0.00819407716231713,0,0,0,0,0,0.00367929892200351
XRP,0,-0.363661371483838,0,0.0827291240203059,-0.370570057840269,0,0,0.132812735378183,0.188801431039678,0,0,0.108365468726451,0.0792175784552105,0,0,0,0,0
XEM,0,0,0,0,0,0.00457477978102223,0,0,-0.0497925828176886,0.23314380510575,0.0958277099019408,-0.0336697152227213,0,0,0,0,0,0
LTC,0.680336804347895,-0.042272656133719,0,0.140098506698951,0,0,0.153170736766009,0,0.167919474390983,0.0907329509878369,0,0.010871699724534,0.184901491379597,0,0,0,0,0
ETC,0,0.588713177517291,-0.153527639291128,0.22615724886901,0,0,0,0,0.052312513947287,-0.116798208996921,0.0659082632932616,0,0.0389866114126772,0,0,0,0,0
DASH,0.517653578112875,0.00523010483008475,-0.111945165452646,0.0838521363204944,0,0.192913465331973,0,0.100302026736619,0.100695652965601,-0.0998713449226315,0.325245181045,0,-0.0234681515724374,0,0.269026352706468,0,0,-0.0280821334423352
XMR,-0.456657114171105,0.32574434693908,0,0.245294158011455,0.318574081391434,-0.204328325845902,0.773135488647496,0,0.0494625530703068,-0.105176463018442,0,0.0640047482513713,-0.147672406387223,0,0,0,0,-0.0874967720655925
XLM,-2.40560959194313,0.0134918062003524,0.432713998432794,0,0,-0.142850996286277,0.730704940326632,0.354476727238316,0,0.313647354766719,-0.230613336242454,0.123603978252463,0.353058151598739,0,0,0,0,0
DOGE,0.270125318120198,0,0,0.342353006352575,0.00562136214488117,0.169757821987494,0,0,0.156072517958346,0,0.252176933381417,0.0417897436680901,0.0616391618361868,0,0,0,0,0
ZEC,0,0.346615506007193,0,-0.128939196640591,-0.0656288486486597,0,0,0.399991038827817,-0.00694795541715466,0.124642005539629,0,0.0188326398324174,0.134023294367725,0,0,0,0,0.114770671392208
DGB,0,0,0,-0.640595604241483,-0.269774016175349,-0.220053238039857,0,0,0,1.0911741934613,-0.402217944341249,0,0,0,0,0,0,0
NEO,0,0,-0.099263051860974,0,0,0,0,0,0.0331352131914041,0,0.297748050803383,0.0661412777792999,0,0,0,0,0,0
BV010082.Index,0.221325857695632,0.00849828884266197,0,-0.0303604660502947,-0.0362909005929627,0.0883570520555264,-0.313050253388453,0.040412969762163,0.0546898885233333,-0.0333792126657262,0.0945073701164402,-0.0167271709574278,0.00011566384134673,0,0.385848108782002,0,0,-0.0771128827699839
CVIX.Index,0.0385110534153888,-0.1310152733908,-0.0246898591750733,0.0887286824717717,-0.0891715920150191,0.0564258980442196,0.0979883493135905,0.0187414119804741,0,0.0148000120881642,0.00704762543461261,0.0427185953692346,0.0243156525088874,0,0,0,0,0.128750711425966
DXY.Curncy,0,0,0,-0.00720902172392623,-0.0100136997898122,0.0235324160708035,0,0,0.00606758131834955,-0.00824299758692325,0,-0.00309691617491518,-0.00562849364891387,0,0,0,0,0
SPX.Index,0,-0.00282228157187956,0,-0.00384316379669243,-0.00499598856002529,0.00879595008955298,0,7.66541457118657e-05,0.00364391504080418,-0.00524581556467881,0.00628133738692351,0.0043546305447581,0,0,0,0,0,-0.0355240433783442
VIX.Index,-0.378190945571663,0.108940220045554,0.258040843588413,0,0,0.289385038617555,-0.563164467831465,0,-0.0330757453780361,0,0.213211898059613,-0.188471383287053,-0.121221621887211,0,0.873214580339774,0,0,0
