,BTC,ETH,XRP,XMR,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0963685033334605,0,0,0.244015663480172,-0.178389764447655,0.466198288668612,0.0507838413926884,0.336177230008442,0.173629982425464,-0.376376727835046,0.156011126363164,0,0,-0.0118147781221959,0,0,0.131749829887638
ETH,0,0,0,0.0835688308451214,-0.373562289085969,-0.0157411619906857,0.514437420519776,-0.0753819263853599,0,0.117465142566877,0,0,0.54725481569224,0,0,0,0,0
XRP,0,0.0298267536797081,0,-0.0823469789324196,0.0352816382800305,0,0.221336891182729,0.0182471965849548,0,0.0370844141443683,0,0.0417117417624404,0,-0.13189130004855,0,0,0,0.143350620911521
XMR,0.900345474348827,-0.134345514254883,0,0,0.211693885907426,-0.0305462935625677,0.115299365061618,0,-1.17240291848704,0.134063931949298,0,0.033703794189621,0,1.65354247706797,0,0,0,0.0885192702963076
LTC,0.952339266684341,0.00490193762534081,-0.274192989393309,0.0155842439687182,0,0.0615010449708335,-0.176476508510636,-0.218238600307741,0,0,0.324591428135417,-0.139131200892205,0,0,0,0,0,0.129970468463307
ETC,-0.987887287666106,-0.421876284844765,-1.89993839473304,0.280410384182868,-0.69471602564311,0,1.12488112916112,0,1.32964238321991,0.448762982528207,0.0713802529389716,0.202024399207225,0.659823061155772,0,2.35026752668824,0,0,0.0335398646739654
DASH,1.24764363147053,0,1.80810553109996,0.0762784425814286,-0.154909303920605,0.345223567087232,0,0.083478216967111,0,-0.20906428077948,0.191931975861439,-0.204111834196692,-0.215568880390352,0.0149738877429767,-0.443428282000218,0,0,-0.308001404372457
XEM,-0.793178854730772,0.588322873328159,0,-0.172077093666679,-3.46944695195361e-18,0.0529781404116535,0.509052662093695,0,0,0.334829681292619,-0.684359650753949,0.0535821273093188,-0.501596015622736,0,0,0,0,0.274521150070093
DOGE,0,0,0,-0.147965433794018,0.303407398453912,0,0.135758250301347,-0.0139972754329884,0,0,0,0.00879919537377906,-0.0195340801781818,0,0,0,0,-0.121736176023759
ZEC,0,-0.245493644708062,0,0.300246675374634,0.209614907358611,0,0.143393217067495,0,0,0,0.280233172328852,-0.0497303897525303,0.590878757749587,0,0,0,0,0
XLM,-1.20752010256941,4.33680868994202e-19,0,0,0.281477013147572,0,0.598160193702412,0,0.144630371947437,0.31177737749919,0,0.279451924563955,0.109212528388057,1.02156395990249,0.0252239847989808,0,0,0.092344338434805
NEO,1.09092783378435,-0.35101197693796,1.78552377751929,0.172402137371382,-0.453139872091814,0.16685954271388,-1.0252028300949,0.269569324500764,0,-0.424521390748883,1.46834737879817,0,-0.231290997727843,0.0592419828786864,0,0,0,-0.271911644989081
DGB,0.243028413077954,1.47836480292332,0,0,0,0.0539217419372319,-0.46227012004359,-0.445617698616535,0,0.167065324955138,-0.359679677332962,-0.010484800627775,0,0,0,0,0,0.920182915147712
BV010082.Index,0,-0.103908159923605,0,0.0731757418458545,0.0328316650629222,-0.0661937204397825,0.152990333369607,0,0,-0.102579693258871,0.0944279095414128,0.0210768485727969,0.118120371116908,0,0,0,0,-0.117149999679419
CVIX.Index,0,0.0689190484947203,0.379088857062633,0.0999392734332816,0.142773328974083,0.0717526470555243,-0.16608906793843,0.0821138650460684,0,-0.0849089355807427,0.0381264421949323,8.67361737988404e-19,-0.0208938103393077,0,0,0,0,-0.026313854314344
DXY.Curncy,0.027018829821833,0.0228374427616378,-0.0788751644541009,0.000322817690688891,0.02340609472969,0.0157166706377093,0,0.00475252747875618,0,-0.00817649403411778,0.00794553935106829,0.00478054277166589,0,0,-0.0721324976898432,0,0,0
SPX.Index,0,-0.000209104373407079,0,0.00277508367500686,-0.00664740253866209,0.00258336262921454,0.0020500019956781,-0.0123437908309931,0,0.00181976011792371,0,0.00803063589407695,0.0109231286923739,0.16417503604072,0,0,0,-0.0647583554779184
VIX.Index,0.588379666446902,-0.0449818762768697,0,-0.0237427610133882,0.171936214564807,0.26165288304437,-0.454829910959384,0,-0.684668341635266,-0.084357856793797,0.338076027729482,0,0.00273067176036111,0,0,0,-4.69265691927153,0
