,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.291314404514991,0.174541607749844,0,0.252382408626191,0,0.373200796747766,0,-0.203756533533149,0,0.213609288511472,-0.335634295226693,0.139143959563275,0,0,0,0,0
ETH,0,0,0.188309720560914,0,1.23195924396142,0,0.671333566670063,0.37142923811587,-0.582671267595957,0,0,0,-0.755412190399737,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.156044520213466,0,0,0,-0.17185186894834,0,0,0,0,0,0
XRP,0,-0.0341325609293388,-0.0794160652939228,0,0,0,0.191220211250393,0,0.45544465092848,-0.694277170858059,0,0,0.232268355776721,0,0.501406238535853,0,0,2.77555756156289e-17
XMR,0.755046534224888,0.45245039942382,0.132529267115486,0.0943976639894479,0,-0.445376416014575,0,0,0.279106300050486,-0.0933690891444409,0,0,-0.345043399190644,-1.06517660398558,-0.212669760016276,0,0,-0.00687807695912066
LTC,0.107356652609632,0.0563562171829004,0,0.0496054816013103,0,0,0.0840922690448552,-0.117560203680432,0.0958673073746804,0.0816119135642985,0,0,-0.0098084538578023,0,0.000741858547188349,0,0,0
ETC,0.0565200687294118,0.316120796829268,0,-0.207159513889533,0,0.695951873816973,0,0.10452982751094,0.19490213738825,-0.163260209867958,0,-0.426442583594291,0.0653984802990709,-1.5800053326511,0.334065201179223,0,0,0.0755939291508994
XEM,0,0.308158819881048,0.244098774495299,0.197664156894126,0,-2.98637251995275,0.396743975100725,0,0,0,-0.107827336534043,0.153967327891469,0.379891315960556,0,0,0,0,0.0871188431772487
ZEC,-0.747085351997764,-0.406055249189298,0.255682953771338,-0.0196687219004215,0.517825965737415,1.0820454032302,0,0.365956976285452,0,0.309613299090645,0,0.191271281247137,-0.144580159956176,0,0.265113491248558,0,0,0
DOGE,0,0.286976786964962,-0.0657812092798166,0,0,0,0,-0.220567288532608,0.448098336638255,0,0,0.155617243132361,0.308298980646466,0.921068526218076,0.579727942799525,0,0,0
XLM,0.346791557474449,0,-0.0748197661179032,0.58502778753033,-0.219976657030281,0,0.333946279708987,-0.149603388005565,0.194607745197682,0,0,-0.106594541534071,0.370115812184871,0,0.0473181870776476,0,0,-0.733716580227028
NEO,-0.110942211990973,0,0.13807081754675,-0.0403153596010471,-0.172266123914859,-0.328202300316919,-0.187777760739405,0.0514666999923152,0.224076548025491,0.244169450501136,0,0,0.0785544479332208,-1.28087003271942,0,0,0,0
DGB,0.424015530357248,0,0.0529609697574882,0,0,0,0.0582087646265791,0.228461956218445,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0497719604293238,0.062856974971965,-0.0604394380645621,-0.131778949849508,0.289696339626964,-0.242006314405861,0.114461258408878,-0.0611896325286256,0.0631956754883755,0.181229236399255,-0.00717918194942808,0,0,-0.189874530738778,1.19902175493896,0,0.115133231457108
CVIX.Index,0,-0.00104056181957906,-0.187795713143902,0.106315484737999,0,0,-0.0674188242115082,0,0,0.181274138921663,0.179578338413039,0.0331957944651695,0,0,0,0,0,0.475538078808527
DXY.Curncy,0.0169155030216286,0,-0.0112922138525993,0.0049694840822575,-0.00784564107939942,0,0.0132705465346101,0.00201005107289261,0,0,0,0,0,0.113536935917006,0.0107405240623523,0,0,0.00183566687386634
SPX.Index,0.0143101943532108,0.0184817522427256,0,0.00411693128458883,0,0,0,-0.0154399220945497,-0.00791174701306834,0,0.015405767071643,0,-0.00545861505545243,0,0,0,0,-0.0736458262100493
VIX.Index,0.0813524687338942,-0.00979903595872371,-0.0608463105638522,0.0711919565075944,-0.193800431911448,0,0,0,0,0,0,0,0,0,0.135829439128699,0,0,0
