,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,BSV,DASH,MIOTA,ATOM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0975567482120411,0,0,0,0,0,-0.170787808217508,0.276151992610364,0.179574271193654,0,0.0551072155806513,0.0258089593694048,0.304072590718109,0,0,0,0.0305411334796918
ETH,0.241289842791036,0,0.257908113031652,0,0,0.0439425832552441,0.123091149253234,0,0.233301358019838,0,0.171929472663154,-0.120786080930807,0,0.0796463278312364,0,0,-0.301664913097737,0,0,0.0320784666188228
XRP,0.0630230086274871,0.167208556687386,0,-0.0417539399495692,-0.161062799476098,0.616825806312531,-0.00840996928659803,0.059224810376897,0,0,0,-1.0842021724855e-19,-0.00580920134844444,0.108094316818793,-0.0310417417665924,0,0.140766834438411,0,0,0
BCH,0.225663075280251,-0.657581319418946,0.293025928393143,0,0.706567918478015,0,-0.19278101603922,0.274159403456516,0.475617419729036,0,0.362198557396502,-0.229762298418474,0,-0.282184403101789,0.0424504647497853,0,-0.370777502230725,0,0,0.0935724898700835
LTC,0,-0.377559515910218,0,0.324037506495315,0,1.40680127982181,0.185569631562339,-1.02393987607398,0.00298220688358264,0,0.194553575200596,0,0.570669569656788,-0.321162190122874,-0.120443930133495,0,0.0132158599151987,0,0,-0.0463159021471158
EOS,0.21171892898856,0.195546189589585,0.306334863569236,0,0.212029985819235,0,0,0.417753657828631,0,0.136591549936485,-0.138705800292587,0.085462893318239,-0.160282075819368,-0.0515554933206831,0.0548073947641506,0,0.0112191088418249,0,0,0
BNB,-0.266446921424317,0,0,0,0,0,0,0,0.383090935445705,0,0,0,0,0.258535831133661,0.231874887359475,0,0,0,0,-0.0400132341199665
XLM,0,0,0.448994933309236,0.145033172226918,-0.378766353539903,0.617689430715977,0.0749563101961933,0,0,0,0.133231007759467,-0.139658986082451,0.0696748988600271,0.116511267936135,-0.0469456125205059,0,-0.0454898607892333,0,0,-0.00836115215848246
ADA,0,0,0,0.0460225614881107,0.188931328011822,0,0.136948513614591,0.144589433910226,0,0.738969368582276,-0.0362836789553685,0,0.406180010002019,-0.211414302512696,-0.166237839240752,0,-0.252931313678162,0,0,-0.0269629552296315
TRX,-0.587548148527678,0,-0.346272934323718,-0.0556769499538247,0,0.909847475094089,-0.0220211423839464,0,0.25039900232152,0,0,0.173019202232064,0.151523395334237,0.134173844200686,0,-0.0476007420569532,0.258925369887123,0,0,0.0838999266379487
XMR,0.369305321492188,0.449885331053864,0,0,0.332576207225915,-0.452865140809387,0,0,-0.335048458474681,-0.0614479910241491,0,0.226151476654718,1.04277020754497,0,-0.0283547623426196,-0.277726545624791,0,0,0,0
BSV,0,0.00710675559347217,0,0.0523324784139795,0,0.276029813794423,0.0908921338887022,0,0.0666973612356159,0.0928379163785308,0.108098969036459,0,0,0.0890658497026156,0,0,0,0,0,0
DASH,-0.215322939326823,0,-0.305342398151229,-0.0188294853545034,0,0,-0.0945009091022778,0.0670167608168206,0.445984828483119,0,0.265819133919027,0.129172573812473,0,0.146184301578881,0.09332992649636,0.58773187885,0,0,0,-0.0361057719917806
MIOTA,0,-0.405946023480415,0.329331821751638,0,-0.371142714003536,0,0.224860508395084,0.0811439802956471,0,0.145695687731311,0.205855956206107,0.421892345000438,0,0,0,0,-0.283997247190223,0,0,-0.0524436562256525
ATOM,-1.36548974914613,-0.460878619311078,0,-0.096774325414919,0.63872304098235,2.40507028395713,0.820998981002218,0,-2.42041141231631,0.130335765288492,0.740282393775267,0.0199654855589911,1.77024067161539,-0.927147839107661,0,0,-0.248732447234491,0,0,0
BV010082.Index,0.293091429378202,0,0.732397221497991,0,-0.103743022208396,0,0.141136987076946,-0.479535919749108,0,0.0612441680116518,-0.110371713336667,-0.29005049027914,0.229548814672222,0,-0.0489336284589631,0,0.0220270491106316,0,-0.909444054498372,-0.0622104098203949
CVIX.Index,-0.234058797365509,-0.212428857507436,0.788682655477722,0,0,0,0,-0.405882778272928,-0.648558373089649,0.480511105026047,-0.0434333348975617,-0.0666653234770365,0,-0.239670833087245,-0.048514307908639,0.369795465925088,0,0,0,0.068132692855479
DXY.Curncy,0,0,0,-0.022343936358572,0.0255398613339573,0,0.0207724925748437,0,0.00477857699374038,0,-0.048452401297918,0,3.46944695195361e-18,0,-0.00258449365384965,0,0.00220177679720364,0,0,0.00675640718004258
SPX.Index,-0.035355217471968,0,0,-0.00303359912548346,-0.00606831585585899,0,0,0,0,0,0,-0.00761705941847682,0,0,0,0,0.0114722518126155,0,0,-0.0624825649278496
VIX.Index,0,-0.111950081981455,0,-0.250102969962276,0,0,-0.0878208059670075,0,0.108383620257448,0.50984713764439,-0.485866774833062,0,0,0,-0.013379084020867,0,0,0,-9.02971454292509,0
