,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.23241123891582,-0.124391146352808,-0.0446491674125523,0.23050900582607,0,0,3.46944695195361e-18,0.253834987076502,-0.11994428556837,0.69530134378671,0.151805730888527,1.73472347597681e-18,0,0.00143616460694037,0,0,0,0,0
ETH,0,0,0.0819620396809096,-0.147461810619063,0.159571984850031,0,0,0.163074253770467,0.183965091583197,0,0,0,-0.00454449287381773,0,0.0330500644026032,0,0,0,0,0
XRP,0,0.271057284612923,0,-0.601790446187268,0,1.09184426588317,-0.973395680897328,0.117059344850631,0.148632300395146,0.159223124121824,0,-6.93889390390723e-18,0.144168584279596,0,0.0422408309549087,0,0.253538335209065,0,0,0
BCH,-0.0541804122510131,0,-0.0822198923233495,0,-0.296703796720942,0,0,0,0,0,1.7135257669462,0.0230457757138067,0.0215688575735611,0.176973409255211,-0.0602298908557371,0,1.25118783467991,0,0,0.288042583081722
LTC,0.293426129436486,-1.21588825679941,0.0962150740012982,-0.485869334133534,0,0.433032032003856,0.143250594640457,0.109583085936858,0.550633777883402,-0.421813278281875,2.10376355782983,0.128106712890732,-0.00310526701693215,-0.0289182347201061,0,0,0,0,0,0.120192654532985
DASH,0,0,0.0970147462924422,0.197880363612899,0.0327137912029008,0,-0.0496767906535716,-1.73472347597681e-18,0.37230234609417,0.133126440612511,0,0.0994083619474437,-0.00757298226054891,0.031129041936065,-6.93889390390723e-18,0,0,0,0,0
XEM,0.2325870096817,0.663556284519337,-0.404769667353367,-0.336820645763044,0,0.440232669111356,0,-0.104164617888652,-0.222246790071753,0.370076956153654,0,-0.105471615467583,0.124632547599009,-0.152110756244337,0,-0.547213106451253,1.08141402367275,0,0,0
NEO,-0.660286855248468,0.206622048511903,0,0.66189296185443,0,0,0.166921250117125,0,0,0,0,0.178773101350958,0.0857198481240009,0,-0.0753634898487159,0,0,0,0,0
XMR,0.555005423471979,0.328928630724413,0.0662491506603461,0,0,0.323426569311418,0.0683930106868348,-0.0272342556786517,0,0.225025200248126,0,-0.033234067486643,-0.0191496033631412,0.275182678300608,-0.171606509587518,0,0,0,0,0
MIOTA,-0.419448909150471,0,0,0,-0.332055073184512,0,0.0971685911335393,0.110124345942246,0,0,0,0.181370746368465,0.0906625945020593,0,0.451648250426199,0,0,0,0,0.628343649240847
ETC,0,0,0.0579175761304914,0.15136856579963,0.0244195015438134,0,0,0,0.201277524842975,0.0972474431314009,0,-0.0195102744658042,0,0,0.0635810478003717,0,0,0,0,0
ADA,2.64482142270676,0,0,0,0,0.990331812688173,0.134683589295866,0.234725685086475,-0.78477633788369,0.430747776653013,-2.35908044487531,0,0.0160033386430468,0,0,0,0,0,0,0.253408246767421
XLM,0,0,0.650813797499028,1.67737532610283,-0.0356211709240243,0,0.714018251975124,0.459185677644092,0,0,0,-0.290292057500889,0,0,0,0,0,0,0,-0.855359339326418
ZEC,0,0.916789500315532,-0.260856883077013,0.252560300285697,0,-0.0588808342465809,0.148380772798127,-0.349250693968822,0,0.172839896116147,0,-0.071940521151699,0.0220397401805678,0,0.32217036223897,0,0.0426089199690576,0,0,0.36051413392117
EOS,0,0,0,0,0.401904489798391,0,0,0,0,0,0,0,0.0654834044615075,0.642937342441187,0,0,0,0,0,0.402355927494763
BV010082.Index,0,0.0724035972703086,-0.0398971908675288,-0.079122224802533,-0.0537139228131765,-0.031344571985826,-0.0664233935468238,0.0287653145420173,-0.089240860432924,-0.00391527511337359,0.279572626683392,0,0.00456547716959689,0,0.0239677221692848,0,0,0,0,0.107142591336863
CVIX.Index,0,0,0.1002946172325,0.135385781538934,0,-0.355088949308043,0.0809473692012611,-0.0303494769276799,0,-0.0464747776642868,0,0.0644260455256344,4.33680868994202e-19,0.100585904128311,-0.0485017560538048,0,0,0,0,0.0376732136931792
DXY.Curncy,-0.00886969688311471,0.0601833513972713,-0.0157550323298638,0.0122813306934181,-0.00933861030312931,-0.0383965643465099,-0.0201997034125829,-0.0166404588213924,0,0,0,-0.0102458610173775,0.00286202478140526,-0.0023481838922646,0.0115016762456328,0,-0.110497177356755,0,0,0.0337109716505639
SPX.Index,0,0,-0.0124030897505248,-0.02189309707045,-0.0128125259712092,0,-0.010864277667208,0.0070202126020742,0,-0.00424665719716266,0.063288462643347,-0.00911438490653727,-0.00110729072071711,0,0.00544204527288324,0,0,0,0,-0.0170332354506855
VIX.Index,0,0,0.100318864731507,0,0.0860474549640857,0,-0.391097071322151,0.0688740762744873,0,0.0803268325465171,-0.435688155627039,0.160005346870933,0.0924141375893161,0,-8.67361737988404e-19,0,-0.137587004894276,0,0,0
