,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.317611030162135,0.038013490364019,0,0.0451685773085721,-0.03836779764018,0,0.118413836424424,0.271544068660132,0,0.030887748949237,0,-0.41686618528196,0,0,0
ETH,0,0,0,0,-0.0386235962944501,0,0.368853634384019,0.533415118571105,0,0.192712664418482,0.0136071057059503,0,0,0,0,0
XRP,0,-0.0951883452392086,0,0,-0.0134532228950809,0,0.130824417220789,0.210730532965842,0,0.0993067599460838,0,-0.0931744656970953,0,0,0,0.0942322837154612
LTC,0,0.191478021366295,0,0,0.0288527853074579,0,0.0393762789977488,0.0404259440386683,0.237974015330923,0.0803560122138587,0.00258144391872007,-0.0331528687245593,-0.287431897419866,0,0,0
ETC,0,-3.04004810883506,0,0,0,1.26675075948779,0.131189067541686,0,0,0,0.887900933404738,0,0,0,0,0
DASH,0.747976760346138,0.0371103636903548,-0.0989878064253223,0.0673318690816801,0.00340036063504404,0,0.268800039920899,-0.303685761505082,0,0.465072904692739,-0.195786654696798,1.03958603741728,-0.516092022130694,0,0,-0.0956842589812988
XEM,0,0.447412806232557,0.141496299672682,0,0.0591934937075746,0.415650699814305,0,0.0420723827282251,0,0,0.159538513604158,-0.612291996907846,0,0,0,-0.358698756270189
XMR,0.222627363198013,0.17003423040886,0,0,-0.0527093089953848,-0.215329172959323,0,0,0,0,0.242039593305576,0.20147940380555,1.09097999572858,0,0,-0.414586835513037
DOGE,0,-0.591475085378159,0.682334853096335,0,0,0.562728621409802,0,0.337596176254042,0,0.373693903949582,0,0,0,0,0,0
XLM,0,0.119167549871056,0.409344455835063,0,-0.0317983177296639,0.217703933397507,-0.156195853444696,0.0597641390824008,-0.0887531110525283,0,0.119083283709758,0,0,0,0,0.0624390271777984
DGB,0,0.431781607003665,0,1.77206487551777,0.0963314528157721,-0.000161939942277189,0,-0.256724787175327,0.145215979298868,0,0,-0.12983700045229,1.02080839835903,0,0,-0.793360710714244
BV010082.Index,-0.15599732189905,0.100823945218285,0,0,0.0146326392515489,0.0125441877406636,-0.0421560000161525,0.0211447282632654,0,-0.135576575293008,-0.0378464708117071,0,0.191868855741831,0.800801156430901,0,0.0671651003544899
CVIX.Index,-0.569952221579844,-0.33894174834111,0,0,0,0,0.220957754622763,0.282337380937049,0,0.16181314047622,0.0272867572146315,0,0,0,0,0.0336755771300985
DXY.Curncy,-0.043387593221382,0,0.0717528141587677,-0.0698227808429777,0.00374056476668804,0.037926947129292,-0.0135345050286487,0.0532043798917352,-0.0690115770393562,0.0554327983358442,-0.00880753600646752,0.204893500090648,0,0,0,0.0011160674275866
SPX.Index,0,-0.0133790262835491,-0.00730944348866634,0,-0.00132710407961544,0.00183322352110439,0.00599470188375418,0.0145314955179485,-0.00948835870205921,0.00580720353672534,-0.00179896310972511,0.0804244757723536,-0.0227205249133473,0,0,-0.0505932163439762
VIX.Index,-0.347978185711496,0.365164406604564,-0.133862639985562,0.11818859996962,0.0670266620988764,-0.0577881266194167,-0.341317130692509,-0.0504239544922433,0.0410178188462077,0,0,0,0.664021122184006,1.18182232702633,-6.2266760462717,0
