,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0175067947456494,0.040151191887658,0.0132306192321898,0.309821700244314,0,0.0747301769604415,0,0.0443848347818115,0,-0.22721320563329,0.164909026575809,0,0,0,0,0,0,0
ETH,0,0,0.079156629491326,-0.0551722792528315,-0.337489653857172,0.257891596653104,0.00659889722243959,-0.380952456618061,0.0985653385556757,1.64284328624838,0,0.334095818508967,-0.433560760823249,-0.055182609070958,0.155740081527407,0,0,0,0,0.0194132023802279
BCH,0,0,0,0.419829862052473,0,-0.860969985542557,0,1.23577195953129,-0.133753364046431,0,0,0,0,0.176096913132555,-1.17998848816067,0,0,0,0,0
XRP,0,0,0.0166180578992544,0,0.471116784619594,-0.105023049672023,0,-0.176658804563741,0,0,0.453158820695751,0,0,0.0595553034819368,0.157593610172337,0,0,0,0,-0.0933217356462833
LTC,0,0.154397348282463,-3.46944695195361e-18,0,0,0,0,0,-0.0315321604076763,0,0,0.103437138279042,0,0.103741029716518,0.294839245449607,0,0,0,0,0
MIOTA,0.388412781461889,0,-0.257112600910706,0,0,0,0,0.649477331284321,-0.00645817090215832,0,0.116572530313751,0,0,0.103232826466194,-0.428719629065418,0,0,0,0,0
XEM,-0.213367762083197,0,0.0443762232110538,0,0,0,0,0.381472141505942,0.182712791274834,0,-0.0954535799309573,0,0.166225278644032,-0.0666225562199613,0.255232080724264,0,0,0,0,0.161621205717027
DASH,0.182628898682124,0,0.0680147320950094,0,-0.186187003469765,0.0400433159548946,0,0,0,0,-0.0908370285327925,0.16006607744323,0.331408152340921,-0.0378825208933052,0.116163969543335,0,0,0,0,0
NEO,0,0,-0.272032741384974,0,0,-0.0486846163120232,0.219109881432721,-0.167789864653485,0,0,0,0,0,0.0247192617745381,-0.942546102145097,0,0,0,0,-0.0821594148243284
ETC,0,0.220467571489098,0,0.0673634003741086,0.318962506427411,-0.0280041884841436,0,0.105879174074004,0.0014231847374002,0,0,0,0.0524984511783149,0.0114287181051712,0,0,0,0,0,-0.0258071062399061
XMR,0,0,0.0814207208068891,0.422736037843497,0,0.199918734566194,0,0.112392592940558,0.0493272649641339,0,0,0.0400102401732852,0,-0.0843479756537751,0.105726123103537,0,0,0,0,0.0251405843285427
ZEC,0,0.40767144849147,-0.0101244594494923,-0.133615443303317,0.195754403335729,0.0452838860243931,0.108235932629536,0.0753160924981522,-0.00689786837707392,0,0,0,0.0319193824888109,-0.0264536289212818,0.111541249816195,0,-0.797286379835663,0,0,0
EOS,0,0,-0.0105526275458506,0,0,0,-0.183765289348455,0.123465572438353,0.125651925266815,0,0,0.275286016279452,0,0.0613695955987106,0.360287718441014,0,0,0,0,0
BNB,-3.21031342956663,2.64046590258599,0.638319994871263,0.242110665757293,0.154020927528421,1.09995020696865,-1.99534627329305,0,0.869111184936487,0,-0.818934453704011,-0.244234306693651,0,0,1.2762315774863,0,3.14708226284669,0,0,0.135296360851112
XLM,0,0.885436498362694,-0.0345915996934232,0.47816356317658,-0.275779898621485,-0.284043969534929,0,0.270515795966482,-0.0985624666243207,0,0,0,0,0.076090878917369,0,0,0,0,0,0.0265573999455105
BV010082.Index,0,0.000142806867303587,0,0,0,0,0.0122382573310169,0,-0.00335456264901511,0,0.0324127957524798,0.0329864655599597,0.0437436850539245,-0.00810158084981738,-0.0313291502336691,0,-0.108954131514263,0,0,0
CVIX.Index,0.00641452161179532,0,-0.0135746076484093,0,0.130880907807866,0.119330739728406,0.0160856298849126,0.10605252779898,0.0526992666979067,0.0934006629467322,0.0605923945422169,-0.144215089221073,-0.180422257018933,-0.0160244324100929,-0.0253421905638743,-1.22142689215887,0,0,0,0.0431555138843032
DXY.Curncy,0,-0.0240916989239135,-0.00285685755103753,-0.00924720060999953,0.0448812674589049,-0.00046692711527975,0.0181499387647114,0,0,0,0.0127915278218825,-0.00161365320941602,0.000164955814921376,0.00490354578423685,0,0,0,0,0,0
SPX.Index,0,0.00838275954887678,1.0842021724855e-19,0.00150116840706815,-0.0276066628963286,0.00319214679846416,0,-0.0230611872273007,-0.00108910635055423,0.0390884196096335,-0.00639433668250771,0,0.00770876927080808,0,-0.0036125344484802,0,0.00471617452836952,0,0,-0.0465699981830065
VIX.Index,0,0.442782373442198,0.0839219577503805,0,0,0.157961547446986,0.353084805498919,-0.320508845135095,1.0842021724855e-19,0,0.225081704406612,0,-0.487456215720985,0.171905705635621,0,0,0.87729257522426,0,0,0
