,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.017188696112787,0.215840399455651,0,0.114387211839474,0,0.347463368549572,-0.158844143608426,0,0,0.210280999919223,0.0627564465125989,0,-0.00251248854598241,0,0,0,0,0,-0.031983728148553
ETH,0.275424883553211,0,0,0.122207448093842,0.0496800492271489,0,0,0.566204643870647,-0.0360349046970856,0,0,0,0,0,0.0903202217514364,0,0,0,0,0.0214246999371431
XRP,0.118144415322664,0.163539064848593,0,0,0.137118043421299,0,0,0,0.159733581446407,0.118498392596907,0,-1.73472347597681e-18,0,0,0.104047534967013,0,0,0,0,0.0256828857376486
BCH,-0.424664354637773,-0.122167802400612,0,0,0.504574476191562,-0.527315278916645,0.863721388450059,-0.540676519972021,-0.890500331481812,0,0,0,0.824915199973743,0.17094812973219,0.630349446673333,0.391261960344145,-0.628347195251951,0,0,-0.209530122443949
LTC,0,0,0.0261557620406169,0,0,0,0,0,0,0,0.540126223533213,-0.0109940446664948,0,0.263239099942727,0,0,0,0,0,0
ADA,0,0.159061006461145,0.0644264499239357,-0.141389909585969,0,0,0,0.167032159017562,0,0.352066940090193,0,0,0,-0.0161284285267527,0.226634942487719,0,-0.135415043005827,0,0,0.0206180465594424
NEO,0.467216936837883,0,-0.00199750886830789,0.118356170482654,0,-0.495547605083906,0,0,0,0,0,0.198834620616791,0.755899151805108,0.117937362996456,-0.0584864316142736,0,0,0,0,0
XLM,-0.777375493789408,0.513206797178337,0,-0.0912923977358667,0,0.18753785615011,0,0,-0.235414126395396,0,0.0428231808212582,0.178375396712936,0.689109079666906,0.298388526620681,0.109477065718319,0,-0.241345541349883,0,0,-0.15231540180295
EOS,0,0,0.0528508970999671,0,-0.0104390833629333,-0.0692003908404456,0.287049399543768,0,0,0,0,0.0813167240597195,0.228984531544835,0.271620464713242,0,0,-0.33796392883359,0,0,0
DASH,0,-6.93889390390723e-18,0.0891013979939668,0.0978876782291611,0,0.426412836481032,0.22075959300804,0.113145504085015,-0.130610024724679,0,0.0189630671873955,0.33180625024659,0,0,-0.0847171762076363,0,0,0,0,0.00580335338787121
MIOTA,0,0,-0.00144050711936885,-0.0505427727298491,0.0219706605662772,0,0.625538174560677,0,0.130899355033545,0.509863212941691,0,-1.73472347597681e-18,0,0,-0.0929349396343264,0,0.145351869686845,0,0,-0.14315803965909
XMR,0.746119840654389,-0.580853844265397,0.131408968055274,0,0.0517570289312893,0,0,0,0.108108392579745,0.754635520214268,0,0,0,0,-0.0273423387603633,1.31357679232519,0,0,0,0.103664386568372
XEM,0,0,0.154702157799929,-0.0195164669311269,-0.0260635131119412,0.417952839546982,0.539568788521725,0,0,0,0.0273074142397076,-6.93889390390723e-18,0,-0.353301273172242,0.194834334731911,0,0,0,0,0.11919769839221
ETC,-0.208090583854545,0,0.680132962467278,0.159686541635674,-0.226010722137435,0.908803976132776,1.3792181133026,0.0736947641333486,0.823855705265972,-0.949831813135542,0,0.266595686712386,-1.96168630542755,0,0,0,0.65362393503195,0,0,0.170478928419223
TRX,0.0446387195863246,0.23341245243169,0.0969310475550176,0,-0.0923759782258215,0.644740974542652,0,0.0490290507183256,0,0,0,0,0.344442465928009,0,0,0,0,0,0,0
BV010082.Index,-0.0596226705250175,0,-0.0714352901764113,0.063743191414102,-0.00907020596351436,-0.000374580184408351,-0.12170557107386,0,0.0931240121560122,0,-0.0198065266236442,0.170772916778635,0,-0.014094347339841,0,0,0,0,0,-0.046082579029765
CVIX.Index,0,0,0,-0.0689184453128576,0.100759397250295,-0.0965050205585867,0.0797204326809647,-0.0150585677925677,0,0,0,-0.128182222395656,6.93889390390723e-18,-0.0820806595458805,0.169866327594612,0,0,0,0,0.0284023606344338
DXY.Curncy,0,0.0185261168416191,0.0138628163039089,0,-0.0193076923450773,0.0288393433693959,-0.0414013768312449,0,-0.0639745443782793,0.0529203782339571,0,0,-8.67361737988404e-19,0.0326405393023918,-0.0158123148345284,0,0,0,0,0.0156234443749045
SPX.Index,0.073245233138472,-0.0647060918261859,0,-0.00864672415821933,0.00591460265870425,0,0.0456337716187262,0.0922635083343275,-0.0943331883602536,0,0,0.0120502695850676,0.0115944745028772,0.0361863399771741,-0.0997467546219358,0,0,0,0,-0.0663974705612012
VIX.Index,-0.111784951479455,-1.05012736295978,-0.223059902902019,0.191643595412037,0.537477947116616,0,1.00721106824417,0,-1.1363443903432,0,-1.5363886361958,0.350800536001449,1.39046976153827,0.61714822130229,0,-1.20892133859026,0.297239111519014,0,-7.44100767241846,0
