,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0721867803857338,0.101128583012759,-0.0296239388950596,0.583776955173619,0.0906401387526676,-0.0249937840640538,0.0285455230361687,-0.276327948644315,-0.251665163838941,-0.744111910263044,0,0.0157999266807928
XRP,0,0,0,0.377379477811459,-0.352818933769604,0.321494142994529,-0.229969830180703,-0.0765774774291925,-0.221447978328985,0,0,0,0,0.230093627916786
LTC,0.730975190256391,0.233448604667003,0,-0.271199870779977,-0.0305558900616885,-0.00737043329912257,-0.0392008886733061,0.0711644194881783,0,0,0,0,0,0.180835745733551
DASH,2.10425243621565,0.292632184603671,-0.79403473602879,0,-0.00655932843195708,-0.793684033370898,-0.205105311789647,0.17398248708998,0.148167394791869,-0.880540852249911,0,3.50129112314156,0,0
XLM,-0.540232744238168,-0.185585636821397,0,0.257275695956347,0,0.959506451331595,-0.36815892011532,-0.201893458725394,-0.169758564088573,1.95571238159388,0.294185572865488,0,0,0.241888496927029
DOGE,0.864638695998245,0.0214708777392913,0,-0.134259364697452,0.111103111445128,0,0.0634120420006062,0.0785603001063626,0,-0.856284267404689,-0.258816719467178,-0.117363829016851,-0.155483935850763,-0.0419330536687474
XMR,1.76545606282812,-0.225171999138444,0,0,0.151231470486942,0.542160600186987,0,-0.104331967722809,0.0270892128649827,2.66253644376246,0.0810895879620152,0,0,-0.366510053449936
XEM,0,0,0,0,0,0,-0.495060240969889,0,0,0,0,0,0,0.860854361850883
DGB,0,0,0,0,-0.352458095334633,1.73472347597681e-18,-0.047828763532804,-0.144626608913465,0,0,0.640719041791675,0,0,0.217450761461021
BV010082.Index,0,0,0,0.053113565322805,0.235080854772244,-0.281540592412251,0.0752532047266884,0,0.0398999244838141,0,-0.240287505028384,0,0,8.67361737988404e-19
CVIX.Index,-0.320127184504833,-0.153557448473579,-0.103707613513746,0.0561861361009067,0.255833476698052,0,0.26935240709185,0,0.223632121617583,-1.607684087479,0,0,0,-0.126068513029312
DXY.Curncy,-0.350627177734633,-0.0266242975325445,0.154844451291518,0.0888633892609834,0,-0.037887882193097,0.0599159498647929,-0.0157426621080015,-0.0232554247725119,0.188753425592329,0.0395899884210254,0,0,-0.00795710848398419
SPX.Index,-0.105361785842681,0.0121529966614804,0,0.0219133819402563,0,-0.0336718767264852,0.0209790806412735,-0.0108978741725952,-0.0179193968900671,0.0980306977396111,0,-0.542049998062487,0,-0.0763659603336941
VIX.Index,0,-0.332089630685898,1.94813318466055,-0.131681251776189,0.203583715021291,-1.12518944322458,0.0498702724063815,0.045294562465835,0,0,-0.0684636156213072,0,-5.18529598824379,0
