,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0349028680189524,0.509813230629432,-0.0873989803982378,0,0.145107531272105,-0.156396409818081,0,0.143705223258145,-0.154120872231621,0,0,0.743789622397108,0.00338989139200754,-0.151619250739404,0,0,0,0,0
XRP,-1.73015216897959,0,0,-0.054181399247259,0,0.786948174119058,-0.166059557885604,0,-0.0987724236676404,0.637088393615249,0,-0.616754096323865,1.14459011567617,0.276065799719261,0.387032535999873,0,-0.11281825675316,0,0,0.247672615981056
ETH,0.301033851253435,0.0764105530957356,0,0.0332229701331448,0.0280726135309664,0.419381525253952,0.136894493363928,0,0,0,0,0.109578096451534,0,0.0208993138065923,0,0,0,0,0,0.0389157461241855
BCH,-0.577895819476098,0.0921583617982716,0,0,-0.448122756465191,1.11022302462516e-16,0.63794171342338,0.49271255743801,-5.55111512312578e-17,0,0,1.17119581640902,0,-0.292898578523365,0,-0.438207287018537,0.119762072480234,0,0,0.0901943916997413
XLM,0,0.428881811330305,0,0.0175558299567772,0,0,-1.73472347597681e-18,0.408748098337646,0.00707563102437723,0,0,0,0,-0.105896180268457,0.0401316236335687,0.163594639425154,-0.544336267431389,0,0,0.0846151363756876
EOS,0,0,0.314905973382089,0.0111188318744253,0.285845309705611,0,0,0.21974345086497,1.73472347597681e-18,0,0.0161937594650497,0,0,0.0714700024366792,0,0,0,0,0,0
LTC,0,0,0,0.220365229283715,0.0186849866496321,0,0,0.161119974239202,0,0.433949172872219,0,0.0505952433092016,0,0.0355535907999577,0,0,0,0,0,0
ADA,0,0.0447118794892001,-8.67361737988404e-19,0.101109918208911,0,0.171624968993055,0.335594483480337,0,0,0,0.0646951220392672,0.248874153399309,0,0,0.0366977512612661,-0.0630334859120058,0.135231841388724,0,0,-0.0878622381353948
XMR,0.724397099203133,0,0,0,0.233352716276055,0,0,0,0,0,1.38777878078145e-17,0,0,0.100407606720204,0.0822953548451845,0.646207564412752,0,0,0,0.0317294623983392
TRX,0,0.0697202498951984,0,-0.0378601689577103,0.190359888338557,6.93889390390723e-18,0.319560191308862,-0.129656295189348,0.107384653195333,0,0.236289455169401,0.200221661869387,0.135188176583668,-0.047266521097055,0,0,0,0,0,-0.0347709534335929
MIOTA,0,-0.00624222132517249,-0.440639078484758,-0.078957890472874,0,0,0.266146656457724,0,0.211549079447368,0.611649990039802,0,0,0,0.25051311576095,0.362965235079858,0,0,0,-0.137305444677899,0
DASH,0,0,0,0.0654443671732342,-0.211038414781403,-0.223383338143294,0,0.873425728621008,-0.0641655586951166,0.262102324173418,0,0,0.303559688466781,0.152896141035194,-0.241375777601878,0,0,0,-0.121604510220733,0.0221007015054493
BNB,0.590576195456799,0.0530410836993394,0,0.0490766022979278,-0.0851277208000272,0,-0.085587381207417,0,0,0.192736143995245,-0.0444167840066787,0.0571766650342239,0,-0.0162724714720848,0.116580867033464,0.0598329204277124,-0.0195089817567732,0,0,-0.0163608279348878
XEM,0,0,0,0.0699101395634751,0.234411856202624,0,0,0,0,0,0.273919946678653,0,0,0,0.150307582981925,0.411764249648937,0,0,0,0.0461715274004746
NEO,0,-0.161527025493455,0,0.0722965657960368,0,0,0,0.606021992416135,0.115754519125948,-0.226464638494357,0.355279606763634,-0.431811225105042,0.601684645518351,0.0404034653973068,0,0,-0.138286799211154,0,-0.25247619019905,-0.0442624763947423
BV010082.Index,0,0,0,-0.106758918989548,-0.148506893071842,0,0,0,0.202486553316504,0,0.0836858224336535,0.0553983780099755,0,-0.0438894666816284,0,0,0,0,1.02382592343983,0.0847698064097035
CVIX.Index,0,0.0401156420730614,0,-0.110370617238176,-0.159303107778654,0,0.0502045785338705,0.213914253211684,0,0,0,0,0,-0.0349974685871936,0,-0.893310883631796,0,0,0.527792441206597,0.0853716573157262
DXY.Curncy,-0.0139366064877397,0.00314939976271328,0,-0.0290395228963803,-0.0484253978481993,-0.0449857291392353,0,0.0364716021510842,0,0,0.0323513735737245,0.0791901623844918,0,-0.0244194911938925,0,0.151709949316174,0,0,0,0.0308511690084599
SPX.Index,0,0.0482972228512141,0,0.0316064730838612,0.114546699234741,0,-0.0977586322345892,0,-0.0650907134695671,0,0.247890231310597,-0.187149402324564,-0.164085914101847,0.0187982065418495,0,0.363686424604693,0.196749172818745,0,0,-0.130480378416037
VIX.Index,0,0.427832809615644,0.408687463290837,0.622032112510992,0.531498073093781,0,-1.68309057489669,0,0.315724611317353,-2.77555756156289e-17,0,-0.809986335124117,0,0.32088107260321,-0.170682429962895,0,0.898432455117601,7.63309643883583,-3.65390601121484,0
