,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0357459471149713,0.190849477022633,0,0.831190947052394,-0.0470743401640366,-0.224343074618758,0.135790992064626,0.0897038432209165,0.249396182088671,-0.0316165018585437,0.0831062373602851,0,-0.160900320279036,0,0,0,-0.25749994770409
ETH,0,0,0.313012816533948,0,0,0.171812473729354,0,0.24027352926391,0,0,0,0,0.196610705905749,0,0,0,0,0
DASH,0,0,0,0,0,0.302372832037144,0.597036404753349,-0.180789061345587,0.0554778615450533,0,0,0.940998572210216,0.353412381523013,1.89379607905956,-0.038183354559625,0,0,0.318511868866086
XRP,0.151786039956901,0,0,0,0,-0.187178622930042,0.145080021026227,0.0825310849428608,-0.0264744068752638,0.661470332705415,0.00300128651704506,-0.262085146931598,0.0338356399692859,1.15144467235572,0,0,0,-0.358381537883887
LTC,0.299957534111178,0,-0.00836886713507949,0,0,0.0372625794210745,0,0.0131534276357955,-0.0291887001711094,0.0711572695818155,0,0,0,0,-0.0425074853369543,0,0,0
XMR,0,0.41934803063449,0,0,0,0,0.626496399592509,0.250265204713432,0,0,-0.393083606101911,-0.568327835253894,0,0,0,0,0,-0.405608096620951
ETC,0,0,0.285952019231644,0,-0.370430840588593,-0.00385958355579355,0,0.0414370547906983,0,0.197250560332596,0.0142996041359502,0.0858898885924553,-0.0158235811415525,0,-0.180296332392225,0,0,-0.382178808586634
XEM,1.9238137652513,0,0,0.4633369193721,0,-0.0647695987359174,0,0,0.2314069194367,-1.26406928133458,0,-0.374132630839317,0.395498028167532,0.982012320039339,-0.743558277329648,0,0,0
ZEC,0,0,0.310554898377986,-0.683430741290249,-0.686677682086742,-0.529310750915382,0.845319854802178,0.279279546568802,0,0.874030072383049,0,-0.502353060739836,-0.090880943562905,0.536285454713448,-0.15740124972644,0,0,-0.391400192846063
DOGE,0.319298739353932,-0.198155412321707,-0.00713099637348493,0.57524070532341,0,0.0913261571344604,-6.93889390390723e-18,-0.134149868668587,0.246125080182346,0,0,0,0,0,-0.101620514635396,0,0,0.166841976420851
XLM,0,0.280842280359598,-0.0518477423201004,0.142258483993606,0,0,0,0.0841830592879218,-0.186894017812038,0,0,0,0.140856936859806,0,0,0,0,-0.432704700895068
NEO,0,-0.135979653412649,0,-0.44669071615706,0,0,1.03379706947305,0,0.259344449404467,0,0,0,-0.385624122399296,0,0,0,0,0
DGB,-1.13935964420628,0.287269015297838,0.218062896403986,0.942580812633044,0,0,-2.77555756156289e-17,0.17339816532589,0.224090519682105,0,-0.117000512227493,0,0,-2.19172809457217,0.941509415057088,0,0,-0.101228447088404
BV010082.Index,0,0.117361607673136,2.16840434497101e-19,0.425906750814591,-0.0524769023402583,0.00516501228237364,0.0692317033209322,0.0574373437130392,0.0799624525779366,-0.105141876886303,0.176368513276322,0.13101272677211,-0.151481766148375,0,0,0.700480251577907,0,0
CVIX.Index,0.727234746927578,-6.93889390390723e-18,-0.00547481155200255,0.222979684378785,0,0.082954290649387,0,-0.297839972172034,0.0400425346575433,-0.421598623692097,-0.0343373645195211,-0.27566056621689,0.102626243977706,0,0,0,0,0.524499520218363
DXY.Curncy,0,0.0387793674275872,-0.00931090633781,0.00283487566485786,0,0,0,-0.028700487982886,0,0,0.0081242800078234,0,0.00231364833479454,0.158534291955467,0.00870299616945558,0,0,0
SPX.Index,0,0,-0.00201101362054669,-0.0486660145358596,0,0,-0.00997154833491604,0,0,0,0,0,0.02058326241137,0,0,0,0,0
VIX.Index,0,0.290851219733389,0.300107981200079,-0.0558861050967377,0,-0.37963651561174,-0.550957045441743,0,0,0.115461582909645,0,0,0.171073676451624,0,0,0,0,0
