,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.453524911553498,-0.118810937814398,-0.193869074812642,-0.0384360100478928,0,0,0.0280568978228798,-0.106337258531783,0.0564077567227891,0.174781194056089,0.0751564160473804,0,0,0,0,0,-0.323886628558951
ETH,-0.645819968192512,0,-0.0488512863100802,-0.0321458134715079,-0.00421027893996936,0.447252157098727,0.21409594036759,-0.208763487242969,-0.556708196274842,0,0.108898476703386,0.128000890454816,0,1.15280212356578,0.284715607267649,0,0,0.172410652478
XRP,0,0.214984574211017,0,0,-0.139236204181112,0.447693461606364,0.305134778149387,-0.0336365754969898,0.16948245787936,-0.0500975775907722,1.33045837656,0,-0.893906163284224,0,2.71675255694873,0,0,0
DASH,-0.520199578884584,-0.279948959782964,0.0146466169518747,0,0.130673159965368,0,0.370060822312931,0.159248572271444,-0.117179414271993,0,-0.292753857216006,0,0.0474744234891182,2.55220026414998,0.966496321094173,-16.8000026189922,0,-0.110404739127952
LTC,0,0,0,0.125412220150143,0,0,0,-0.00971468864786208,0,0.450867941608105,0.0538656770113008,0,0.205185647987528,0,0,0,0,0
XMR,-0.105328477334998,0,0.00183286777512919,0,-0.110339170374643,0,-0.040813054300592,0.0563410905894927,0.196432132392447,-0.0458434436934156,0,0,0,0,0,0,0,0.156775272083353
ETC,-0.178906031619533,0.271637409143011,0,-0.223874697871905,0.36721089631256,0,0,0.070015515663516,0.612279614076037,-0.228755255192316,0,-0.200046919674853,-0.0777133844046127,0,-0.599322258465055,0,0,-0.0283234541321363
XEM,0,0.0809588003304656,0.251371995602948,0.364958532745991,0,0,0,0,-0.399941051294901,0,-0.413990918892156,0.452864493114784,0.768718047955411,0,0,0,0,0
ZEC,-1.04025131784604,-0.693608345296085,0.0113326243421133,-0.184126110161873,-0.0422574653254633,0.439895514595238,0.0819332636908566,-0.420943327327387,0,0.0912524322838166,-0.14544945650628,0,0.390225077409111,0.464042028653028,0,0,0,0
DOGE,1.09950171412575,1.21979510438714,0.177050587621021,0,0.209056986946666,-0.304993899040251,0,-0.101119210961789,0.70504277946856,0,0.0975815851634783,-0.115228137279685,0.135165696099635,0,-1.28573338950659,0,0,1.17156298786535
XLM,0.117015060306856,0,0.408498123775211,-0.0925914596359889,0.265441510232469,0,0,-0.490041127932467,0,0,0,0,0.620768256756881,0,0,0,0,-0.233802956597307
NEO,0,0,0,-0.246533115271815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,6.93889390390723e-18,-0.173604422344137,0.492635894594513,-0.130981594404041,0.305568560073899,0.490750359347096,0.488003231308246,-0.11778731121487,0.344447568701812,0.210423947629968,0.648352649668109,0,2.59004267614705,0.932230656424287,0,0,0.36716685750257
BV010082.Index,0,0,0,-0.0192420745145895,-0.0218807130376499,0,-0.0422196967567292,0,0,0,0,0,0,0,0,0,0,-0.133507496279583
CVIX.Index,0,0,0.0207964725238651,0,0.032206282254693,0,0,-0.0478596925531166,0,-0.095621299134371,0,0,0,0,0,0,0,0.0579427162184449
DXY.Curncy,0.0270583960587841,0.0158542835143175,0.00557782573155628,-0.0243915035598758,0.00465275099392253,0.0114791376675247,0.0114207215653638,0.00335983583236609,-0.00234238781743834,0,-0.0171658717102494,-0.0216780551506707,0.00229486810690491,0,0,0,0,-0.021742389454386
SPX.Index,0.0637764556006721,0.0421479082912107,0.00371975163456182,-0.0211051419567296,0.00876229609245982,4.33680868994202e-19,-0.00714895727673107,0.00698874998536111,0.00992547536494843,-0.00618691267460857,-0.00877537492260592,-0.0353354419400232,0.00184752770704066,0,0,0,0,-0.0501201958601357
VIX.Index,0,0,-0.0134107159029125,0,-0.0689738512285479,-0.197306956143755,-0.0521878803620468,0,-0.0338550349146374,0.0446246316548787,0,1.73472347597681e-18,-0.0781956750625497,-1.72639776874033,0,0,0,0
