,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0662282559380428,0,0.0304434097120057,0,0,-0.00325895958230484,0,-0.0325047714778515,0.0203824591327635,0,0,0,0,0,0
ETH,0,0,0,0.949333968597179,0,-6.93889390390723e-18,0.168344722007765,0,-0.0453482627618417,0.325903723639673,-0.0300612295996195,-0.210191765047447,1.48373167403365,-0.192740313940531,0,0,0.329034983873888
XRP,0,0,0,0.109213527417912,-0.082216131776078,0.00932811173013865,0,0,0.958797705493343,0,-0.129218546005894,-0.320324926945018,0,0,0,0,0.0831076147307374
LTC,0.60507083922257,-0.0640257486601628,0.0386529457661978,0,0.0128161455783692,0,0.0160075818322035,0,0,-0.1213591880995,0.00775108376417398,0.00905028547745213,0.140576364112561,0,0,0,-0.0381076821023791
ETC,0,-1.51555258207169,-0.431667322217847,0,0,-1.38777878078145e-17,0,-0.0544927794593697,2.44061826181697,0,-0.0519234962867274,0.388280924289286,0,-0.299798456013952,0,-3.72661032088097,0
XMR,0.44070775560145,0.231008080316682,0,-0.55247997351756,-0.171717658999565,0,-0.691827190938891,0.265591290597539,-0.577075515953554,0.214739563857898,-0.144421198657597,-0.256744380108989,0,-0.151490140919423,0,0,0.281209290117592
DASH,-0.85296840386595,-0.282363245695425,-0.261843291095609,0,-0.13214193913856,-0.351348361968756,0,0.0208752642091225,1.41149166463276,0.370510512169423,-0.105054359574587,-0.272821030039257,1.19782401965827,-1.32730348783216,0,0,0.534642321621915
XEM,1.86224827960399,0,-0.393885035342835,0,0.0452268636543679,0.347536018264911,0,0,0,0.245766979882915,0,-0.299090968001498,0,-0.965853376431563,0,0,-0.0612009820170818
DOGE,0.694461116420804,0.257815511861406,0,0.314103031295968,0.0264227642681681,0,0.171289119876641,-0.0277236384344908,0,0.0252822349085991,0.0585734770887388,0.0500953940894474,-0.6371128412476,0.333737984059637,0,0,-0.0958556405212235
XLM,-0.783281788117439,0.333278771691872,0.754414586288902,-0.504279149060568,0.271096799772601,-1.38777878078145e-17,-0.421607867421728,0,0.607247198643603,0,0.00579231316410554,0.385188769797731,0,0.69383404085754,0,0,-0.124280815540354
NEO,1.67021411830535,3.1167699375076,0,-2.73625183258729,-0.86837842917341,-5.16104742889353,-3.67507579780639,1.49944207408727,0,0.489278098692797,0,-0.824323212620712,9.90750189672985,-1.46265526264665,-30.9512941723103,0,1.84173425196201
DGB,0,-1.65763150885322,0,0,-0.249812095981802,-0.159784631832579,0,0.239575068914435,0,0.698561977012881,-0.0774870779858543,0,2.86889877919641,-1.73472347597681e-18,0,0,0.541512401435745
BV010082.Index,0,0.0480272396328723,0,0,0,0.0926089112158675,0.177687776518401,0.0118477718719156,0,-0.0862854275638319,0.0310348184530348,0.103632591475037,0,0.260581371658224,0,0,-0.201170932646238
CVIX.Index,0,-0.234793030552961,-0.162759048117931,0,-0.0452938994947304,-0.0835250069443743,-0.0993118642570014,-0.107396389271399,0.403637940570261,0.173974820451954,-0.029988160294893,-0.153673440860216,1.30968827151055,0,0,0,0.249272585396204
DXY.Curncy,0,0,-0.0113092646711605,0.0445913378000862,0,0,0,0,0.00980707299956453,0,-0.00135931750287529,0.00839525633038708,0,0.0783275116554918,0,0,-0.00505316023459226
SPX.Index,-0.0178046782009023,-0.05811935685299,0.0151156597552439,0,0,0,-0.0300079676454298,0.0260840743986252,0,0.00754331645370536,-0.00608155521617693,0,0,0,0,0,-0.0494086089362024
VIX.Index,0,0.102829033969756,0.327154978157853,0.178598693064133,0,0,0.38533377135807,0.266358332875657,-0.920319819399835,-0.331682445366788,0.085147281202825,0.380032557263283,-3.17890189110567,1.3833429204542,0,-3.65960729356771,0
