,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.162629336854103,0,0.158800440879807,-0.064692814945324,0.388740634835271,-0.327876451049176,0.315342538242504,0.101558099217817,0,-0.0281595187514336,0,0,0.0995600104378362,0,0.275040368636739,0,0,-0.0307950222664897
ETH,0.284268500126677,0,-0.179445449198491,0.0518768419882327,0.301795706479194,-0.0286845889094495,1.73472347597681e-18,0,0,-0.0318164492344546,0,0.130410298798626,0.193958169199415,0.182794203030625,0.13680294701626,0,-0.238305409735395,0,0,0.0994641992105105
XRP,0,0.02976207537219,0,0,0.292260180482065,0,0.144806854766402,0,-0.269589934262454,0.210801747298419,0.301773156695239,0.0724004937464577,0,0,3.46944695195361e-18,0,0,0,0,0.148280863815173
BCH,0,0.146897270245295,0.117067105896549,0,0.172084340868752,-0.0755732498734632,0.457534751767717,0.368192818097303,0.227678242504358,0,-0.0999107398294131,-0.061662077731302,0,-3.46944695195361e-18,-0.181668593119092,0,0,0,0,0
EOS,0,0,0,1.16351960445751,0,0.152018181109466,0,-0.0828120202129175,0,0,0,0,0,0.104248867243039,-0.13462600945416,0,0,0,0,-0.147434320564942
XLM,0,-1.21635565400372,0.298537149665255,0,3.46944695195361e-18,0,0.368630400662629,0.1169953534765,0.266629666546828,0,0.0705313748618628,0.206663390083889,-0.0509728933959267,0.264442493798494,0,0,0,0,0,0.00944666469510798
LTC,0.0393418617585821,0.637673386228874,0.100967187757532,0.472761933575014,0,0,0,0,0,-0.0320682672391824,0,0.00533093189396229,0,-0.195644948121329,0,0,-0.165253666693366,0,0,0.0951951379291742
ADA,0,0,-0.021720041524094,0.718923394197928,-0.0124266967889498,0.21346419331815,-0.18130832951122,0,0.0660105380829514,0.0796396010743638,0,0,-0.102574706160803,0,0.345754794074857,0,0.195074973306204,0,0,-0.091817002766445
XMR,0.942790154413246,0,0.316415658755762,0,-0.0668915432327172,-0.0452954779411517,-0.0816248089246461,0,0,0,0.115103757471043,0.22126378150038,0.175109043050569,-0.272012425728797,0,0,0.568939678592343,0,0,0
MIOTA,0.154810698682248,0,0.581345283056639,0.0584436810460351,-0.95784326663905,0.328164892789644,0.47010638306323,-0.428716829277994,0,0,1.52827984767485,0,-0.169924919643602,0.0211797571337773,-0.221536308524202,0,0,0,0,-0.0365138010611168
TRX,0,0,0,0,0.0361059622606222,0,0,0,0,0.0804635390082854,0,0,0.305723489061519,0.544715515895615,0,0,0,0,0,0
ETC,0,0,0,0,0,0.291029577844218,0,0,0,0.29565931026091,0,0,0,0,0,0,0,0,0,0
DASH,0,0.45188239930439,-0.0849611496010323,0,0.0748084591921282,0,0,0,0,0,0.621302883705523,-0.12765851176661,0,-0.205844237635074,0.211448480170794,0,0.210302987183968,0,0,0
NEO,-0.262325767568889,0.715968886056765,0.515060238933585,0,0,0,6.93889390390723e-18,0,0,0,0.510271591285895,-0.117016697554628,0.00852155849896463,0,-0.247942021975848,0.418056311790404,0,0,0,0.180970296981289
BNB,0,0,0,0,0,0,0,0.482749684825704,0,0,0,-0.288071833293725,0.570184399561055,0.0654691527303183,0,0,0,0,0,0
BV010082.Index,-0.0781101460436848,0,0.12679236472504,-0.236444744129524,0,-0.134012553868014,-0.196918478678142,0.121099321079869,0,-0.0702191033301957,0.268104554515944,0,0.0358212093800251,0.015002793862011,0,0,0,0,0,-0.0202776125774404
CVIX.Index,0.257037260159272,0,0.0499224128876838,0,-0.0593100074970077,0.0375351266486276,-0.0465532433477143,0.110981433118072,-0.232704595940917,-0.090774633627786,0,0.0461546437051782,0.293675105205438,-6.93889390390723e-18,6.93889390390723e-18,0,0,1.8410005693103,0,0.173901377748933
DXY.Curncy,0,0,0,0,0,0,0,0,0.0372962543206417,0,-0.0387523547636454,0.0176189873020404,0,0.0380569380541884,-0.0444821496570296,0,0.155007368937288,0,0,-0.00513423936498775
SPX.Index,-0.0305156993147198,-0.0652036315722098,0.0215048546114471,0.0292366405313559,0.00982862580661865,-0.0301825274505842,0,0.00208073904484564,0,-0.017102769614597,0.0321774944537039,-0.00669078251247719,0.0195181166178297,0,-0.014881454632874,0.0419394063493081,0,0,0,-0.0466528836684511
VIX.Index,0,0.528299281902326,-0.126400727606148,0,0,0,0.219562528750225,0,0,0.278877299420344,0,0.0599585098362839,-0.982931737639307,-0.527762419080754,0.65767661421888,0,0.578426154074818,0,0,0
