,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.078389277079618,0,0.15834783117426,0,0.0856655612931056,0.118511418494101,0,0.105653817978103,0.118358955160567,0,0,0.1134302968092,-0.00822999309987322,0,0,0,0,0,0
ETH,0,0,0,0,0,0.306801120651676,0.108033073743528,0.482515253543608,0,0,0,0,0,-0.105589357594568,0.142799715760651,0,0,0,0,0
XRP,0,-0.406735739230534,0,0,0.207345903485323,0,0,0.0382258284944148,-0.0794972350598881,0.0990685723510976,-0.112458581465599,0,-0.312650350530484,0.245223057776246,1.05546742161348,0,-0.0762054807730022,0,0,0.0678650079421377
BCH,0,0.204921147279146,0,0,0.0432920803351832,0.125654428616691,0.0208934637414512,0,0,0.0182868010989516,0.23960738946402,0,0.139515542533462,-5.42101086242752e-20,0.252638350098091,0,0,0,0,0
ADA,0,6.93889390390723e-18,0.150133396182107,0,0,0.462897981727862,0.209780631919182,0.154927133021848,0.162764522427887,0.055591775961692,0,0.305122250939438,0.160118731059615,0.0217763510379871,-0.561289480684285,0,0.45134897354165,0,0,0.0225972733895927
LTC,0,0.273500565845309,-6.93889390390723e-18,0.531826813465041,0.314184559102699,0,-0.107034170229142,-0.164606898920189,-0.0590193355915403,0,0,-0.0162849257316223,0,0.0756535753986893,0,0,0.246657072388556,0,0,0.018078362565173
NEO,0,0.271833174575197,0.0897434467717102,0.230953643817441,0.103288140504297,0,0,0.0339056635034537,0.0614083669858862,0,0,0,0,0,0.0647880521343158,0,0,0,0,0
XLM,0,0.0226644082145341,0.0383298442652382,0,0.447862841071482,0,0,0,0.0235956163290834,-0.0675392802183555,0,0,0,0.289209197601619,0.235899121246192,0,0,0,0,0
EOS,0,0,0,0,0,0,0.0756391379234376,0.441135316515469,0,0.0507430693440968,-0.0293418351843186,0,0,0.0274519831466009,0.301267071807159,0,0.722152841028039,0,0,-0.0833418333261349
XEM,0.289433148407693,-0.741850060654728,0.0941866156112466,0,0.33280905903177,0.560635061911642,0.136623910733109,-0.135630736277137,0.369883540235999,0,0,0,0,0,0,0,-1.13560326550097,0,0,0.0719061699639858
MIOTA,0,-4.33680868994202e-19,0.00139240565310313,0.569335037549782,0,0.253000025502832,0.0300534671393585,-0.207248349050951,0,0.118562650202328,0,0.120127550978311,0,0.209461444470264,0,0,0,0,0,0.00753176996974756
DASH,0,0.232832377233738,0.0605503701314951,0,0.237085342374862,0,-0.0319069616201853,0,0.141408909017182,-0.0234785550973171,0.259354485654681,0,0,0.0503480170768776,0,0,0,0,0,0.122512823698449
XMR,0,0,0,0.0869221903500404,0.128817008688833,0,0,0,0,0.0280203471213281,0.275225734014529,0,0,0,0.246828149403324,0,0,0,0,0
TRX,0,0,0.0797121582959212,0,0,0,-0.170064781812281,0.384055275932149,0.164664687913302,0.375788789141768,0,0.0925473376186562,0,0,0,0,0,0,0,0.243293085471695
ETC,0,0.42243535926427,0.162550498621357,0.276776382654772,-0.329594271846446,0,0,0.137859378640223,0.0467363534492295,0.0448112495597464,0,0,0.378189980209864,0.073498062320161,0,0,0,0,0,0.0180937191659608
BV010082.Index,0,0.0510700593253285,0.0217170330061113,0.0433132179826593,-0.111965849794745,-0.0257933127343127,-0.00846509520946872,-0.0898441592548638,0,0.0536198752435644,-0.0538733874558886,0.133293736956973,-0.0512302682860229,0.0488529663780406,0,0,0,0,0,-0.00698806864368049
CVIX.Index,0,0,0,0,0,0,0,0,0.0486026278612556,0.0931126116898582,-0.0440528113028377,0,0,-0.068998722815275,0,0,0,0,0,0.0877376531171155
DXY.Curncy,0.157926153070464,0.0290215957519762,0.019320591531056,-0.0485554192513543,-0.0428854829424328,0.0596461153146055,-0.0340695506168171,-0.0206625640975346,0.00406322483432356,-0.0247173119321864,0.0113355450786864,-0.0773619873925736,0,0.00760343875715943,0,-0.164773011527734,0,0,0,0.0129517171506657
SPX.Index,0,0,0.0353759049389531,0,0.0444578793156163,-0.0100979785327768,0.00196066060925961,-0.00829167837215151,-0.0172186017572498,0.0174424298203218,0,-0.0199234950598945,0,0.028119423324688,-0.0548605636961766,0,0.0866291733209108,0,0,-0.110880734294268
VIX.Index,-1.16275592270125,-0.390871800316424,0,-0.277334810008928,0.717871089011457,0.451712869714128,0,0,-0.00989258413992998,-0.00155318539536539,0,0,0.373283610387017,0.125460173333776,0,0,0.289811114411646,0,0,0
