,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,EOS,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0139485126351124,0.119818900080762,0.227528132395226,0,-0.146416361820213,0.0267955246466927,0.0179335327072554,0.235514216873257,0.00532661556591314,0,-0.119046489062156,-0.109416054753172,0.197440438497661,0,0.523467986140615,0,0,0.0543911438571071
ETH,0,0,0.240940155179781,0,0.0661099524565326,0,0.0542525312527024,0.0966449727790256,0.0426520443921467,0.354798546289994,0,0.0361906341090978,0.24059359816674,0,-0.108786331226042,0,0,0,0,0.19533196575574
XRP,0,0,0,0,0,0.480348282172375,0,0.107336806194428,-0.0115808005271715,0,0.528006682376698,-0.0988578774555469,0.269305297489724,0,-0.219607348789172,0,-0.413030125374555,0,0,-0.0928322546780485
LTC,0.615175422025058,-0.976605911426972,-0.52118662547807,0,0.580842317410984,0,0.693995810921605,-0.158128902580455,0.115114055171895,-0.0821980377116689,0.455882683409969,0.0463377335944884,1.05709838920298,0.645043759994876,-0.607126117979034,0,0,0,0,-0.0754752398872493
ETC,0.0171719801841873,0.176556715117026,-0.00485149994580337,0.196918699645255,0,0,0,0.0118921775027993,0,0,0,0,0,0,0.152346369380707,0,0,0,0,0
XEM,0,0,0,0.100341539046941,0.152902289470918,0,0.246966725810741,0,0.0991376637925979,0.0196871236571665,0,0,0,0,0.209577839570429,0,0,0,0,0
DASH,-0.219300658895164,0.430774853813318,0,0,0.296463715694216,0,0,0,-0.0160298167367277,0.245900653035725,0,0.0301218196686764,-0.330271702741321,-0.011864354292468,0.362223048536203,0,0,0,0,-0.231536708860123
MIOTA,0.510865363053926,-1.43972924971232,1.17756643672458,-0.752554445588179,0.617895922323504,0,0,0,0.0697986418970676,0,-1.55688308591646,0,0,2.85002806290143,-0.352517927129509,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.226248557098045,0.228160459408489,-0.162299620198252,0,0.18327714314645,-0.0174656810929758,0,-0.0265991192051717,0.0138551449217428,0,0,-0.0323017529733691,0,0.304675812783452,0.118002149818149,0,0,0,0,0.0584689653696199
ZEC,0,0,0.229123321283948,0,-0.0226935523611094,0,0,0,-0.0455419612166555,0,0,0,0,0.424198980534994,0,0,0,0,0,0
NEO,-1.10086578491641,0,-1.52435296077754,1.44590823079832,0,0,0,0,-0.00418904567379429,0,0.509282786201612,0,0,-1.38777878078145e-17,0,0,-7.29549987977238,0,0,-0.448760207377834
DOGE,-0.454513718657196,0.353538120747483,0.221140285155068,0.40156201889209,0,0.0421668054992452,-0.298039719104282,0,-0.0828471616964707,-1.38777878078145e-17,-0.261699080621082,-0.0449879332498377,0,0.0380906949045546,0.33222773384716,0,0,0,0,0.106149375388169
XLM,-0.396818334744439,0,0.255940017455901,0,-0.143960298399068,0.295970134639794,0,0,0.057458169305199,0.54168052884483,0.235320121658001,0.0195147850511057,0.376252632946263,0,0,0,0,0,0,0
DGB,1.02165388202115,0,0,0,-0.515443832033023,0,0.618924886143865,-0.00932595740126309,0.0156555390318314,0.547529450572383,0,-0.0143683535192071,0.158618504400776,0,0,0,0,0,0,0.0223560549155531
BV010082.Index,0,0,0.124135536470953,0,-0.0131639600244946,-0.0268948157090396,-0.0443694710987314,0.0187594613978045,0.0140723872468929,0,0.0853434417600598,-0.00272893096086359,0.0824901010602209,-0.115294395793595,-0.022970748581669,0,0,0,0,0.129775262443358
CVIX.Index,0.106315065881763,0.0950286543382832,0.0159831690119145,0,-0.104147121038514,0.0670479592132968,-0.0265090437522604,0.00126112492855056,-0.00162472566708172,-2.16840434497101e-19,-0.0998202968592403,0.0148088187978342,0,0,-0.0707743777171854,0,0,0,0,-0.029065444441305
DXY.Curncy,0.0565949354443781,-0.0317000684358266,0.0609690219800257,0.00621779178233419,0,-0.0352619874939604,0,-0.0191586321551814,0.00495140586693542,-0.00461469544421606,-0.0236744493747751,-0.00127360792506784,-0.0137815424823104,-0.010172731842132,0.0216380511892594,0,0,0,0,-0.0124329929234554
SPX.Index,0,0.000324630652387186,0.025060670642536,0,0,-0.0124428797525154,0,-0.00503172676380791,0.00394990094756932,0,0.0131070912202191,0,0.0205472384257109,-0.0256874833507779,0.0086850130444338,0,0,0,0,-0.0561234162465176
VIX.Index,0,0,-0.230749751384824,0,0.00120342165706167,-0.315148581973642,0.311212165858092,-0.155871308647417,0.00186083444412059,0.219712568182183,-0.105167065213336,0,0,0.332661526730105,0.16034269621479,3.157144751572,0,0,0,0
