,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-3.46944695195361e-18,-0.316847088821014,0.0350163149512606,-0.358653934820352,0.134730258698046,0.31307482141995,0,0,0.379610304935481,-0.0238458159973568,0.0887746142357481,0.0254492183480884,0.0643888219598424,0,0,0,0,0.00461934448138449
ETH,0,0,-0.0886539318500997,0,0.0928803112515997,0,0.233195670718266,0,0,0,0.0764626047819466,0.112886601924562,0,0,0,0,0,0,0.0786557530854784
XRP,0,-0.706581112486903,0,0.0728531971510179,0,0,0.548783344407168,-0.450534777457945,-0.0344246375299155,1.00983059795524,-0.0859261543493157,0.252795928278964,0.114120081950878,-0.165936804731179,0,0,0,0,0
XEM,0.179177243750904,0,0.121857873918684,0,-0.212995411312279,0.154066448226439,0,0,-0.138076496888102,0.140638193771199,0.426503638115762,0,0,0.117685549404219,0,0,0,0,0
ETC,-0.01628371705073,0.252701588290071,-0.42022852392027,0.0874858390953756,0,0,0.342644879285812,0,-0.119193716171492,0,-0.0955900668101959,-0.164930219919075,0.138837950661033,0.327176521079323,0,0,0,0,0
LTC,0.572815250002155,0.103981220028097,0,-0.0843430900225292,0,0,0,0.779562026315666,-0.100397290258194,-0.615385511581721,0.38971198194076,-0.436248212148335,0.188451402583455,0.277368206710124,0,0,0,0,0.0545581123230061
DASH,0.414427951168371,0.493582348352477,0.377241764238682,0.277869256931665,0.145113617737671,-0.560827042907655,0,0.475699375616858,0.141495494147313,-0.523692183410966,-0.176671166238992,0.0374230044292246,-0.0291310545941944,0.407700572651445,-5.29009058950838,-3.45854239843655,0,0,0.11323727495677
XMR,0.209210214745567,0.406240943620867,0,0.189905901906459,-0.279190465114767,0.339750635709083,0.179663829375552,0,0,0.0932422917569158,-0.0456586275038496,0.074324532889852,0,-0.133511051668386,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0.5857165037759,0.484851026650557,-0.0602405691039333,0,0,0,0,0,0,-0.29069719791987
XLM,0,0.28683238908849,0.779407925668747,0.410190877619042,0.519365564839394,-0.0947370950265511,0.130863628131607,0.129208736452205,0,0,0.0416598881387103,-0.326997212830858,0.0194403141834446,-0.250238657122374,0,-1.05142793486113,0,0,-0.490063142039644
DOGE,0,0,0,0.384787127551672,0,0,0,0,0.254157784530352,-0.0200818313589794,0,0.14641278807517,0.0312714770085337,0.163633603790985,0,0,0,0,0
ZEC,0,0.423946968181637,0,0,0,0.213719661769837,0,0.0879374420185994,-0.0399929619874287,0,0.0818160500255002,0,0,0,0,0,0,0,-0.0833563668364891
BAT,-0.362352994522793,0,0.46646424337806,0,0.297936004282875,0.220910180318928,0,-0.0833879651021773,-0.0891475917526388,-0.307868398227506,0.0803974819109976,0,0,-0.183340057733056,0,0,0,0,-0.0669263222145782
NEO,0.237210493456839,0,0.103753433826331,0.600207110885993,0.747377534214825,1.51863726044691,0.724772677971867,-1.0896959626112,-0.212829843183236,0,-0.103378624263632,0,0,0,0,0,0,0,-1.28534822636289
BV010082.Index,0,0,0,-0.0173527420041322,-0.00439163765780344,-0.0251629392728468,0,0.00256880484673854,-0.0164706814751555,0.0170492545389767,0.00973638126322587,-0.00844948702445112,0,0.0310841676703476,0,0,0,0,-0.062213927337423
CVIX.Index,0,0.0413302152207735,-0.00516942902591024,0.132314365817036,0,0.0051901108234737,0,0,-0.0186119736875163,0,0,-0.00494696687500085,0.0178151103562246,0,0,0,0,0,0
DXY.Curncy,0,0,-0.0112455957315626,-0.00594845451083515,0.0134514261741051,-0.0111258383833833,0,0,-0.00490120960179913,0.0113950437186196,-0.00697375087724814,0.00516468707035581,0,0,0,0,0,0,-0.00149194049452349
SPX.Index,0,0,0,-0.00488763350927282,0.000723384255017039,0,0,0,-0.00195852607989811,0.00253601217817882,0,0,0,0.000991867454009627,0,0,0,0,-0.0412905885820904
VIX.Index,0,0.0464986450846958,0.315154530352808,0,0.227599381583288,0.139848163911907,0.170330193052197,-0.158507290493767,-0.276206863416963,0,0.118398225167447,-0.11944938274714,-0.0229465108775938,-0.210549426911668,-2.61644610501434,1.80350846606609,0,0,0
