,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.120883345990956,0.26509053584968,0,-0.156008508785751,-0.105196179245576,0.15511099946895,0.152997060577765,0.108108081078919,0.261926546509778,0,0,0,0,-0.11848116666508
ETH,0,0,0.358855105971575,0,-0.119247851232666,0.613042163893244,0.433779564134977,0.0546045191592305,0.485332130085909,-0.657541274858095,0.278810808586177,0,0,0,0,0.714618031619798
XRP,0.342400588676073,0,0,0,-0.017512287340344,-0.0762526924374975,0,-0.142982838124313,3.46944695195361e-18,0.0419343021143979,0,0,0,0,0,-0.0284052361791277
LTC,0.569292390861501,0.0436800037739132,0,0,0.00215450419083095,-0.204247243221017,-0.122133084022021,0.0106701071847072,0,0.115682969008325,0.112200922023235,0.0662093003615231,-0.0852134389507141,0,0,-0.0553860589847082
ETC,-4.97766399235025,-2.83053677354283,1.55057604010163,0,0,3.59862584596899,0,1.34525135795082,0,0.784096092156854,1.00949474827983,-1.47616666378994,0,0,0,0
DASH,0.133601927818884,0.279491088802704,0.141551326302985,0,0.0238990535500366,0,-0.0657254320621224,0,-0.0245678480757008,0.169082861723633,0,0,-0.520357035576156,0.769140138802103,0,0
XEM,-0.358454419883402,0.268044712013396,0.228888215045338,0,0.0822802079415928,-0.708802757790573,0,0.23390554928081,0.189717515459235,0.815867025317918,0.505783427959138,0,-0.735022485733558,0,0,-0.192322504390032
DOGE,0,0.127532867358895,0,0,0.0159774709512641,0,0,0,0.216030051951949,-0.106937514296579,0,0,0,0,0,0
XMR,0,0.0854994295915149,0,0,-0.130191320240609,0.61254189914696,-0.15100652924303,0.310108324985526,0,0.566371527059919,0,0.446222980953819,0,0,0,0.402869883753831
XLM,0,-0.312866327032316,0.422255517443138,0.865289450476948,-0.0407369699877887,0.65953163097536,0.272237228594826,0,0.210227984233059,0,-0.22779402490065,0,0.929258918070516,0,0,-0.0191257691653129
DGB,-0.789441985277034,0.254662562980798,0.313697733119021,1.62143046941797,0.0989463029702621,0.558877778822496,0,0.48613480036715,0.0268872213269558,0.069833156584663,0,-1.33522787053049,1.1395592593118,0,0,0
BV010082.Index,0,0,0,0.196790848502232,0.0239159036084579,0.144800907733818,-0.00778015847080953,0,-1.73472347597681e-18,0.0512266983424191,-0.0852143107498847,0,0.318398673464733,0,0,0
CVIX.Index,-0.0266768567620997,0.111183615940718,0.100549166167487,0,0,-0.670656713026755,-0.150712869480479,0,0.110850128520621,0.128312453417983,0.179784763313835,0.77599375138924,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.068525233210965,-0.0338862911794605,0,0,0.0354531600666631,-0.0267802835042304,0.107038637137515,0,0,0,0
SPX.Index,0,-0.00137386767877676,-0.00890388804100049,0,0,0.0182102015342569,-0.0134703339893009,0,0.0149462506896159,0,-0.00794968146633548,0.0457421389300169,-0.00897795090540131,0,0,-0.0647736185620115
VIX.Index,-0.273628870174329,0.0706461216310055,-0.131691612162902,0,0.0468483139629689,0.132474204531796,-0.332232240932161,0,0.160904319959418,0.243252001938694,0,0.248438382174341,0.0580956011819483,0,-10.9836237005733,0
