,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.888404661436975,0.30569337061761,0,0,-0.00384976844487561,0.104831635213558,0.0916770833402489,-0.440881213519036,0.240110972101893,-0.0817411748271596,0.0718876742033967,0.241348548698628,1.20245360306854,0,0,0,0.16904784241316
ETH,0,0,0.125107344002005,0,-0.203493468582518,0,0,-0.036532325997748,-0.0662087588756984,0.179414247934048,0.143380572686773,0.215290979610361,0.119810108750864,0.0597011223578057,0.0243816138200536,0,0,0,0,-0.0587127631222378
BCH,0.288675876334089,0,0,0,0.761992897731519,-0.853872194444716,0,-0.202719938467675,0,0.309029987114956,0.549237244739799,-0.518062132331156,0,-0.0921075605876101,0.203004066432586,0,0,0,0,-0.223916629859937
XRP,0,0,0.0599348907878144,0,0.3156452630392,-0.201924592821586,-0.019995937741978,0.0868594413241076,0.10875936810603,0.0325847618356506,0,-0.000603487201139716,0.110707258672667,0.0898254884524219,0,0,0,0,0,0
LTC,0.124312526499271,0,0.18445833837223,0,0,0.17774044915598,-0.185162938214549,0.106666863696576,0,0.0963549555988892,0.0587491820589785,0.144876635785617,0.0573208380134698,1.72468819907813e-05,-0.0483062914667235,0,0,0,0,0.14580328452841
DASH,0,0,-0.199336213129475,0,0.366653219440977,0,0.168608479412538,0.018101152026337,0.106232823885264,0.0611088077968436,0.0949068022332279,-0.0532383160813507,0.0804168426300734,-0.0353953645961914,0.125080327850951,0,0,0,0,-0.230936575258882
NEO,-0.753954445344357,0,0,-0.449718609925177,0,0,0,0,0,0.133218906060299,0,0.228576176523599,0.467987652916566,0.119740030138055,0.284825709078825,0,0,0,0,0
XEM,0,0,6.93889390390723e-18,0.567330320967728,0,-0.305450413906679,0.37098410359183,0,0,-0.0423646787116483,0.329160374373873,0.0500254396055483,0,0,-0.119686761453437,0,0.267419186461614,0,0,-0.39509937553795
XMR,0,0,-0.060443108866083,0,-0.146780008971435,0,0,0,0,0.192712642753595,0.143015049177181,0.102019773546727,0,-0.00309795372113824,0.126598112257534,0,0,0,0,-0.146716132942777
ETC,0,0,0.203689856205863,0,0,0,0,0.100042589101621,0,0,0,0.0866489460092897,0,0,0.0320675786659486,0,0.474733685263627,0,0,0.182557772005213
MIOTA,-0.405884265974097,0.486529579667119,0.256034273857679,0,0,0.806556038135514,0.596498358894262,-0.0064370738922411,0.401319484519996,-0.209242175749109,0,0.0331501760456679,-0.329485097173327,0.13898455620409,0,0,-0.231872797456567,0,0,0.319061705415689
ADA,0,2.78567784429081,-0.667648948337756,0,0.990753475367671,0,0,0.188929062610729,0.323695807477065,-0.433782400486979,-0.197775107962772,0,-0.194918046686585,-0.359679987640473,-0.0098778288795859,0,0.268084619067343,0,0,0.120900617422848
ZEC,0,2.53487261639197,-0.281866146027812,-0.568528480603461,1.46155530072993,-0.511240014221528,0.283495299225658,-0.0912880178859351,0.197042079782394,-0.315203275142101,0,-0.704176672418515,0,-0.139246002701502,-0.123373520080455,0,0.400654590137376,0,0,0.085869203935745
XLM,0,0,0,1.13495609754625,0,0,-0.222142277489298,0,0.42931832419173,0,0.441993869095746,-0.0703634038572126,0,0,0.24536570317023,0,0,0,0,0
EOS,1.23134212012095,0,1.25287903563472,0,-0.546184702972166,1.24842020860805,0.390017724479982,-0.0671603437242884,-0.0425998922091873,-0.0680073864357062,-0.0712662614091712,0,-0.351692869049396,0.168486615484783,0,0,0,0,0,0.614334857178631
BV010082.Index,0.155907173100034,0,0.0714450698091682,0.0807939200786587,0,-0.00569503836286854,0,0.00874448426719472,0.0121535852009895,-0.0279053559052465,0,-0.0489851860130838,0.0666234995515517,0.0533435826234402,-0.0440913539985826,0,-0.0978594104973658,0,0,-0.00228314381087551
CVIX.Index,0.361222906694425,-1.87934552763773,0.390520829311335,0.465115628960405,-1.05427952535847,0.464168167433539,-0.249010218696216,0.0834790549063444,-0.137778599731003,0.254374449228765,0.113130736471685,0.473752156876136,0.57153401589715,0.214780600649683,-0.0231255925379779,-1.96474186766424,0,0,0,0
DXY.Curncy,-0.00187792280724661,0,0.0197200379751443,0,-0.0112822144004387,0,0.00758156255714875,0.0221050193485723,0,-0.0147244914094118,0,0,-0.00647444417723925,0.0084943364291586,-0.00467284719162711,0,0.0176384480768779,0,0,-0.0121529713012492
SPX.Index,0,0,0.00255567436148091,0,0,0,0,0.00661075942257684,-0.00206956066890448,0,0.0160798308930327,0.00275252504616325,-0.0400778487085119,-0.000845476891708037,0,0,0,0,0,-0.0477872082067902
VIX.Index,0.0671001728194205,0,-0.682720931296466,0,0.484688926017601,-0.843147870949945,-0.307409870821004,-0.772625253969748,0,0.109147293464105,0.834281207146469,0,0.125187549388375,0,0.262515335746186,0,0,0,0,0
