,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,LINK,XLM,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00122351197939215,-0.141782762828176,0.332528376782866,0.0764461813489854,-0.106890839328416,0,0,0.109526358577768,-3.46944695195361e-18,0.00793106492113773,0.0757097171184071,0,0.297111165028726,0.232111220844429,0,0,0,-0.171372815952123,-0.0548853418187074
INNBCL,0,0,68.3245808640729,0,0,-19.1355369810088,73.0241870816913,-103.726671246601,-15.6454128665741,-2.92533453483914,0,0,28.5256897909774,-29.1742560090459,10.8402637902914,-58.3100916205168,-52.9706957350389,0,-48.7371357623407,-9.32485844952615
ETH,0,0.00124555259603464,0,0,0.32730712851174,0,0,0.610740943084003,0.137278728146734,0.0356160457140617,0.00453066292417995,0.00880543726709344,-0.0945359100760193,0,2.77555756156289e-17,0,0.0367689391611551,0,0,-0.0208568456317997
XRP,0.0251588549816984,0,0,0,0.0879518144593101,0.191295899024349,0,0.174840579602924,-0.00707794565873744,0.0508677978912827,-0.0204475846615653,-0.027459756793968,-0.0677767216801239,0.210431934380577,0,0,-0.0609710828462945,0,0,0
BCH,0.236313101936964,-0.00193271082306584,0.157912367268119,0.463333080807405,0,0.139748806901797,0,0,0,0.179180145090446,0.0285594884996452,0.00731522311896075,0,0.0508013246009392,-0.178513075374887,0,0.0309441602515624,0,0,0.0775192552268454
BSV,0,-0.0118565675055356,0,0,0.333192552985236,0,0,0,0.375886613670543,0.162862814609441,0,0,0.0892584727485622,0,0,0,0.230952238155714,0,0,0.0679279497533873
LTC,0,0.00249058972507847,-0.29296568903038,0,0,0,0,0.497651294564636,0.217364403753985,0.224733197833966,0.0150171199862668,0.083538840448616,0.0268400943482179,0,0.152677640652057,0,0.135730486145271,0,0.377459563852263,0.0753519962625172
EOS,0,-0.000697100405365524,0.389477185199701,0,0,0.0124948367549859,0.673085879296252,0,0,-0.201554996099897,0,0,0.102886145341461,0,0.155217586355694,0,-0.091509445158904,0,-0.220571619174409,5.55191556450346e-05
BNB,0.965532768862857,-0.00648514153764378,0.188022211599128,0.2739319631913,-0.247384557606913,0,0,0,0,-0.0655984383910365,-0.0125598265786013,0.158054821521362,0,0,0.0188223212956686,0,0,0,0,0.141003213501475
XTZ,0,0.00210286217513061,0.118661992207301,0,0.250787183411634,0.261235338191331,0,0,0,0,0.00193500418099743,0.0151089300629115,0,0.520411037987156,0,0,0,0,0,0
TAGZ5,0,-0.0366207205020625,0,0,4.40025100666362,0,0,0,-4.45043242404899,1.06223192898974,0,0,0,0,0,0,0,0,0,0
LINK,0,-0.00836671081491059,0,0,0.83004552481693,0,0,0,0,0.138530782443083,-0.0423400936605898,0,0,0,0,0,0,0,0,0.0495976931284403
XLM,0,0.00441669654520916,0,0,0,0.304813075090011,0,0,0.00995817366242039,-0.180354245644559,0,-0.0198970331916589,0,0.70266289228158,0,0,0,0,0,0
ADA,0,-0.00209789346365724,0.384869104863453,0,0,0,0.055345256231534,0,0.0309020782593988,0.230435426933014,0,0,0.0346737910368833,0,0.0863870088941165,0,0.071281977536059,0,0,0.0631029033233414
XMR,0.138155832482929,-9.03352635093048e-05,0,0,0,0.189609491199547,0,0.380551597617647,0,0.0688910543307549,-0.0033845868472973,-0.221913753967401,-0.121362315131012,0.330611256490362,0,0,-0.0499098220960012,0,-0.0731939666608773,4.33680868994202e-19
BV010082.Index,0,-0.0019316174789069,0,0,-0.162633272595639,0,0.097555740368366,-0.224470057527469,0.206113048501529,0.0639206749571202,0.0211331392250228,0.0307167616456392,0.106269622233223,0,-0.25628584526011,0,-0.0345962898245283,0,0,0.00770033469511353
CVIX.Index,0,-0.00874725104701317,0.00326887003653968,-0.428813623513289,0.228318076401653,-0.295088610965477,0.691289971651417,0,0,0,-0.0489878075218232,-0.0208850701049946,0,-0.0703105635869235,0,-0.23163572418321,0,0,-0.698408897235712,-0.188881750067908
DXY.Curncy,0,-0.000741216859400131,0,0,0,-0.00943118786806986,0,0,0.010460428211265,0,0,-0.0173524785996225,0.0166169198968763,0,0,0,0.0547726299195053,0,0,0.0249737386941548
SPX.Index,0,-0.00629486258000191,0,0,-0.0613812499948073,-0.140632491775443,0,0,-0.0657563680537331,0.183886009288583,-0.0216139053181788,0,0.0683176436811155,0,0,0,-0.516123443630132,0,0,-0.155929694494575
VIX.Index,0,0,0,0,0,0,0,0.716734153684834,0.0898241663259173,0.0826819852019959,0.00573663217999233,0.283587743450057,0,0,-1.02505685916484,0,-0.679920454046672,0,-0.587885857974124,0
