,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.254638237812628,0.203865254212451,0,0.29719212474817,0.313035932034763,0,0.162262339808229,-0.155608659744391,0.184344211921877,0.319164384492484,-0.395880245608649,0.0876016955924228,0,0,0,0,0.0723679581482126
ETH,0,0,0.216802086938182,0,0.997699842254986,0.938305730252202,0,0,-0.0138081601356766,-0.417260707729194,0,-0.798666392541157,-0.202672014477677,0,0,0,0,0
DASH,0,0.184860701029045,0,0.231049934009503,0.224420744386346,-0.154679956467736,-0.366486205290569,-0.104168517010623,0.118744204410375,0,-1.73472347597681e-18,1.3208221709831,0,1.77437942615243,0,0,0,0
XRP,0,-0.0817994565093245,0,0,0,0.20113813116271,0,0,0.432680770335765,-0.616853160480433,0.207215370160482,0,0.117632843870428,0,0.171227489779389,0,0,0.295074603437588
XMR,0.702478031057463,0.381489687840805,0.12865123547755,0.00428550663110778,0,3.46944695195361e-18,0,0,0.191156382340625,-0.263919861140463,0,0,-0.370884655515499,-1.11347056733309,-0.174984386605341,0,0,0
ETC,0.0950814853504181,0.453288553652047,0,-0.151318325943774,0.0862567427266651,0,0.528324817718094,0,0.299780745647948,0,0,0,0,0,0.69193982163633,0,0,0.0839803474259979
LTC,0.0507316076766271,0.04863620385127,0,0.0542099507767261,0.0151437243733862,0.0907791422461075,0,-0.111813859664694,0.0798000246887986,0.126969674960817,0,0,-0.00578962611835714,0,0,0,0,0
XEM,0.0345821994468546,0.340156682884212,0.0430121477412936,0.297130211667359,0.0755387663752331,0.682044189394654,-4.8101559507088,0,0.579088831075995,0.607492761899379,-0.00324694450840296,0.218282137713285,0.180483452155495,1.09912188745536,0,0,0,0.135321325619346
ZEC,0,0.0696433590613477,0.125249976931134,-0.0304569148184186,0.327278295560624,0,0,-0.255754910422166,0,0,0,0.200413636301257,0,0,0,0,0,0
DOGE,0.402358704886222,0,-3.46944695195361e-18,-0.027071853685344,0.0353064505689528,-2.16840434497101e-19,0,0,0.100211219292039,0,0,0.0117971162528157,0.0194530632511164,0,0.370879877797252,0,0,0
XLM,0.281482731468322,0,-0.199098107805951,0.357828318978021,0,0,0,-0.121798156299338,0,0,0,0.260493951156134,0.508002278420183,0,0.101054241886941,0,0,-0.932390332356436
NEO,-0.00756618478054427,-0.194119034101738,0.16741662499614,-0.109725677509942,-0.0520289068977231,0,0,0.157473700328872,0.0353126801735359,0,0,0,0,-1.72570975242448,0.265458708140409,0,0,0
DGB,0,0,0.29231560120173,-0.0416673416643886,-0.418973721254406,0.497826641499174,-0.485912931686004,0.228877194701035,-0.203666795567953,0.405394526945018,0.335511784605466,0,0,0,0,0,0,-0.361623902007118
BV010082.Index,0.119284878393999,0.0102652779219102,0.0717081049592933,-0.0237803671294807,-0.15820845248686,-0.107764813511168,0.170555250219109,0.0741349421649785,-0.0106034563032655,0.0111790957812545,-0.00776965525594859,-0.204521889347784,0,0,0,1.01026528971158,0,4.33680868994202e-19
CVIX.Index,0,0,-0.187774086489732,0.101676312411622,0,-0.0673681506444821,0,0,0,0.177117236435651,0.181796845209184,0.0310987205324073,0,0,0,0,0,0.480449065327023
DXY.Curncy,0.00987787122766629,-0.0193726396471329,-0.00539394383469279,-0.00300818817196877,0,0.0100623499227649,0,0.0125051202417894,0,0,0.014244103256252,-0.0387026019424371,0,0.0528557236588838,0,0,0,0
SPX.Index,0.00615593969018262,0.0113285795375836,0.00308916768525396,0,0.00939986556586371,0.00680859080042837,0,-0.00906104397176139,-0.015971393114984,0,0.0153415866959959,0,-0.0187854089294322,0,0.0137019018589474,0,0,-0.0821528182405834
VIX.Index,0,-0.119029687263105,-0.0633930315933989,0.0599532760867349,-3.46944695195361e-18,0,0,0.0543394348197107,-0.0596482690184369,0.0435402720534439,0,-0.124256527720565,0,0,0.225123572704313,0,0,0
