,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.145647490436926,0.0712316950051926,0.518792822303091,0.0354847739245833,-0.296836485983452,-0.130767746398094,0.0974256414871501,0.130521690896945,0.0649989342925441,0.23103275438374,0.270641659970225,0,0,0,-0.221842219051543
ETH,0,0,0.128238445532298,0,-0.12149208804271,0.580571067691818,0.412451798944697,0.568710066337535,0,-0.626960008794902,0.313582243246474,0,0,0,0,0.684433454103698
XRP,0,0.0133974401375764,0,0,-0.000871615589771225,-0.0479169350990859,0,0.0707419391498982,0,0.165389582443201,0,0,0,0,0,0
LTC,0.504332078316767,0.000377436091429553,0,0,-0.00226538734893658,-0.195974881114376,-0.0554023701744994,0.0291068109771944,0.0282854467960839,0.0913315187238987,0.0981241731130328,0,0,0,0,0
ETC,-4.14393056124688,-2.70828290698393,2.37287375379468,0,0,4.2693480309625,0.40065037532581,0.352459177434902,1.21280273594653,0,0,0,4.33409089834264,0,0,0
DASH,0,0.271393756344722,0.080578777857172,0,0.0212898853600865,0,0,0,0,0.153913058370105,0,0.304976652486931,-0.47128323247854,0,0,0
XEM,0.791158173917508,0.865724099047377,-0.151127515134559,0,0.134343466368798,-0.148911978278911,0,-0.323235197371861,0.050302374872481,0.55785044306438,-0.392706645701788,-0.588201681805986,0,0,0,-0.826164815898851
XMR,1.47160240580869,0,0.078151288827392,0,-0.0395662999534924,0.131878543249031,0.174551103137253,0,-2.77555756156289e-17,0,-0.151811320165127,1.7566762419471,-0.612210385449653,0,0,0.662941326653736
DOGE,0,0,0.625262932188415,-2.11396921885628,0,0,0,0.177852268416922,0,0.971285022658604,0.112473963494086,0,0,0,0,0
XLM,0,-0.265375708505583,0.35732433512916,0.972368611979618,-0.0378537611045111,0.641276723065983,0.217303843361782,0.0791704530912399,1.73472347597681e-18,0,-0.21796986065765,0,0.658636465059203,0,0,-0.0550248005945372
DGB,2.77555756156289e-17,0.666989370773757,0.0711203312166376,1.29094355242118,0.126761131670397,0.358980828037139,-0.53452194030996,-0.0706962189008292,0.20283785569552,0.171787258945564,0,0,1.22242208052917,-5.36754181517454,0,-0.924576158961852
BV010082.Index,0,-0.0732168738481287,0,0.271457164368031,0.00274479111212307,0.0761337400779722,-0.0702724033750645,0.0305169653248073,-0.0220152193835272,-0.0967944353161389,0,0,0.375960357032409,0.737443995049298,0,0.0754011404070318
CVIX.Index,-0.419697588908478,0,0,0,0,-0.437190852339279,0,0.188487772532781,0,0.094024947762518,0.177723397329074,0.538559983501339,0,0,0,0.0185950600193557
DXY.Curncy,-0.0394913551121673,0.00734882173979385,0.0518814954202839,0,0.00353143182454821,0.0291219541340521,0.0178782601750038,0,-0.0521834492004382,0.0440479681222191,-0.0274814425840649,0.236615936769769,0,0,0,0
SPX.Index,-0.012470244657061,-0.00628775650351602,-0.0084437201348075,0,-0.000129918761449147,0.0171950373071515,-0.0039437685689587,0.0178382809640803,0,0,-0.00581732771004912,0.0545321907251243,-0.0119311497423429,0,0,-0.0579292060220661
VIX.Index,0,0.765811526493648,-0.145365428270712,0,0.141456931619406,-0.0635674268473061,-0.807693044697027,-0.175185086748553,0,0.485825246316106,-0.275504873211736,-0.665862713589604,0,-1.39531082945628,0,0
