,BTC,ETH,BCH,XRP,MIOTA,XEM,LTC,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0627693159392545,0,0.135449908625952,-0.159565163299169,0,0.331602953685019,-0.0211135914494993,0,0,-0.297240519706194,0,0.0666994463675097,0,0,0,0,0,0
ETH,0.25673928849852,0,0.0270890983854916,0.955879714049563,-6.93889390390723e-18,-0.0203572448369977,0,0,-0.0131033025321842,0,0,0.181350726790795,0,-0.0157049292469534,0.113100599991766,0,0,0,0,0
BCH,0,0,0,0,-2.35841349942723,1.89827283900048,-2.06759710211361,-0.548716444032694,-0.888683642093334,0,6.68703231176481,-3.27568491019495,-1.46680109435958,1.04722461230371,1.57973950329071,0,-8.13329210442136,0,0,0.842691126971812
XRP,0,0.161600329027804,0.000412780398677053,0,0.0921281453733147,0,0.304550839483376,-0.139791670549934,-0.0163383326586363,0,0.203891015036657,0,0,0,0.129839538944192,0,0,0,0,-0.0590306025332206
MIOTA,1.06118518666519,0,-0.217889227483535,0,0,0.0849648803910525,-1.27252533702246,0,-0.21858400798025,0,1.06744751665593,-0.521835252171742,0,0.155455106883235,0.0986098058162362,0,0,0,0,0.145458649637416
XEM,-0.312193452544459,0,0,0.307140919783419,0,0,0,0.0438160853613784,0.109677148372154,0,0.320397450931632,0,0,-0.0835242381435412,0.0809056555210863,0,0.0198942580245825,0,0,0.106190582039703
LTC,0.174630868831974,0.406440467098747,-0.00745875386739161,0,-0.150230381723995,-0.0147337611412414,0,0,-0.0401550107341569,0.364552332239536,0,0.0333158201595608,0.029994101636858,0.0711209021392247,-0.070177258980276,0,0,0,0,0.0433227793275174
DASH,0.0617794301062948,0,0.0206552083630292,0,0,-0.057880155930686,0,0,-0.0289457452942748,0,0,0.141247631704246,0.281565386931876,-0.0405281766254715,0.0979574131023002,0,0,0,0,0
NEO,0,0,-0.093794439660816,0,0,0.196319919849789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.1964131705483,0,0.227783918201554,-0.0425492866592229,-0.0274232291480076,0.212759160999662,0.106366868104019,0.0189530206127889,0,0,0.00228753468565358,0.0844456558304596,0.0041625596809962,0.016929139030143,0,0,0,0,0
XMR,0,0,0.0547834488099424,0,0.113042676956722,0,0,0.0931093041777476,0.0359977724452244,0,0,0.260665416383746,0.0620896113676961,-0.0433493246889006,-0.0190860062283701,0,0,0,0,0.0494417805012906
ZEC,-0.215643567007452,0.28055055063028,-0.0123805103687821,0,0,0.0465647653432792,0,0.295876476190528,-0.0242472911273074,0,0.428902178232363,0,0,-0.0438718271614129,0.000394966937932853,0,-0.193610000945744,0,0,3.46944695195361e-18
EOS,0,-0.170594635052593,-0.102951242219315,0.509317216574978,0,-0.0630961636929856,1.38777878078145e-17,0,0.0667207638066961,0.533391355642465,0.387255574901754,0,0,0.0494896831695988,0,0,0,0,0,0
BNB,0.597845988426875,-0.873840159720799,0.145657754412795,2.89519689933356,0.788734618357035,0,0,0,0.604733989934419,-0.990087653375959,-2.30935856915356,1.77469624371675,0,0,-0.921820682265393,0,0,0,0,0.504649574389021
BAT,-0.652317224354455,0,-0.0336756623271139,0.190354391710115,0.3190017913437,0.0357491858786274,0,0.35501030138657,0.501673607741295,2.17751908752303,0,-0.30018712836602,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0884375156389112,0.000419883603032074,0,-0.010490045763368,0.0269487498129115,-0.0125849446354271,0.0267576215174064,0.00281146552273825,0,0,0,0,-0.0199412544319198,0.00228102049791361,0,-0.20627201105146,0,0,-0.00327278815332858
CVIX.Index,-0.00508176588625312,0.109084938515054,-0.0211805124821106,-0.296487773437283,0.0467638297719059,0.0504870340928272,0.00854703170205059,-0.0152273300333151,0.0137187134970805,0.442404350221337,0.248009079248582,-0.188970048556291,-0.176484117583393,0.017787802924184,0.0121145121883999,-1.38453504131062,0,-1.39905824295824,0,0.0242292008790968
DXY.Curncy,0.0118315253010828,-0.007404892837739,-0.00324924942527162,-0.00350094155355142,-0.0086260637475357,0.0152487588443859,0,0,0.00311053730323606,-0.0077868364520938,0,0,0,0.00147840561955529,-0.00294121571937188,0,-0.0872926563584509,0,0,0.00692808882921813
SPX.Index,0.0138036360479941,0,0.00249853164206674,0,0.00530463636185248,0,-0.0138393377983694,-0.0154999520449377,0,0,-0.0290580930984542,0.0172471959421747,0.0135442457742636,-0.00196754291598297,0.00434880584823664,0,0,0,0,-0.042378203085446
VIX.Index,-0.223667319129799,-0.0715626129003423,0,8.67361737988404e-19,0,0.269153741815023,0.666075976464845,-0.184750329798707,-0.0438782815285658,0,0.267396919590925,0,0,0.151151350084487,-0.00291695679904358,0,1.84273296992624,0,0,0
