,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0484875677749912,0.104698381823091,0.1340045898032,0,0.0839931421306695,3.46944695195361e-18,0,0.181165652808288,0.0309842726290289,0,0.0482886422281848,0.0881059582831558,-0.202892310214943,0.0294660722242671,0,0,0,0,-0.0647694671078227
ETH,0,0,0.642213489113929,0.0678740985922972,0,0,0,0,0,0.020021304899286,0.592595235110963,-0.00339654405158432,-2.77555756156289e-17,0,0,0,-0.27072237431903,0,0,0.0720590275888254
XRP,0,0,0,-0.270810614476696,0.282637416133219,0.193038216574048,0.255208955434498,0.0694091489261115,0.113299249666454,0.0483496997958641,0,-0.226329526408377,0.400103717990335,0.0566169941794648,-0.103338438670322,0,-0.564875420128264,0,0,-0.136508800679297
LTC,0,0,0,0,0.0719169478545771,0,0,0.0853997244927369,0,0.084435173165163,0,0,0.16471239677508,0,0,0,0,0,0,0
ETC,0.0919347866078418,0.364104510466001,0.00270704011600898,0.253344462078938,0,0.227516722145803,0,0,0,0.00189377153815443,0,0,0,-0.210744693621157,0,0,0,0,0,0
DASH,0.484204974657892,0,0,0.148912716552048,-8.67361737988404e-19,0,0.0918165409511881,-0.129692473235635,0.350969922789441,-0.00177799449969167,0,0.27036031676337,-0.0703505861826435,0,0.0779682552103786,0,0,0,0,0.147318389649123
XEM,0,-1.38777878078145e-17,0.204197286234625,0.515121003858616,0.169859010334008,-0.166243259977118,0,0.15235045648488,0.509245485929239,0.0878607398959409,-0.842672852467165,0.0426037028849314,-0.00295843072604009,0.371585573171751,0,0,1.43924992676301,0,0,0.295714885496672
MIOTA,0,0,1.37923662570511,0.382479164602073,-0.698100389796588,-0.303762185600301,0.134415707625923,0,0,-0.135324476487064,0.384898922417254,1.09256743042323,-0.498080664474712,0.203027416530802,0.0137328383233403,0,0,0,0,0.315167995031991
XMR,0.280006256108956,0.107584616577027,0,0.0179749575170555,-1.73472347597681e-18,0.196367718964755,0.0626047742643171,0.0167017450472066,0,0.0334138607025005,0,0,0.117861805249635,0.17143673118976,-0.034552289761205,0,0,0,0,-0.0889210465984788
EOS,0,0.641183969736431,0,-0.270960043831147,0,-0.187910216915809,0,0,0,0,0,0.201812975289019,0,0,0.422783233389551,0,0,0,0,0
ZEC,-0.198798338881459,0.371506183501676,-0.124444313205691,0.059253872027811,0.149500198963732,0,-0.382119266100574,0.215248902969211,0.373198559859961,0.0607573951804548,0,-0.163220593612513,0.0432456084975463,0.344155314918196,0,0,1.22391391362608,0,0,-4.33680868994202e-19
NEO,0,0,-0.124561774385216,0,0,0.517210069606573,-0.044678822836168,0.298613045338793,0.0035903883157254,0.0377450966990383,0.104899293768185,0,0,0,0,-1.15311987696073,0.719765266269236,0,0,-0.376213184056408
DOGE,0,0.0730089808386321,0.58742260629207,0,0,0.0984496597117958,0.0565576394269645,0.0561732819215379,0,-0.0632241746472475,0,0,0,0,0.0960117140317388,0,0,0,0,0
XLM,0,6.93889390390723e-18,0,0.0273270356892824,0.418287432400684,0.439652488561162,0.197680691983684,0,0,-0.0284208501839301,0.144636424357213,-0.168435411072785,0.0169170290132268,0,0.320791076265647,0,0,0,0,-0.513517063565981
DGB,0,0,0,0,-0.0992558138998324,0,-0.111666244986821,0.225947999014759,0,0.0711977206958272,0.428344880263162,0,0.175714832539725,0.511883583486448,0,0,0,0,0,0
BV010082.Index,0,0.0700918380050749,-0.0997069383549079,0.0363523648239412,-0.0127995083240862,0,0.0451403038423271,0,0.00327264239079288,3.29354204508889e-05,0,-0.0079051985117877,0,-0.0208123639991295,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.10438697562038,0,0,0.0163965129820901,-0.019458159003232,0,0.00830331585709105,0.111530801060327,0.095073276360004,0.0224709705665021,-0.0789512339639353,-0.0346831180783939,0,0,0,0,0.011826761969578
DXY.Curncy,0.00794816349457099,0.0117742570358614,0,0.0216790358091765,0.00471286155944275,0,0,0.00154986805418609,0.0117893541384035,0.000623662988732163,0,-0.0281754601515319,0,-0.0145325960167685,0,0,0,0,0,-0.0373752017652259
SPX.Index,0,0,0,-0.00790002467327357,-0.0101607387231062,0,-0.00465532203071904,0.00481452808742688,0,0.00123361789949462,0,0,0,0.00651195025918015,0,0,0,0,0,-0.0642733132634281
VIX.Index,0,-0.447585050189433,0,-0.20013904072968,0.788303433645918,0.735938891680184,0.185264130752987,0.263810975583156,0,0.076168494403999,0,-0.680510312679929,-0.0255129695839319,-0.759261773859151,0.139388338006608,0,0,0,0,0
