,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-6.93889390390723e-18,0.0458063836324675,0,-0.0724971663991277,0,0,0,0.087767154940112,0.0948281517067277,0.0322901607246035,0.232800086515507,0.16397946368435,0,0.0125070282532928,0,0,0.0256699162317575
XRP,0,0,0.210654424251399,-1.38777878078145e-17,-0.410304687140345,0.138308022734701,0.0375354417557652,0,0.225435143383681,0.105668904148625,0.0530024031234764,0.128921822145151,0.0634810476119908,0.181879679916201,-8.67361737988404e-19,0.187985235822564,0,0,0,0.133560622064797
ETH,0.55632294599262,0,0,0.339323608532576,0.0358856253113896,0,-0.0133073497745901,0,0,0,0.111891361422432,0,0,0.0129367014065071,0.16385684789699,0,0.202606693124574,0,0,-0.0844602156132325
EOS,0,0,0.188358941682992,0,0.432115065513256,-0.0182526987847591,0.0631719291167297,0,0,0.382568769560212,0,0,0.149251246329187,0,-0.119171133478856,-0.381874499736169,-0.233203195465272,0,0,-0.033364607016635
BCH,0,0,0.0173128875166316,0.258292301558524,0,0.152457129347688,0,0,0.438120979618583,0,0.158028159898342,0,0.048312884282304,0,0,0,0,0,0,0.136481098162973
LTC,0,0,0,0,0.744775761312531,0,0,0.128510321238918,0.11769230416693,0,0,0.00926988230100701,-0.697977615687006,0,0.56307418434411,0.686800959177034,0.175457008749867,0,0,-0.0459367626453447
TRX,0,0,0,0.860324265214653,0,0.405878154745708,0,-0.2014696559175,-0.293209166492536,0.0535623712280363,0.671490309563434,0,-0.495505715009851,-0.891590992311557,0.486007590564183,0,0,0,0,0.0311341725243459
XLM,0,0,0,0,0.271321863394012,0,0.00925401378918984,0,0.122756344312184,0.327922530227677,0.0883477572147587,0.0675510355385381,0,0,0.059202057914253,0,0,0,0,0
BSV,0,0,0,0,0.478017547083574,0,0,0,0,0,0.260237341092147,0,2.77555756156289e-17,0.0405785419995257,0,0,0.0813993630129446,0,0,0
ADA,0,0,0.524656752623767,0.102898699456678,0,0,0.0910660405730103,0,0.103171971037626,0,0,0,0,0.269925746150741,0,0,0,0,0,0
BNB,0,0,0,-0.761161036035908,0,0,0.315607704157242,0.717280138748097,0.335884883649099,0.622733249452976,0,0.535181258381575,0,-0.648269357228745,0.00286983624727266,0,-0.175144743717626,0,0,0
XMR,0,1.65098640582469,0,0,0,0.0320291821708755,-0.0168133153373637,0,1.73472347597681e-18,-0.254758670022239,-0.0778776584315291,0,0,-0.098321204791469,0.220493697990641,-0.314037251308076,0,0,0,-0.0583380449683015
MIOTA,0.245734219603362,0,0.149334649463808,0.513249975838791,0.23037825200905,-0.281781484458574,-0.0979436234236105,0.0678730298814918,0,0,0,0,0,0,0.0894421110610006,0.469561521410196,0,0,0,-0.0749341482642031
DASH,0.518435189261332,0,0,0,0.512698592376227,0,-0.139847126856277,0,-0.212291964830351,0.250062125625401,-0.115402316843462,0,0.228725570087659,0,0,0,0.0187941847204605,0,0,-0.0926224155793962
NEO,1.12640594385124,0,0.2510948184944,0,0,0,0.101044980003816,0,0,0,-0.114125669750808,0,0.202670948968798,-0.0635376905236028,0,0,0,0,0,0.0293422621481199
BV010082.Index,0,0.38612987023771,0,-0.209030112216219,0.160554965228312,0.0310188185532246,0.0871568758876155,-0.100756402666441,-0.0272734202717033,0,-0.103526361311055,-0.313980444758728,0,0.228952173431821,0.0436269489190104,0,-0.172218712735393,0,1.04685374660474,1.0842021724855e-19
CVIX.Index,0,0,1.00948102009363,-1.2185922119272,0,0.0997888568067306,0,0.457523072891995,0,0.37605492739519,-0.202632685337679,-0.643523520999479,-0.0745217199508329,0.639064792377845,-0.331559947474986,-0.988659299806888,0,0,0,1.38777878078145e-17
DXY.Curncy,0,0,0,0.0795757430486267,-0.0431213572888898,-0.0928689478239258,-0.0614155446303493,0.0184792489792071,0.0297579816638248,0.083845453861787,0,0.0782723358192962,-0.0881808908462963,-0.0198479430855951,0.0341628158621871,0.0391925524104152,0.0129520917244819,0,0,0.0254513462773016
SPX.Index,0,0,0,0,0,-0.0510642283229309,0,0,-0.00595986178247711,0.0137023756389586,0.0273985657730042,0,0,0,0.00356848711397418,0.214382165296101,-0.0365809024131271,0,0,-0.059416787704978
VIX.Index,0,1.84321775430455,-1.13440921263503,0,1.44933027422335,-0.185265311378731,0.0478109357448062,-0.385724230876147,-0.82461659630141,0.79545541255371,-0.263302169745024,0.0993123472405664,0,-1.21699209750281,0,-0.8061459766698,0,0,-2.56708962674007,0
