,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,LEO,ADA,XMR,TRX,HT,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.470936340004331,0.163937028984319,0.042922425156144,-0.466796361932939,0,0.223978977338288,0,-0.0718289210393061,0,0.161329547916345,0.393653561736196,-0.256801843868787,0.229332585971993,-0.238729024328143,0,-0.18445647093575,0,0,-0.117974704913638
ETH,0.164673394908912,0,0,0.472653275835301,0.265115216080019,0,-0.272124266128403,0,-0.0898915561047549,0.204523227388253,0.212033432478647,-0.0538297105420728,0.125768103665939,0,0,0,0.489444640375889,0,0,-0.0733682901475592
XRP,0,-0.0809245887755957,0,0,0.0238685315478879,0.205725323777968,0.0807890868597175,0,0.256690741335238,0.239637737952958,0.158308196650938,0.0576090484605631,0,-0.166204457671688,0.112891701359675,0,0,0,0,0.090728747596163
BCH,0.457575526796038,0.478349749247799,0,0,0,0.215267644016348,0,0.155955412269756,0.0847988821882631,0,0,0.017132236542638,0,0,-0.0106920922173933,0,-0.00655939291259181,0,0,0.181095892463687
LTC,-0.503010402143267,0.567521405577265,-0.607670936896986,-0.260748738412706,0,0,0.965087453929953,0.0868890549871357,0.253700404682031,0.554047783714802,0.755174676839063,1.38777878078145e-17,-0.544414828212484,5.55111512312578e-17,-0.288632875087853,0.546415585883074,-0.349663583776388,0,0,0.205981915251048
EOS,0,-0.117123677568368,-0.167916632243923,0,0,0,0,0.601879782446055,-0.0720508968378899,-0.244559758881712,0.395129098280911,0,0.179048064386829,0,0,0.243352999447856,0,0,0,0.0785360786214891
BNB,0,-0.542941601430812,0.684702931479065,0.818702636836477,0.488211045188911,-0.275284435826006,0,-0.0939610685960953,-0.279985016622487,-0.49879452828723,0,0.0314306557350119,0.10835543687634,0.163872451630909,0.0974368823459582,-0.312682254973277,0.783662187260138,0,0,-0.165709193405567
BSV,0,0,0,0.559934117097812,0,0.164179554136202,0,0,0,0,0,0,0.343467373387713,0,0,0,0,0,0,0
XLM,0,0,1.43967041894561,0.181760298465943,0.663840122728849,-0.254121161405167,-0.79222376750266,0,0,0,0,0.199597535246891,0,0,-0.306262622149914,-0.0789968650073776,0.756245894614898,0,0,0.00490951959402226
LEO,0,0,0.638965967691822,-0.165255237122171,0,-0.222835414095792,0,0.0798424391536695,-0.165083985348578,0,-0.235241150865801,0.0386309869165219,3.46944695195361e-18,0.524454843270254,-0.0588549761414441,0,0.203423274216294,0,0,0.0235119810221757
ADA,0,0.060722110583417,0,0,0.331086461465867,0,0.0560809885802781,0.0442616955435548,0,0,0,0,0.246871872669614,0.119568969530792,0.392041178442797,-0.107668135320223,0,0,0,-0.0807311145067188
XMR,0.0725230402020278,-0.81126896149296,-0.446068283444074,0,0.0681527118409842,0,1.10254786760212,0.263496732557911,0.281533654917168,0.343778492030498,0.0371999895651522,0,0,0,0,0,0.434445953348362,0,0,0.0559503291817261
TRX,0,0,0.189855232284999,0,0,0,0.342822732224092,0,0,0,0.76184970861439,-0.252032679684192,0,0,0.0439581910294801,0,0,0,0,0
HT,0.696104616195258,0,0,0,0.436757177284696,0,0,-0.165492372995441,0,0,0.137837337785849,0,0,0,0,0,0,0,0,0.11419189632375
MIOTA,-0.15669608047099,0,0.709848717904088,-0.0539675838321206,0,-0.214281462061339,0,-0.0812899962602698,0.113631086522743,0,0.393430281771841,0,0,0,0,0.386127899365241,0,0,0,-0.23378033080283
BV010082.Index,-0.246084913807549,0,0.145087831238958,0,0.147463720949802,0.298083133055311,-0.0360384937199284,0,0,0,-0.28237974011037,-0.0498225747987597,-0.0347718591702411,-0.0268770178764565,0.134021516468772,0,0,0,0,-0.270232000675082
CVIX.Index,0,0.208971951678314,-0.193257852434269,0,-0.162555027821243,0.0655587217862982,0,0,0.232480548051298,0,-0.10173320077193,0.027852411218005,0,-0.26168875782641,-0.0469063550785785,-0.114880495585788,0,0,0,-0.134340446936385
DXY.Curncy,0.0375542594165659,0.0284876182183912,0,0.0128434568784051,-0.0491317890668376,-0.00278121289804206,0,0,0.02109092545836,0.0317258452588746,0,-0.0355835048897386,-0.00646989436574324,0,-0.0193979952227569,-0.00420162610507353,0,0,0,-0.0023758700721898
SPX.Index,0,-0.0188066280440803,0,0,-0.0134042983017164,-0.0109179503751485,0,0.0146084979432161,0.00645185142176582,0.000494163517457405,0.0106464498443081,0.00937421750348159,0,0,-5.42101086242752e-20,0,-0.079311903720008,0,0,-0.0821420580586225
VIX.Index,-0.777789308018045,0,0.194036564928565,0.191822349833908,0,0.146000321807654,0,0,0,0,-0.337025455432703,0.0881452417135414,-6.93889390390723e-18,0.351128498187554,0,-0.729990673567163,-0.755385501682332,0,-2.88384370587103,0
