,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.13618531972783,0,0.26809714403244,-0.80713908731559,0.530754958375135,0,-0.167361581297143,0.157003281484921,0.3353208862922,0.0807439528648164,-0.155519957584356,0.282611224789343,0,0,0,0,0.363755668504398
ETH,-0.319152104817981,0,0.532911689988468,-0.0305256836662698,0.017246131219477,0,0.0266032051935965,0.185975067184732,0.20436894756923,-0.474171662276286,-0.0869319142525975,0,0.335045972641788,0,0.695397166132475,0,0,0,0,0.427805342315694
XRP,0.0582049332462468,0.540718867396858,0,-0.147331252263475,-0.155710689287974,0.230074389318299,0,0.177233696136396,0,0,-0.0827848377449313,0,-0.10748134536675,0.130350857018229,-0.0106781608064062,0,0,0,0,0
BCH,0,0,-1.62139229526634,0,-1.49614037561201,0.51965383366334,0,1.16663418564921,6.93889390390723e-18,-1.52544694471138,-0.56165734598038,0.761981813537628,1.34973822038387,0.318529296738709,0.523279367442278,0,0,0,0,-0.617465905189449
LTC,0.152579552887768,0,-0.381356262698825,-0.0418563986161285,0,-8.67361737988404e-19,0.461515599194979,0,0.0820193492973458,-0.0636348025159289,0.00345300995616959,0,0.4200898478744,0,0.064605896202728,0,0,0,0,0
XEM,0.752145842582153,0,0.173864433153275,0,-0.0471349114609827,0,0,0,0,0,0,0,-0.0923612855341164,0.595054231633031,-0.101237150705504,0,0,0,0,0
ETC,-0.0723853579335296,0.530127693532354,0,0,0.380401504774176,0.0981514448782295,0,0,-0.158658672649169,0.102427874980305,0.184492702525055,0.301739068013939,-0.0553913739662661,-0.106397940942804,-0.374098301427841,1.72422940516223,0.349069074072177,0,0,0
DASH,0.432694876154351,0.305511332355294,-6.93889390390723e-18,0.00333284565690809,0.236658058509269,0.102234955145763,3.46944695195361e-18,0,-0.0608123596137713,0.272917927753296,0.0605619536661087,-0.0253056118931028,0.177971356154344,0,-0.264742009572448,0,1.59681815731628,0,0,-0.758459246697874
MIOTA,0.439583883840799,0.395080907027819,0,0.176187924994785,0.444547084952932,0,0,0,0,0,0.432970132529874,0,0.667865758198744,0,-0.768146015660982,0,0,0,0,0.92727276228665
XMR,-0.180199129625263,0,-0.0166954644065715,0.0181940696197118,0,-0.0245346627801869,0,0.787699135956019,0.0181168048309342,0,-0.054864407010309,0.186865642526938,0,0.337445905310322,0,0,0,0,0,0
NEO,-0.158174554270701,-0.791184581494463,0.264607887818441,0,0.457718416125971,0.104711017131087,0,0.590244154745536,-3.46944695195361e-18,-0.71690096336401,0,0.278741534334783,0.766322849660494,0.322291669253933,0.409130372694654,0,0,0,0,0
EOS,-3.46944695195361e-18,-0.133863613474226,-0.12136737464037,0,0.0255646362551146,0,0.289770988339257,0,0,0.371424209301925,0.108415320000964,0,0,-0.0984549117985003,0.567863670415203,0,0,0,0,0.138483199556629
ZEC,-0.124460640694527,0.50314529476937,0,0.0396318308058549,0,0.0792126993801594,0,-0.602665587180168,0.00444155745843404,0.628071749278044,0.135509572567059,0,0,-0.11912261968282,0,0,0,0,0,0
XLM,0,0,0.390833578995565,0.0469094997724653,0.35440204211579,0.22921439867155,0,-0.727927635657121,-0.395188183824119,0.895773293547521,0.486827406112286,-0.287981909415291,0.488693454432128,0,-0.255044297404475,0,0,0,0,-0.159455007776739
DOGE,0.154775807260889,0.368783610614817,0,0,0,0.0425991511495371,0.0623802556657258,0,-0.181432134712756,0.335504858168325,0.116585716067449,0.247691126588235,-0.0272497160729763,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.00566471316034223,-0.0430217883575981,-0.0127307622645778,0.122810092111467,-0.0721519632072475,0.060864193434477,0.121918940463469,0,-0.149334608699226,-0.0339703626760195,-0.100184198607576,0.0953968504516031,0,0,0,0,-0.244590380888763
CVIX.Index,0,0.0394334312597912,0,0,-0.00816551729190416,-0.0179157028623736,0,0,0.0282160475512778,0,-0.0599861871882693,0,-0.03575345080766,-5.53288976946303e-05,0,0,0,0,0,0.308304352188078
DXY.Curncy,0.0427546241938406,0,-0.0314829932678646,0.00438719455887772,0,-0.00540118293254364,0.0382247608555851,-0.0167613876004931,0.015660609671642,0.00799615373964335,-0.016029788545442,-0.00853564772470075,-0.0313688280459734,-0.00419539415741338,0.0178437398787917,0.155927647962922,-0.0413990575419969,0,0,0
SPX.Index,0,0,0,0.00139432305103382,0,0,0,0,0,0,0.00507005248394927,0.00381713101242138,-0.00894979879899577,0,0,0,0,0,0,0
VIX.Index,-0.0211355149393724,0,0,0,0,0.00168262969871416,0,-0.249107891630971,0.0970014462018738,0,0.0851116987191905,0,0,-0.167821880031754,0.243494709999506,0,0,0,0,0
