,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.34904392017254,0,0.384962927014462,-0.0268274938229649,0,0,0,0,-0.247611845196091,0.0160405041578676,0.0282931530625587,0.130346002984948,0.0841803609830996,0,0,0,0,0,-0.0043402072486427
ETH,0.397203873087845,0,0,0,0.00619361392850193,0,0.252109191496444,0,1.38777878078145e-17,0.225116948231035,0.0593856905963643,0,0,0.0567170310319962,0.0142159479733246,0,0.189289731643178,0,0,0
XRP,0,0,0,0,-0.0781640559112707,0.474408274184228,0,0,-0.0290069593563747,0.566081604118153,0.118711788175004,0.148930765483985,-0.502350085987344,0,0.0527891982101631,0,-0.153500888872951,0,0,0.0825737230578189
BCH,0.482463082952475,0,0,0,0,0.210841899181364,0.00296286211089593,0,0.0826884932362958,0,0.0115877707237041,0.0588435459525433,0.267411533906822,-0.00448449615517099,0,0,0.105539887207156,0,0,-0.0926281920094806
EOS,0,0,-0.675915756291706,-1.21008362137382,0,0.997615992192325,-1.18917222522694,1.12467407539741,0,0,0.393512645622729,0,0.910132065926966,0.308917595655028,0,0,0,0,0,-0.430467389457682
LTC,0,-0.737272785679033,0.398465753143277,0.931261471430663,0.152559692478346,0,0.139110033808652,0,-0.219214258809064,0,0.169604783371914,-0.0447941877144937,-0.313329040466527,0.19839999482843,0.0887021049330029,0,0.202012710438094,0,0,-0.0364571133659418
XLM,0,-6.93889390390723e-18,0,0,-0.150393306089254,0.3153020181032,0,0.0628465674231501,0.387320671067871,0,-0.117440417731428,-0.00756164311279074,0,0.0183677748254871,0.300873147304402,0,0.118831196705171,0,0,0
ADA,0,0,0,0.166898061628689,0.0535867091213353,0.143295963780922,0,0,0,0,0.056966074232164,0,0,-0.0529004134968833,0.510233948708646,0,0.13864663744678,0,0,-0.0524428637044708
MIOTA,0,0,0,0.308041300248316,0,0,0,0,0,1.39950746418285,0.392328009792155,0.15067247214507,0,-0.149123165406473,-0.326535635200258,0,-0.433657718007684,0,0,0.290637076764919
TRX,-0.072436702230652,0.138354786790189,0.548439562721758,0,0.00552482034848332,-0.143363168566896,-0.088498781227653,0,0.170424192931364,0,0.00191762076611286,0,0.26581765315013,0,-0.0343755769929321,0,0.143077649419711,0,0,-0.180612776856155
NEO,0,-1.38777878078145e-17,0.336241302557609,0,0,0,0,0,0.596011833998679,0.0526411295695265,0,-0.149001837662024,0.595944547945139,-0.168201920634631,0.158091762292001,0,0,0,0,0.110925091666939
XMR,0,0,0,0,0,0.389076961428421,0,0,0.156902742267444,0,0.115318760161487,0,0,0.121136066256691,0.276435036179867,0,0,0,0,-0.096803184963783
DASH,0,-0.297701521155957,-0.879032114236998,0.445666864254442,0.00172388269977852,0,0.0230374635287599,-0.128617420248596,0.00400706321846254,0.900062483625629,0.262188752787247,0.192296002618814,0,0.128450228655652,0,-0.799122469764154,-0.4352825673919,0,0,0.155382406109755
ETC,1.56558425514247,0.344963458451421,0.57811577617253,-0.369319847114931,0.0205437492784709,0,0,-1.38777878078145e-17,0.136087694687071,0,-0.464934976364585,-0.0313079100790728,0,0,0.106480071400061,0,0,0,0,0.0121974706129905
XEM,0,0,0,0,0,0,0.997966862673908,0.69688295875026,0,0,-0.156103376490001,-0.186618666225424,0,0,0,0,-0.16308330943168,0,0,0.236488596307273
BV010082.Index,0,0,0,0,0,0,0,0.00340490608070602,0,0,0,0.0249767639852635,0,0.0332235729812251,0,0,-0.273225644418648,0,0,0
CVIX.Index,0,0,-0.247097424368396,0,-0.108450136490296,0,0.115720412957591,0.300267434818987,-0.0534408528778999,0,0.210724764003407,0.0998150111029911,-0.27037737523265,0.17376077819233,-0.245366116322558,-2.46393119837955,0,1.4165786414096,0,-1.73472347597681e-18
DXY.Curncy,0,-0.0927974870739509,0,0,0.0821440115346977,0,0.00198345029657053,-0.134886338931377,0,0,-0.0012616875837714,0.0208758622843672,0,0.0120075797845937,0.0550867065491434,0,0.0434128379193232,0,0,-0.0159041281442551
SPX.Index,0,-0.0368736956124698,-0.0710544905124944,0,-0.0162993103659805,0.031861501083012,0,-0.00940117776061159,-0.016928034637886,-0.028735914305772,0.00189918322327266,0,0.0436869217382671,0,0.041425347642866,0,0,0,0,-0.0904475988815813
VIX.Index,0,-0.473447219731404,0,-0.266872716147377,-0.21142991101733,0,-0.211749284434402,0,0,-0.936437786160586,0.24460704670799,0.0076457766183233,0.611296075022598,0.0358620391285285,0.355879939536693,0,0.937613852578303,0,-4.16339026650811,0
