,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,MIOTA,DASH,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0596891281108028,0.200394579607598,-3.46944695195361e-18,0.070843827785216,0,0.334704458951382,-0.115933839301179,0,0.219950543268297,0,0.0624597924000252,0,-0.0471679348620087,0,0,0,0,0,-0.0351674206456226
ETH,0.105580128529066,0,0.0698085692995309,0.00962960982896381,0.0572794552692132,0,0.277689455272034,0.583246044333638,-0.197231893622803,0,0.206438084365007,0,-0.389115099931818,0,0.169335029635846,0,0,0,0,0.0621354227635403
XRP,0,0,0,0,0,0,0,0.0410059041186257,0.188699864124248,0.468697643612662,0,0,0.0211400123495611,0,0.184226034032421,0,0,0,0,0
BCH,0,0,0,0,0.250287098759744,0,0.703680871112522,-0.107970619172283,0,0,0,0,0,0.0386698182473774,0.0514382038579026,0,0,0,0,-0.108786269698204
LTC,0,0,0,0.141293922986966,0,0.0650888999678963,0.185710243281146,0,0,0,0,0,0,0.146994179619579,0.159019412614281,0,0,0,0,0.045478085118117
ADA,0,0,0.589466745226887,0,0.027329693888882,0,0.0440644227443609,-0.0436729756214381,0,0,0,0.0416516684049357,0.257574155361661,0,0,0,0,0,0,0
NEO,0.866501734259139,0,-0.113490810044182,0.108757263132957,0,-0.301059580051043,0,-0.104050272613054,0.0648977956535523,-0.47188932703554,0.331885142001142,0.112594847109536,0.447571114721168,0.16071814055792,-0.00617851763238679,0,0.441284011369334,0,0,0.0446989980517589
XLM,0,0.240159200930643,0.199692776231698,0,0.210893501183577,0,0,0,0,0,0,-0.0518250118804418,0.294540466763415,0.112423666615305,0.067158890221581,0,0,0,0,-0.0585585080536455
EOS,0,-0.502621978395433,0.0803490671978652,0,0.0139687199736818,-0.291233547901304,0,0.364939265963513,0,0,0,0.433290617311916,0.0885863735674534,0.382878179364006,0.197386843940236,0,0,0,0,0.0118201419020348
MIOTA,0.35742141487856,-0.410477944344829,-0.249836068652731,0,0.234045627548752,0,-0.542099870186927,0,0.0471669019115347,0,0.238996552820396,0.389239229528166,0.403516065276691,0.261166138216152,0.235160069371358,0,0,0,0,-0.0273444123115195
DASH,0,0.309967548530377,-0.0837101835662304,0.0983470095292588,0,0,0,0.25819150691316,-0.134824648206677,0.183089557585959,0,0.46823961642954,0,0,-0.0291535326769652,0,0,0,0,0.034708021575417
XMR,0.330959568169029,0,0,-0.0535317188321614,0.215801640193208,0,1.73472347597681e-18,-0.240766337281092,0.287032035468212,0,0.593292871499981,0,0,-0.0315093024969951,-0.0253300979815835,0,0,0,0,-0.0350174869502029
XEM,0,0,0,0,-0.0720064724426221,0.557190260040886,0.52837879092038,0.317259413542727,0.194315795335097,0.0338747139292788,0,-0.19658599090715,0,-0.351486659102934,0.0981152626603431,0,0,0,0,0.0607821221348639
ETC,0,3.46944695195361e-18,0.210060435145043,0.137371967456803,-0.185341033256222,0.618079906866589,0.895346359437174,0.0382559293461523,1.18905618361974,0,0,-0.362765393386936,-1.55751180327294,0,0.112959189415516,-1.14719432871548,0,0,0,0.0635230035568895
TRX,0,0,0.274908280008934,0,-0.150926400616888,0.422989193558467,0,0.258267594176002,0,0,0.383268020968779,0,0,0.0408158225413624,0,0,0,0,0,0.0760435787547588
BV010082.Index,-0.146386215180434,0.0598725293576079,-0.0632093087356131,0.0190615724856403,0,-0.0334635340290756,-0.0880077391303356,0,0.042405095351867,0,0,0.190002497384238,0,0,0.0164133022418603,0,0,0,0,-0.0501672568795134
CVIX.Index,0,0,0.104583757392665,-0.0420923938119323,0.0559772946166504,0,0.128470786582632,-0.129069598040741,0.141415302464815,0.219607643805181,-0.031548323869345,-0.295272395622049,0.0103638976244077,-0.136915764923764,0,0,0,0,0,0.0247554061686775
DXY.Curncy,0,0.0314365926507412,0.0411799145839891,-0.012100904138916,-0.0191352120531942,0,0,0,-0.0578416504581637,0,0,0.0119787190553686,0,0.0249368768609417,-0.018501217797632,0,0,0,0,0.0111576466435911
SPX.Index,0,0,0,-0.0015250557789871,0,0,0.117530281291629,0.0301693495421762,-0.0750601724810087,0,0,0,0.0283665234536157,0,-0.0869656278337985,0,0,0,0,-0.0636171022709743
VIX.Index,-1.54787853154588,0.28095816268885,-0.778185131574942,0.172035738934699,0.221114458237907,0,0.617579220904518,0,0,-0.274638819207155,0.340989625365172,0,0.969965842772621,0,0,-4.11053231971533,0,0,-5.05426567604254,0
