,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.200446999729879,-0.173940169966922,0.635927160315369,0,0.096712951707379,0.151559279442812,0.137357520752379,-0.0464866424711816,0,0,-0.000502716672063102,0.190894067667572,-0.0420279971460819,-0.0209941720164525,0,0,0,0,0.0621200976960689
ETH,0,0,-0.298991806443664,0.675007728190654,0.204476685577683,-0.149598297229867,0.606427355942779,-0.179318378232244,0.159064201527856,0,-6.93889390390723e-18,0.0217487107049498,-0.0218259263477527,-0.173149208233909,0.0802333508105877,0,0,0,0,0
XRP,0,0.0346140904494107,0,0.217657368611034,0,0,0.185856798208307,0.136476144635078,0.201347410348965,0.114359861373005,0,0,0,0,0,0,0,0,0,0
BCH,0.461553147369867,0.699425555706852,0,0,0,0,-0.186477721221142,0,0.000287202232525414,0,0,0.00976198428579697,0.0741009743380589,0.164568929997248,0.0487311877125569,0,0,0,0,0
LTC,0,0.494242000987287,0.521481055492533,0,0,0.265659692358929,-0.572969487485182,0,0.0303147697110212,-0.59900987093248,0,-0.115209677045805,0.475451064305632,0.41762784262684,0.00720770556874596,-0.197345428118406,0,0,0,0.133720463186097
EOS,0,0,0,0,0.240316205796977,0,0,-0.748530118114248,0.190647071575283,0.178984431161351,1.13498173203186,-0.000732236937446566,0,-0.10639629060716,0.146972536929396,0,0,0,0,-0.261873454328622
ADA,1.1229112566592,0.759220395737569,0,-0.610474824694072,-0.742428589049449,0.275645427754678,0,0,0.202528606451197,0,-0.0907750172320766,-0.175984601935849,0.298862373514446,0.306095291209451,0,0,0,0,-0.970901305790202,-0.191904720723124
XLM,0.713909671205942,0,-0.0826148684770581,-0.105596578761207,0,-0.488013810276997,0.0759249593585616,0,0.268865349054382,0,0.863705263027729,-0.021534868618499,0,1.38777878078145e-17,0.435349672211123,0,0,0,0,-0.368575237136293
NEO,0,0,0.289720862621095,0,0.0838011674813601,0.0808924100100319,-6.93889390390723e-18,0,0,0.113756921381611,0.484909404066363,-0.00627855945442978,0,0.0886322479987344,-0.0965270106656365,0,0,0,0,0.0582402277486296
MIOTA,0,0,0.25543783900825,0.692975661573083,-0.295612456328325,0,0,-1.38777878078145e-17,0.0730263521165454,0,0,0.0574562347765258,0.0508563318120128,0.14055906258529,0,0,0,0,0,0.0746924982335569
XMR,0,0,0,0.214631554164077,0.22344456326211,0.10783820892461,0,0,0,0.12215411501903,0,0.0312917312796904,0,0.0665676552889,0,0,0,0,0,0.0733051042596103
TRX,0,0,0,0.300155411963378,-0.726764528906871,0.127964544300762,-1.29122680209585,-0.616520291134758,0,1.67005268672696,5.55111512312578e-17,0,1.76618534229972,0,0.506217158979407,0,0,0,0,-0.545151350304047
DASH,0.180779012325425,0.0321231997381713,0.228444222173694,0.193631943128244,0.0961967113658269,0,0.130082402371633,0.111667326120803,-0.0437250889412057,0,-0.196497603458076,0.0453800208045563,0,0,0,0.311210358813313,0,0,0,0.253146965213445
XEM,0,0,0,0,0,-0.112622649668405,0.153532778611095,0.359899828411202,0.267240228565039,0.368284088103108,0,0.100047583286165,0,0,0,0,0,0,0,-0.141935378254204
BNB,0.690078377556147,0,0,0,0.637248961466539,0.226712147673636,0.274549917852527,0,-0.488242525392013,0,0,0.0896815035132559,-0.553677042657208,0,0,0,0,0,0,0.103335911028844
BV010082.Index,0,0,0.320559644288353,-0.103445515812868,0,-0.00642357630288151,0,0,0,-0.0484430317210384,-0.053026941868897,-0.0159030067663051,0.0790133073138062,-0.211577888748228,0.000402234896407664,0,0,0,0,-0.037959653738823
CVIX.Index,-0.460018133963981,-0.0272452306592813,0.194915386886635,0,0,0.0225738763382748,0.0155992736193215,0,0.00134577143781732,-0.193060613654472,0.136290726510977,-0.0242362111549231,0,0.00978562119788339,0.0323495425113559,0,0,0,0,0.100638123812174
DXY.Curncy,0,0.014060738256776,0,-0.0815545986893795,0.0379126763951283,0.0172792566593227,0,0,0.0144200632471053,0,-0.0272698945457185,-0.00733514935947776,0.0645909732332816,-0.0231641578439553,0,0.0382075356421244,0,0,0,-0.00822628048792339
SPX.Index,0.0174363249641198,-0.0498831587206059,0,0,0.0397178833304996,-4.33680868994202e-19,-0.0619934687005667,0.0245528778762918,0.0447697795191567,-0.0534232043609725,0,-0.0125140415975657,0.0865181788955431,0.00451148745280232,-0.0293777857996765,0,0,0,0,-0.171142803526525
VIX.Index,0,0,0,0,0,-0.140633565382803,-0.444331170648002,0,0,-0.384798160760066,0.65081225421498,-0.0488790323571313,0.714996749484212,0,-0.0518467779923496,0,0,0,-4.49240228705717,0
