,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,MIOTA,NEO,XMR,XEM,DASH,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.152523354367963,0.231350255275875,0.204487236284665,-0.248922858910256,-3.46944695195361e-18,-0.0130679991512921,0.0143184625774841,0,-0.0683098573589343,0.351471476806382,0,0.138583676023558,-0.00295732034957066,0,0,0,0,0,0.0488176413363225
ETH,0.350220994597968,0,0.116011652331646,0.312279109475226,0.114543118552102,-0.0645787338431016,-0.0174646315376242,-0.133374981895385,0.0209591936686484,0.259999509056022,0.186074529170339,0,0,-0.0692290437849087,0,0,0,0,0,-0.1197307301459
XRP,0,0.305924063576751,0,0,0.0647808489803789,0.164210107912272,0.188248523745357,0.0958007695370662,0,0.235700219842573,0.101330118476999,-0.0379044408919017,0.48526935912905,-0.0388907034961058,-0.430643867097415,0,0,0,0,-0.0633991952805222
BCH,0.121294591140668,0.736691666732391,0,0,0,0.0269050854066787,0,0.0727676627945846,-0.241213616657588,0,0,0.294583478537651,0.0947939645413944,0.0507369138602051,0,0,0,0,0,0
LTC,0,0.462221523647236,0,0,0,0.0521204203150491,6.93889390390723e-18,0.0570852543253635,0,0.102079749620793,0,0.124856928688572,0.172873478081694,-0.0435574276258503,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,-0.396527823873665,0,0,0.420985475252318,0,0,0.410546910361197,0.0871926286521603,0,0,0,0,0.127718741113459
ADA,0,0,0.724564641353332,-0.480277463537584,0,-0.0374756250569536,0,0,0.379738964515385,0.0759034621011236,0,0,0,-0.0832795739806302,0.329424664999133,-1.40777807872975,0,0,0,0
XLM,1.0330088277961,0,0,-1.13758966147293,0.145995623493025,0.101301922799621,0.465573738077255,0,-0.876800616001716,0,0.741546058827471,1.05083645547074,0.292038154721506,-0.0786592724693456,-0.320790976275686,0,0,0,0,-0.5322832076727
MIOTA,0,0.271520017463822,0,0,-0.077088818929658,0.0692973239478603,0.184350426384587,-0.119943734409392,0,0.0988966161464084,0,0.565928628987817,0,0.0384826338094079,0,0,0,0,0,-0.104542226262356
NEO,0,0,0,-0.213645645632597,0,0.0990517746028882,0.0233688852839975,0,0.195978969718541,0,0.051611785146251,0,-0.140511793488421,-0.0264729597648166,1.22003164983488,0,0,0,0,0.126714976958076
XMR,0,0,0,0.215310227474593,0.0769073479695169,0.0442766438449352,0,0,0.274719545450241,0.0598614436611437,0,0,0,0.107090706844335,0,0,0,0,0,0
XEM,0,0,0.047538953914961,0.185461830845986,0,-0.160174085328577,-0.160770182738257,0.62298497514904,0.434544717255931,0,-0.961740504324242,0,-1.09842101459418,0.215525795969898,1.86702275102276,-0.346604836222069,1.24517385404751,0,0,0.178120655572509
DASH,0.631141096781383,0,0.238389131473023,0.270269549542956,0,0,0,0,0,0.0605357384272711,-0.166951416131344,0.0946938547413018,0,0,0,0,0,0,0,0.0894169397325188
TRX,0,0,-1.66889337403024,1.1427793485349,0.846833236842149,0.0962567372719614,0,0,0.394356821406292,0.395924806044311,-1.3414981376842,-0.273473068969981,2.82242396345907,0,-1.2955132396856,0,-1.0458749218987,0,0,-0.546315697450121
ETC,0,0.125179432027103,-0.508321136632368,0,0.0733214550545443,0.177971864045187,0.105001847344093,-0.250254014624722,0.111462348077087,0.0774365260986969,0.532088930847625,0.272203378395924,0.381829021065919,-0.108134854361776,0,0,-0.206866675808612,0,0.508367223560676,0
BV010082.Index,0,0,0,0,-0.0726696518493928,0,0,0,0,0,-0.082768843207538,0,0.148563244609956,-0.0315493139848786,0,0,0,0,0,-0.0710538032513466
CVIX.Index,-0.191471079169693,-0.203258480112505,0,0,-0.0472258199775297,0,0.0802558901606015,-0.140219177190415,-0.0494710313575963,0,0.280315037870279,0.155047253863683,0.404708045807074,-0.0702598241935641,-0.23664870007102,0,0,0,0,-0.103318360735792
DXY.Curncy,0.0259239781788797,-0.0369191895817519,0.0549732237627138,-0.0706368532745121,-0.0105582805651688,-0.0100644382291473,0.00495106116287406,-0.038264940614277,0,0,0.0113071403633587,0.037708426262064,0,0.00295326570204423,0,-0.0462144621333463,0,0,0,-0.00532317276416721
SPX.Index,0,0,0.0245526430471439,0,0.0263626565590595,0.0232657428382193,0.0246105965471465,0.00459653452650343,-0.0808696778070966,0.021584639160538,-0.0508463526896498,-0.0282447674033439,0.0633797033476662,-0.0142322547666926,0,0,0,0,0,-0.141357939414766
VIX.Index,0,-0.0348621479878603,0,0,-0.107262483294648,0.0567700607191922,0.273059273215591,0,-0.746914852965296,0.346362416599512,0,0.0568437223121813,0.392361385735228,0.017152084797848,-0.00896939082755161,-0.20212673577509,0,0,-4.40388879625934,0
