,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,DASH,XEM,XMR,BTG,EOS,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0255289160968948,-0.168455102433613,0,0.0266188523451466,0,0,0,0,0,0,0.236551942270224,0,0,0,0,0,0
ETH,0.0241015859847398,0,0,0.0515859127051402,0.328349372603265,-0.0474035796144543,0,0.304531735561055,-0.0441468873067728,0.205679986440713,0.0266790147641384,0.0923825923850992,0.0820707935331496,-0.125542440570794,0.161411352584996,0,0,0,0,0
BCH,0,0,0,0.177402108466646,0,-0.0196868607337143,0.000970388236930014,0.0693089193758929,0.0603193193191729,0,0.572940802251318,-0.0872012019526346,0.116280799150271,0,0,0,0,0,0,-0.0656807914864511
XRP,0,0,0.353064608753777,0,0,0.094786854343233,0.0993427783710285,0,0.124217098235562,0.0818688049292456,0,0.286734102942474,0,0,-2.77555756156289e-17,0,0,0,0,0
LTC,-0.139586454181704,1.18708071029527,0,0,0,-0.270554168792471,-0.00150140489739177,0.161345743366332,0.113020085714659,-0.697472502345485,-0.188018568456342,-0.300656093835184,0,0.647661454212822,0.301555442782631,0,0,0,0,-0.335854030166994
ADA,0,0,0,0.258033361985533,0,0,0,0,0,-0.0613665028266114,0,-0.0805392592664321,0.549232327324913,0.353514285261172,0,0,0,0,0,0
MIOTA,-0.441431623458106,0,0,0,-0.0710238076369009,-0.297238335676221,0,0,0.188086980686162,0.559116525161701,-0.557488341767424,-0.366074720681183,0,0.601986200222191,0.57496951383947,0,0,0,0,0
DASH,0,0,0.109216940387539,0,0.176318666206725,0.0133789309605397,-0.125651065602563,0,0.0347461055650922,0.307379554282492,0.104422400324625,-0.175794941867806,0.188000042669885,0,0,0,0,0,0,0
XEM,0.502972091542056,0,0,0,-0.251635699298796,0,0.0730457750033267,0,0,0.853340651271821,0.704171070425523,0.411004740129997,0.205881213594184,-0.122236964033882,0.527739360424247,0,0,0,0,0
XMR,0.134701425423428,0.320913316652932,0,0.030316500347177,0,0.0603706461756469,0.145586128157618,0,-0.0244856809301969,0,0,0.0650598258007699,-8.67361737988404e-19,0.261705891140144,0,0,0,0,0,0
BTG,-0.0382085101418645,0,0.482348870306956,0,0.0176590464109676,0,-1.73472347597681e-18,0.113680635673354,0.0200335886361961,0,0,0.097272121885477,0.0752359974812152,0,-0.0284892524150352,0,0,0,0,0
EOS,-0.216034363888757,1.34241844936155,0,0.0356632656094249,-0.339190936000992,0,-0.179179944671166,0,0.165547878330064,-0.237636954758241,0.101670023745451,0,-0.426221129518601,0.674827136788434,-0.46711464823331,0,0,0,0,0.144300762008146
NEO,0,0.17762614644277,0.462180302450567,0,0,-0.0324305936352045,-0.0495749636182955,-0.0597997159856637,-0.0333212276189982,0,0.34102169221794,0,0,-0.0501898092879221,0.257502784144818,0,0,0,0,0
XLM,-0.0415456114371689,-0.173182261722236,0,-0.203817452701928,0.257571231903171,0.306226604812541,0.10998844400541,8.67361737988404e-19,-0.010885553677733,0.543541153915928,0,0.288061979439859,0,0,0,0,0,0,0,0
ETC,0,0.575058021382562,0,0,0,0.27180485490094,0.112450458984673,-0.476196459591995,0.125644696000122,0.114270758886303,-0.0181481374996674,-0.0425844374728386,0,0,0,0,0,0,0,0
BV010082.Index,-0.0985384770335098,0.368678014173414,-0.0709371559912453,-0.0255627206453691,-0.14222177272366,-0.0497344599116592,0.00322557740030009,-0.0364574132328488,0.0178834856485622,-0.106256862564768,0,-0.0634766481323815,-0.0560539266660592,0.17653345430685,0.00398771507337517,0,0,0,0,0
CVIX.Index,0,-0.0568883383885529,0.0579399386976623,-0.0169293694377664,0,0.0201852554673127,2.16840434497101e-19,0.021963326485696,0.0181591361166061,0.119663812163663,0,0,-0.0153639909234699,-0.0409702132838429,-0.0672497024925119,-0.119039230512874,0,0,0,-0.0404857615485001
DXY.Curncy,0.00575022195371186,0.0055037002895452,0,-0.00526445496520219,0.00116271972082183,0,0.00417705374110166,0.0066765530202294,0.00108220090696867,0,-0.0105655995410813,-0.00534331869704772,-0.00305625742423656,0.00194403737810907,0,0.0143224499165847,0,0,0,-0.0246420364936717
SPX.Index,0,0,0.00186383866265124,0,0,0.00524721500387754,0.00333419104986702,0.0152375304211931,0,0,0,0.00289149868229148,0,-0.012140155804675,-0.000513294174555249,0,0,0,0,-0.0310001588868654
VIX.Index,-0.191428542769515,0,-0.791539424355033,0.116501169010339,-0.315661647799945,-0.388754418049544,-0.162621954144733,0.23685103968978,-0.0371843639447116,2.77555756156289e-17,0.830172230475345,-0.0453520867887523,0.115056165000194,0.314423974581474,0.49210769757953,-0.541502121159406,0,0,0,0
