,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.215655085825503,0,0,0.0859729407373496,-0.0741661117215,0,0.0567033469875233,0.00979499572393046,0,0,0.0659186323822858,0.328802146058522,0.0366243530274953,0.0573000298187536,0,0.231921694768021,0,0,-0.0282119909255283
ETH,0,0,0.181389485980897,0.140873860951481,0.124551774277308,-0.0253699116425269,0.467063960384163,0.0384658721744442,0,0,0,0,0,0.0490843124296139,0,0,0,0,0,0.0429753309159551
XRP,0,0,0,0.354846288605492,0.108337625872494,0.0739129983561126,0,0,0,0,0,0.134061790105307,0,0.18191219180752,0,0,0,0,0,0.0460401385978962
BCH,0,0.34042974034382,0,0,0,0,0,0.274621377581582,0,-0.00671522934986937,0.553139811094672,0,0,0,0,0,0,0,0,-0.0974349605435615
LTC,0,0.297342832144021,-0.16447922783433,0.137356849441739,0,0.483258455837707,-0.197227420181627,-0.0674083110717605,0,0,0,0,0,0.300048337479496,0,0,0.247350052596766,0,0,0.0507118164403725
ADA,0,0,0.643342297132987,0,0.058746762867076,0,0,0,0,0.0942581614332157,0,0.101419172516879,0,0,0,0,0,0,0,0
XLM,0,0.0306557818537466,0,-0.0719570781490613,0.294125847787678,0.326968536534521,0,0,0,0,0,-0.0837103564545183,0,0.249233126069358,0.197526092829058,0,0,0,0,-0.0922664982492599
NEO,0.948252076727075,0.265577902865448,-0.0272694307281437,0.0589252703567336,0,0,0,0,0,0,0,0,0,0.0814036528998133,-0.0348734084852846,0,0,0,0,0
EOS,0,0,0.124701535087208,0.062479948680003,-0.10019843783887,-0.34436515884299,0.622400627283626,0.0520788445105363,0,0.0597706444220787,-0.359960021556237,0.144541863986083,0.586197717964472,0.216632656246792,-0.0809909160498743,0,0,0,0,0.0471975629305721
MIOTA,0,-0.250256131811844,0,0,0.223998662231405,0.0719165434898052,-0.185366074150343,0,0,0,0,0.148709374654239,0.47186061120704,0.3081087104908,0.138838426364319,0,0.665760607658471,0,0,-0.0824624298511828
DASH,0,0.211766095267157,0.113965459729179,0,0,0,0,0.074289054857197,0,0,0,0,0.539654765291682,0.0269133501120117,0,0,0,0,0,0
XEM,0,-0.398451629084073,0.532641342450266,0,0.348951174336663,0,0,0,0,0.0431808089373987,0,0,0,0,0.217022535486622,0,0,0,0,0.00276158440978959
XMR,0.409672004556367,-0.112192203549552,0,0,0.234242563116413,-0.0391913259575081,-0.118234857174611,0.115594391171702,0.212936714598734,0,0.454504436738151,-0.0347110079758006,0,-0.0719098276406195,0.022191636624518,0,0,0,0,-0.028132306067805
ETC,0,0.360295897439412,0,0.305399078802581,-0.290995540362538,0,-0.127679414304521,-0.0445303282511447,0.373756905584684,0.368538622446408,0,0,0,0,0.0997239015655944,0,0,0,0,0.0430061660887241
TRX,0,0,-0.15328514874518,0.0735995780482279,0.0339483989328918,0,0.378535365676307,0,0,0.386687547421512,0,0.316076276601836,0,0,0,0,0,0,0,0.095024264922575
BV010082.Index,0,0,-0.120642702194806,0,0.00354236994706665,0,-0.0263306393456707,-0.00661992732544044,0,0,0.157442188220402,0.0364517827420492,0,-0.010515557022058,-0.02667462214393,0,0,0,0,-0.0595501307347484
CVIX.Index,0,0,0,-0.0925776073854738,0,0.0430115281912934,0,0,0,0.0700159429735168,0,0.10611224742089,0,-0.0741004737181958,0,0,0,0,0,0.0157366998059047
DXY.Curncy,0,0,0.047661385033029,0,-0.00577211177262,-0.0217979954160104,-0.00413994254829608,-0.0130320605195008,-0.0760526652931711,0.0326324697026397,0,-0.00807914666496049,0,0.0315076649967611,0,0,0,0,0,0.00291148455155085
SPX.Index,0,0,0,0.0141056011919023,0,0,0.026118820528142,0.0488210321544012,-0.0677279688112246,0,0,0.0569334909096846,0,0,-0.0824181840240207,0,0,0,0,-0.0701052492664847
VIX.Index,-0.346537437555781,0,-0.821328258925449,0.158346973925204,0.158705823345805,0.624587023033702,0,0.097437470712265,0.10411706174869,0,1.38777878078145e-17,0.362365353947391,0,-0.0246601846728048,-0.135574877696448,-3.3938829164709,-0.342266735344657,0,-5.80186511662973,0
