,BTC,ETH,BCH,XRP,DASH,LTC,BTG,MIOTA,ADA,ETC,XMR,NEO,XEM,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.117163897987295,-0.19986385910877,-0.135550489218322,0.123357908661157,0.0218319417667169,0.0295597428674964,0,-0.152987878869432,0,0.0995471727639597,0.546308890666062,-0.0022863099383175,0.0527048669633803,0,0,0,0,0.100886615648556
ETH,0,0,0.202355241684022,0.632488795616442,-0.0100817551036732,-0.237124941289346,-0.0269930800686723,-0.0861011948299754,-0.222107882101224,0.0314683572094403,0,-0.135183761954705,0.128683491058828,0,0.262903941146594,0,0,0,0,0.232448998667453
BCH,0,0.395623061411237,0,0,0.574808261587333,-0.915112023897267,0.259068383548094,0,-0.0207088900512264,0,0,0.687016165013453,0,0.330600496420508,0,0,0,0,0,-0.303894924734575
XRP,0,0.245444069372279,0.208894390485049,0,-0.113135839653397,0,-0.0355899974311194,0.0603150396873858,0.16888892261884,0,0.221092636647968,0,0.528541050648118,-0.163163734530398,-0.183655237879495,0,1.42798703156296,0,0,-0.183638919438245
DASH,-2.13089385006377,0,0.122187658836428,-0.0321215150563076,0,0.880917564846972,0.0159757301580993,0.640390429759199,0.0779131114293381,-1.454057271776,0.759284689434809,-0.0891506925539686,0,0.447559223800102,0,0,0,0,0,0
LTC,0.23167496051921,0.2887285402042,-0.0982571062293193,0,0,0,-0.0225908303243763,0.0324243973097489,-0.0631746404419787,0.1205516999667,0.183066069684648,0,0.255437425449918,-0.0647119463401689,0,0,0,0,0,0.128194051341978
BTG,2.76672386546353,0,1.02885570201191,-1.94611723831483,0,1.68534872125392,0,-0.145848260387569,0.301816239701138,2.42284745866032,0,0,-3.99311405176748,-0.93088045420907,-0.909126392803746,0,0,0,0,0.413741498661233
MIOTA,0,0,-0.0993469646486506,0,0,0,-0.0956426750800319,0,0.361599472831691,0,0,0,0,0,0.177931343006517,0,0,0,0,0
ADA,0,0,-0.0701894081535046,0.465319509104506,0,0,0.00997006844436282,0.0751979553926942,0,0.107562050274446,0,0,0.770265143944678,-0.0721966850126618,0.153205966761131,0,0,0,0,0
ETC,-0.890717540464383,0.34358688446173,0.00371391698505093,0,-0.362605625511046,0.39088693595098,0.0473921369595653,0.247287983314989,0.110802087394859,0,0,0.111358582123831,0.0569473427690934,0.0242635793081655,0.356186453261387,0,0,0,0,-0.18596606160272
XMR,0,0,0,0.287359438977689,0.269124505026687,0,0,0.0892282316643291,0.0703075462637195,0.199268083865464,0,0.180445285858792,0,-0.065769212695066,0,0,0,0,0,0
NEO,0.571103161491277,0,0.280357463004752,0,0.0433052042344605,0.852396541802682,-0.0960217058260942,-0.00141812690619397,-6.93889390390723e-18,0,0.226234969299436,0,-0.803133632254148,0.197998820142168,0.0769956638502942,0,0,0,0,0
XEM,0,0.131657961774016,0.0256702665413656,0,0,0.442673572118713,-0.0447502921301447,0.0562022268879511,0.0759149295208492,0.0871175841004568,-0.0905638348076757,0.0549776798117205,0,-0.0570905745295044,0,0,0,0,0,-0.103747409771767
EOS,2.77555756156289e-17,0,0.0772258169014017,-0.530479048532629,-3.46944695195361e-18,1.38777878078145e-17,0,0.0211313659037417,-0.0893377731733616,0.0677690532805523,-0.158721112558752,0.309215000598551,0,0,0.438225616183896,0,0,0,0,0.435589047130013
XLM,0,0.0726347246862276,0,0.14723558696815,-0.0704472987548279,0.0761862185260614,-0.0472710215796055,0,0.342001708085829,0,0,0,0.364215963629235,0.473097994197121,0,0,0,0,0,0
BV010082.Index,0,-0.0831799285939638,-0.0558316247626206,0.0109964873897304,0.00907836314134113,-0.0693607861771528,0.00758400077238913,0,-0.0553088932635944,0.0618121941445025,0.0781296625560972,0.0525703063884843,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.0350967058542424,0,0.0694592563354852,0,0.0621313902929095,-0.00823812041260701,0.00231374020200163,-0.0135561408892364,-0.0432559431264459,0,-0.0434008988948343,0,0.0536363745667848,0.0196715026360561,0,0,0,0,0.0753569058485183
DXY.Curncy,-0.0383689772113118,0,-0.0300062287838456,-0.0284430519067483,-0.00482030174151832,-0.0265352165874413,0,-0.0114601695212255,0.00326083450221849,0.0147321927225549,0.0288838161581204,0,0,0.00186571136793403,0,0,0,0,0,0
SPX.Index,0,-0.03179975685653,0.0115132995423521,-0.0505259775170621,-5.42101086242752e-20,-4.33680868994202e-19,-0.00794466489582622,-0.00732237789406198,-0.0102314226303646,0.0258053757435464,0,-0.00974379754503109,0,-0.0200748530123107,0.0321163037315304,0,0,0,0,0.00509450837915667
VIX.Index,0,0,0.0939684169065946,0,0.0392308177687455,0.319620666987257,0.00775419013357356,0.1149723872657,0.053598578510275,0.0628718739071507,-0.513383341237599,-0.174014185523536,0,0,0,0,0,0,0,0
