,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.148838258949927,0,-0.46504760187407,0,0,0.490226063284063,-0.0512984233611155,-0.185845515126308,0.0492593147557439,0.00780437764791162,0,0.0787285804614111,0.106889380007479,0.255605158410258,0,0,0,0,0
ETH,0.57042583638922,0,-0.118676980151675,0,0,0.0901515577805867,0,0.186044484493306,0.237859185096561,0.0581813150633805,0.0948671655096525,-0.00172664428480601,-0.0128837121468376,-0.035220661904888,0,0,0,0,0,0.0915143286252801
BCH,0,0,0,0,0.355121190709595,0.180746118628303,0,0,0.163360045820437,0,0.218814637914622,0,-0.0925418563431295,-0.252792468485503,0.292654064086743,0,0,0,0,0
XRP,0,0,0.00137572893383356,0,0,0,0.185503644145949,0.079714671023088,0.288679481255355,0,0,-0.170580427035798,0,0.105397380150354,0.0904011078438427,0,0,0,0,0.185864124403054
LTC,0,0,0.240916106188887,0.172478492870828,0,-0.101558687362179,0.0760522506181596,-0.0885244701207357,0,0.58785782228935,-0.040779846627822,0,0.0461940032144296,0.191472369758165,0,0.0182121890761382,0,0,0,0
DASH,0.584424452808475,0,0.380497648905708,0,0,0,0,0.0438351960450629,0.0129577093033997,0.017280520559323,-0.0570730192734189,0,0,0.33617834241932,-0.334416652361739,0,0,0,0,0
XEM,1.38120035256892,0,0.09445590417696,0,0,0.262580945219754,0,-0.0255579393139747,0.288081017636173,-0.254543582509297,-0.072947258715631,0,-0.0193578942151812,-0.00122980219233058,0,0,-0.335021717710975,0,0,0
MIOTA,0,0,0.109655303934303,-0.824786072313332,-0.252116369655206,-0.376580242893833,1.38777878078145e-17,0,0.73204815302185,-0.181517008774774,-0.375054692935789,0,0.523655656111621,0,1.32430630969427,2.25550992235774,-1.20708183679464,0,0,0.922799318203708
XMR,0,-0.270388019448984,0.243637522783131,0.375607335795203,0,0.107240294231312,0.215143490956827,0,0,0.0291658004669519,0,0.279737207959707,0.070211376838226,-0.0709625898626095,0,0,-0.302097136834687,0,0,-0.17419823490268
ETC,0,0.0273013829072498,-0.192519244751591,-0.153363810808924,1.36271100346945,0.223030004562742,-0.280493894830945,-0.0728244100798104,0,0,0,0.0615202479415187,-0.0381907591749779,-0.0525210327067576,0,0,-0.805774846676724,0,0,0.271405541500485
NEO,0,0.416788619763451,1.18095351017307,0,0,-1.04004532605286,-0.431075812068241,0,0.546286655653599,-0.159564072790042,0,0,0.239612657867061,0.730355681220828,-0.615205065517201,0,0,0,0,-0.513529849992718
ZEC,0,0.355774763621882,0,0.397109868010138,-0.532679063271648,0,0,0,0.106677434509887,0,-0.0305983362005182,0,0.437024694477549,0.211587539211067,0.344195261042883,0,0,0,0,0.336221820265315
EOS,0,0,-1.00258675551879,0,0,0.146556430143977,-0.127053067569998,0.527618121162208,0,-0.100401001548854,0.404645313199608,1.27145045587316,0,0,0.123653548253906,0,0,0,0,-0.846108849933296
BAT,0,0,-0.402729036198459,0,0.473521749535074,0.29677572695881,-0.0573468203427655,0.103392527234647,0,0,-0.12183486384644,0.443981994006981,0.0820257900507061,0,0,0,0,0,0,0
XLM,0.377727556743169,0,0.095104032623253,0.310419114736493,0.412425228378563,-0.355431806950876,0,0.288699917567945,-0.113359257510611,0,0,0.232636699463185,-0.100439868082822,6.93889390390723e-18,0,0,0.122201362169073,0,0,-0.163432525513667
BV010082.Index,0.00183620645788651,0,0.0239015218652178,0,0.0753815121849951,-0.122072380137792,0.0978636427660273,0.0669433542410974,-0.0776540717003696,0,0.0348137288089942,0.0226405802032111,2.16840434497101e-19,0.0351934104191643,-0.197860049171498,0,0,0,0,-0.126869912792789
CVIX.Index,-0.168967318799353,0.0104277151857302,0.0426179285420073,0,0.161398431165331,0,-0.0684825834087278,-0.0902127392681521,0,-0.130692990965335,0,0,-0.0507057463484375,0.0816337296409236,0.167064805745559,0,0,0,0,0.0750411371322287
DXY.Curncy,-0.0191845229490598,0,0,0,0,-0.00587868793312755,-0.00641778056085765,0.0165916543591563,-0.00868128691679242,0,0.00791773330311579,0.0177039579657993,0.0116107737761254,-0.0193257876424927,0,0.101853227894801,0,0,0,-0.014537739592555
SPX.Index,-0.00195548941907058,-0.0106825263363684,-2.16840434497101e-19,0,0,-0.0103008601555971,0,-0.00558926269395033,0,0.00650935880110347,-0.00417686323870781,0.0117208369417443,0.00667747834593748,0.00028283867946705,0.0036724706128253,0,0,0,0,-0.0435954703511098
VIX.Index,0,0.355800213841609,0.159548792628434,0.34383761154415,0,-0.22771618672192,-0.203062187113127,0.0996967084686788,-0.126166109056964,-0.11343574723452,0,0.0694114220662428,-0.241700561572026,0,0,-1.36335790141705,0.381394478274391,0,0,0
