,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.236043677955054,0,0,0.259667440682009,0,0.233926326968955,0,0,0,0.305308151385017,-0.493089325175571,0.359196167865796,0,0,0,0,0.0964945123138824
ETH,0,0,0.111401868075682,0,0.997626864922134,1.46125597475339,0.50872841418314,0.331234673814662,-0.463494479293666,0,0,0.0071033674139051,-0.551341389378465,0,-0.636234591093675,0,0,0
DASH,-0.690048798673181,-0.0576231975572549,0,0,0,0,-0.224696632335265,0.3074811335721,0.0344383607505653,0,0.370283105826204,0.11875343260215,0.0741623669656075,0,0,0,0,0
XRP,0,-0.304317076113065,0.047453591577074,0,0.14086938594713,0.802577845998815,0.309756641445156,0,0.236199424496308,-0.823503550053721,0,0,0.0373985468588816,0,0,0,0,0.229702788483482
XMR,0.464162921107767,0.391107458930414,0.0213865051768536,0,0,0,-0.15237855723269,0.067821730152868,0.257168597045741,-0.18039823358757,0,0,0,0,0,0,0,0
LTC,0.139085134622999,0.0613476847965614,0,0.0424865288145783,0,0,0.0767640364342607,-0.12818657346557,0.108221387513498,0.0504536812998719,0,0,0,0,0.0241059616805774,0,0,0
ETC,0.172733985228258,0.421050505321925,0.0239353366659668,-0.0837400016442164,-0.0602402708930395,0.516824944268466,0,0,0.31350687978438,-5.42101086242752e-20,0,-0.181746011525393,0.101662822469663,-1.42870488780425,0,0,0,0.167496160330133
XEM,-1.38777878078145e-17,0.230692704957885,0.167810469558061,0.227942486817327,0.141650504597417,-3.19756136242971,0.380521707747517,0,0,0.254840867477857,-0.129984776953361,0.266086907588732,0.399312884051923,0,0,0,0,0
ZEC,-0.899089383138816,-0.609139200997712,0.192155844380244,0,0.597990896163118,1.74354875842479,0,0.778137475080068,0,0.64809374890737,0.0647386521646065,0.266630236266292,-0.524131458124096,0,0,0,0,-0.196117801969254
DOGE,0.246021905874384,0.346825513014226,-0.0792389240513448,0.385570660258979,0,0,0,-0.287461918288576,0.658524470605867,0,-0.552726346786711,-0.0396887435668305,0.357699896531873,1.50489938673697,6.93889390390723e-18,0,0,-0.0504715987554303
XLM,0.390907521493906,0,-0.0634172343409587,0.584970708365595,-0.241733978344975,0.100437835183123,0.354659163879939,-0.142331342697543,0.200682807488533,0,0,-0.113050482984321,0.328744098086523,0,0,0,0,-0.674357481635332
NEO,0,-0.0380088512850736,0,0,0,0,0,0,0.052292622131227,0.0988028329012377,0,0,0.178678353742533,0,0,0,0,0
DGB,0,-0.0781656544720862,0.128613043242311,-0.10691592099789,0,-0.0240768634758037,0.117557105887576,0.427958526503304,-0.394347198137167,0.142327049822716,0.482054051202096,0.1319318986258,0,-0.564047234719933,0,0,-11.2671952236466,-0.927502914209259
BV010082.Index,8.67361737988404e-19,0.0754170626751476,0.0380433230491579,-0.0976609613571794,-0.124204674024115,0.168620803943146,-0.264293547080375,0.0787948154292683,-0.0325587792071372,0.0243768196380447,0.202713057490803,-0.0185683914821927,0.0543060842358856,0,0,0.73474726742757,0,0.102401521420877
CVIX.Index,0,-0.107337251541353,-0.208647925524613,0.22015011929442,0,0,0,0,0.0667917754976827,0.236505765045156,0,0.0701735953405402,0,0,0,0,0,0.201124421728802
DXY.Curncy,0.0170933507622625,0,-0.00561876891769244,0.00387571943694341,-0.0200926318267851,0,0.0103058532844594,0.00736823927744745,0,0,0.00275891138982616,-0.0202726269861694,0,0.0738704955966708,0,0,0,0
SPX.Index,0.0158869500775515,0.0155081609645019,0,0.00753858274060643,0,0,0.00590819849857337,-0.0148880932141365,-0.00805535430437153,-0.00342967080970699,0.00597290468559291,0,-0.00997724081371244,0,0,0,0,-0.0878181567758969
VIX.Index,0,0,-0.0409396701749453,0.120505268784359,-0.162039461637061,0,0,0.0273249113179621,-0.0660649279585352,0.0583756085522627,-0.143265531067965,-0.025063086266259,3.46944695195361e-18,0,0.247890978512642,0,0,0
