,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.334145202650453,-0.138028120446408,0,0.112283222329214,0,0,0.0757151683232803,0.0424081052405332,0,0,0,0.0561605998971822,0.233300361105266,0,0,0,0,0,0
XRP,0,0,0.0740610288564784,0.0159686023967725,0,0,0.154472535927838,0,0,0,0.0258458030268837,0,0.134119355026274,0.112690215740118,0.0836746531020638,0,0,0,0,0
ETH,0,0,0,0.103720199298173,0.051130315103816,0,0.0911203467610985,0,0,0,0.085053572357422,0.181445218753123,0.0720788938400541,0.136003454051325,0,0,0,0,0,0
BCH,0,0,0.271080560109597,0,1.38777878078145e-17,0,-0.0780558081247462,0.094211858171281,0.39235006694905,0.468634433406154,0,0,0,0.318875407810513,0,0,0.255150143960906,0,0,0.0862049220380353
EOS,0,0.666137253206321,-0.232923453674794,-0.138362649860374,0,0.156475242656626,0.121451431158763,-0.211172117355519,-0.533582821279232,1.28184914835031,-0.123220292960631,0.661489045529043,-0.207777022580549,-0.104131063221312,0,0,-0.0351449483617492,0,0,0.186005114382999
XLM,0.434528557096851,0,0.0453289547393118,0,0.330422768121088,0,0,0.0417377289606466,0.0893684650878667,0,0.0494694509737906,-0.123531112217951,0.0379485142300598,-0.0153781223940612,0.311220666319067,0,0.175331876187805,0,0,-0.0259219934337334
LTC,0,0,0,-0.0589905893527033,0.37541615704494,0,0,0.18382978260361,0,0.0951687222943866,0.172566844959813,0,0.145786675239466,0,0,0,-0.037544340351268,0,0,-0.223365408355363
BSV,0,0,0,0.401691817478077,0,0.0354967254205612,0,0,0,0,0,0,0.239952998083069,0,0,0,0,0,0,0
TRX,0.814268713012366,0,-0.0252725683409191,-0.0512314981662299,-0.396054366596172,-0.146217085078561,0,-0.0676117358217065,0,0.914140193341982,0,0,0,-0.0760825996510422,0.27307633258534,0,0,0,0,0.138086146294703
ADA,0,0,0.332229317098869,0.0716598024114798,0.242960815194131,0,0.182868922381696,0.0698565644689126,0.127916349886937,0,0,0,-0.0257943405677704,-0.000791552703040389,-0.0387066037398398,0,0,0,0,-0.0207488892727049
MIOTA,0,0.220847115258797,0.56399313330552,0,0,1.01449578037706,-0.665258114317075,0.43183054917431,-0.152068182111994,0,0,0,0.30286121662433,-0.112545041034188,0,1.64492350138691,1.26246648242295,0,0,0.105700918793292
XMR,0,-1.73472347597681e-18,0.0421952901217629,0.00201290876179444,0.0565157992951582,0,-0.0430771591383359,0.0881751256207313,0.21003119939305,0,-0.0255839866467626,0,0,0.431923388303121,0.137143532537582,0.493814827342468,0,0,0,-0.119683498089876
BNB,0,0,0,0.206230148323306,0.519217433155892,0,0,-0.167872598593494,0,0,-0.00555816096827161,0,0,0,0,0,-0.419432742292799,0,0,0.163327267891647
DASH,0.545001982550337,0,0,0.0159895568330784,-0.39377872236153,0,0.793307575411611,-0.449193983531971,-0.358736770222842,0,-0.148385746057075,1.45838662901859,-0.397762405074098,0,0.139802232440927,0,0.685236965577163,0,0,0.107471137316008
XEM,0,0,-0.139418690865871,0.0932316646202755,-0.290096368695265,0.97073786513591,0,0,0.120351873852022,0,0,0.276863742755541,0.0012882229953436,-0.178661121086262,0,0,0,0,0,-0.159578500036489
BV010082.Index,0,0,0,-0.0365413389261295,0,0,0,0.0585173132966011,0,0,0.035950810906412,-0.080057333378937,0.0867720405888481,0,0,0,0,0,0,-0.192621035473466
CVIX.Index,0,0,0.188676156901972,0.0202700173520429,0,0.0839935010904242,-0.10220727905333,0.0837214206388213,0.0584298974335788,0,0.0873862501078112,-0.379565309622362,-0.0765703850453997,-0.0137397818791673,0.181473268289928,0,0,0,0,0.0558157502698507
DXY.Curncy,0,0,0,0,0,0,0,0.00941196261724796,-0.0289357968920629,0,-0.0041804244712189,0,0.00185027664536067,0.00834896223018814,0,0,0,0,0,-0.00667319021017734
SPX.Index,-0.0497040260868506,0,-0.0261333594221316,0.00622277660000889,0,0,0,-0.0168733822595966,0,-0.0145692211607863,-0.00161672500415325,0,-0.0331126156699362,-0.021976691287595,0.0973023900641183,0,0,0,0,-0.178094521245858
VIX.Index,-0.200550914032309,0,0,-0.0184004721473954,0,0.491886858325267,0,0,0,0,0.0155558626394952,-0.172351601890468,-0.104535081477762,-0.111643679659714,0.0244626191163355,-0.901079364291925,0.266032283774677,0,-2.71489015113259,0
