,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0649173161709282,0.0723241201277948,0,0,0,-0.451073674177589,0.337930545039758,-0.303814852111011,0.419171421110037,0.158407507452205,0,0.04817384688045,0.00617730840826216,0.173631761074825,0,0,0,-0.185765134000238
ETH,-0.126307027163098,0,0.151949083679027,-0.0519921616225761,0.228947647073121,0,0.0296921389268324,0,0,0.0430746736011774,0,0.0778968628457868,0.266722877454533,0.00515684313723737,-0.107802518830933,0,0,0,0,0.0116912564623332
XRP,0,1.99379351444306,0,0,0.18889145297242,-0.562209404311972,-0.354239729477104,-0.153045287405074,0,0.477311603723742,0,-0.40199330410748,-0.404441538423991,0,0.190181377094342,0,2.04733582364363,0,0,-0.0268546870939931
BCH,0,0,-0.161287240888579,0,-0.511386894996767,0,-0.532746950829184,0.279921542599261,0,0,2.00552609467579,-0.0915884636047503,0.192753866498334,0.0239825258586462,-0.0594408885050328,0,0,0,0,-0.0622557659447364
LTC,0,0,-0.196315942640163,-0.5417836717267,0,0.0501989913317714,-0.141613712585411,-0.00376856122778016,0.687409709713959,-0.271242395693642,1.94725330654633,-0.236899756837424,-0.210823085272662,-0.0176667278544394,0,0,0,0,0,0.351331481816426
DASH,0,0,0,-0.103232827628448,0.123366120580779,0,0,0.176434144450762,0.33516354199021,0.0693295859675033,0,-0.0468229895679751,0,-0.0340154207942553,0.199663924612556,0,0,0,0,0
XEM,-0.163427561440257,0.699152516046851,-0.437567739305806,-0.141002169355403,0.0457610124818545,-0.640685958981601,0,0,0,0.396399959214471,0,0.0830857527076496,-0.112741038090625,0,0.45291092167014,0,0,0,0,0
NEO,-0.542692649041724,0,-0.212848788417113,0.444876747557002,0,0.394627646522202,1.38777878078145e-17,0,0,0,0,0.241243260063766,0,0.110842542847286,0.361350108221848,0,0.485840971013467,0,0,0.1525314586094
XMR,0.140245984543468,0,0.0583889247388723,3.46944695195361e-18,0,0.638752202276945,0,-0.146355294978459,0,0.0485008792716808,0,0.149978154043187,0.313070839172032,0,0,0,0,0,0,0.0592674563962501
MIOTA,-1.13679763701924,-0.233596582289989,0,0.228101736029066,-0.0595434429638698,0.121284187618411,0.00512718693042926,0,0.968166618160675,0,0,0.139085886302597,0,0.0586239957043918,0.0519060556004901,0,-1.44206097861102,0,0,0.167522814921799
ETC,0.17410843289277,0,0.0858710141063833,0.142994215972185,0.243197630765741,0,0.115371956839536,0,0.0481362627578513,0,0,0.0440081597363282,0.0479229604528844,0.0144135577459205,0.0607228077290272,0,0,0,0,0
ADA,1.23931242569881,2.38568996842018,-0.273857411905302,0,0,0,-0.632294599131601,0.509175904113712,-0.0331230510754054,0,0,0,-0.404115248654113,-0.0800946313340629,0,0,0,0,0,0.807173686441998
ZEC,0,0,0,0.124942256326313,0,0.125959251115415,0.338453505509951,0,0.0705528232793702,0.16505720443681,0,-0.0571086946664749,0,-0.0660443159254622,0.0748556482218681,0,0,0,0,0
XLM,0,1.49005208189608,0,0.317302709995746,0.218196100207264,0,1.61427156286345,-2.48770110885515,0,3.49196116280539,3.18240713245898,-1.12628899043548,-1.74160684196606,0,-2.33788096700451,17.0697843991302,11.6876560170851,0,0,-2.477890166663
EOS,0,0,0.131080703296756,0.123874413862358,0.216546936180098,-0.0982675845226177,0,0.0662914849803864,0,0.0992926829675716,0,-0.0693593902092722,0.252630030512505,0,0,0,0,0,0,-0.014673033827503
BV010082.Index,0.127343064351085,0,-0.0168419741872343,0.0324945384368363,-0.0323068997654109,0.130455153423505,-0.0436467807165875,0,-0.264713187593967,0,0,0.0337180585713185,0.0825530762281158,0.0166718108529138,0.0746891470571086,0,-0.155841104186798,0,0,0.0537425856929671
CVIX.Index,0,0,0.0673902678944332,-0.0161498664228064,0,0,0.00100074652336468,0.185659428434736,0,-0.146873118337737,0,0.0106264563204262,0,0.00690143631321367,0.138782369092116,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,-0.00922976730144354,0,0.0019055008809593,-0.0190560714003489,0,0,0,0,0
SPX.Index,0.00451302949273764,0,-0.00191807077037939,0.0184362081732147,0,0.0117475800035034,0.00950646802453593,-0.00278680194227239,0.00148167028834797,0,0,0,-0.0488679376565018,0,0,0,-0.0193901569200681,0,0,-0.02074126110341
VIX.Index,-0.267481099577817,0,0,0.0674397290523354,-0.00238913047743729,0,0,0.0703074914250968,-0.122049801178886,0,0,0.110034267690001,0,0.0101779548565985,-0.194896929317679,0,0,0,0,0
