,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0377386705027381,0.119192950244902,0.0184158105605122,1.0842021724855e-19,0,0,0,0,0.0149443028521312,0,0,0,0,0,0.00472325197010376
ETH,0,0,0,0.634858638929241,0,0.109979501232626,0.307034903872537,0.0427795051602063,-0.863470882304711,0.350522990272452,0.0181862238543513,-0.200336955528266,0,0.160221402527889,0,-0.984538267849319,0.166771998567417
XRP,0,0,0,0.756154469143578,-0.0738546390319051,0.283969507628979,-0.293993758158593,-0.0161184526513205,0,0.441133650597943,-0.14034229219666,-0.306838866082971,0,0,0,0,0
LTC,0.690208660438011,-0.00579151594379843,0,0,0.0372334785841411,0,0.122202643376082,-0.00994174612038718,0,-0.111510617014109,0.00262224979555197,0.0101334392819049,0,0.0310774657724663,0,0,-0.0320751603328349
ETC,0,0,0,0,0,0,0,0,0,0,-0.125430416318283,0.352165769717476,0,0,0,0,0
XMR,0.329565429370779,0.726361261975408,0,-1.1142231839986,-0.0700206251951544,0,0.38771544327084,0.308761356035296,0,-0.235703284434267,-0.073895846645609,-0.18979795733881,0.158906880670068,0,0,0,-0.214954236772688
DASH,0,0,0,0,0,0.0558736220540081,0,0.143372897508011,0,0,-0.0920181552333531,0.0511697007512349,0,0,0,0,0
XEM,0,0,-0.0820724106199936,0,0.135850269419853,0.302110137988368,-0.0207112464274585,0,0,0,0,-0.254487013907052,0,-1.09551705654967,0,0,-5.55111512312578e-17
DOGE,0,0,0.0332104386058226,0,0,-0.0752385937338248,0,0.0663226319530254,0,0,0,0,0,0,0,0,-0.0128359467192059
XLM,-0.348640561413062,0.383898754701781,0.207240403218508,-0.797302778145933,0,0,-0.706590900055691,0.451868229233855,0,0,-0.0492694838375386,0.211810773538318,-0.699523608251185,0.666741495999979,0,0,0
NEO,0,4.64922023188305,-0.0391401336577011,0.127832219439035,-0.0164871220095079,-1.6164407401583,-2.33547440921828,0,5.43170440972697,-0.0615810128337194,0,-0.405407369439303,12.5467095813349,-6.2467004391522,-14.300567311819,0,2.26304311350728
DGB,1.81872606758484,-1.04328910323475,0.528492221505598,0,-0.225318153469304,-0.0386345732561076,0,0.133335729260312,0,0.330869048529699,-0.12579832950882,0,2.77639972635954,0.605268305962214,0,0,0.269345295514683
BV010082.Index,0,0,-0.0925384022523981,0,0.0616871910797127,0.0764686376725539,0.117499810737355,0.00318286002226279,0,0.00852289654744682,0.00201903486565745,0.0776399561871442,0,0.169127867140211,0,0,0
CVIX.Index,-0.266168026824903,0,-0.128732268702406,0.766856354786835,0.0391565628745852,0.120527155719518,0,-0.165140649836636,0,0.23417034364238,0.0401983159420591,-0.0327154335249312,0.575776072455244,0,0,0,0.122476596872602
DXY.Curncy,-0.0156205047171052,0.0159307486662605,-0.000861424776840682,0,0,0.00978455546313157,0,0.0052851768202412,0,-0.00756635425412556,0.00120522784796577,0.0307816700581989,0.0868439899932468,0,0,0,-0.0254992350621308
SPX.Index,-0.0404645160800817,-0.0779412612835335,0.00723821008533757,0,0.00208388756643991,0,-0.0192148361883007,0.0252499459571558,0,0.0121315076426702,0,0,0,0,0,0,-0.0532993434229277
VIX.Index,0,0,0,0,0,1.38777878078145e-17,0.501574656481307,0.012343771957395,-0.515212094085545,-0.290615836856556,0.079880254831209,0.157097402077965,-3.37399552188311,1.60854254392315,0,-3.51383115346956,0
