,BTC,ETH,BCH,XRP,LTC,MIOTA,ADA,DASH,XEM,BTG,XMR,EOS,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.834309296312375,-0.157092554097484,-0.0634415885593504,0,0,0,-0.0073205720687331,1.19593930075016,-0.156324138011396,0.131217728879913,-0.111051143461799,0.470084547547055,0,0,0,0,0,0
ETH,0.145047967398931,0,-0.095295266806279,0.103436075899353,0.415418040866283,0,0,0,-0.044739226846682,0,0.29707659722382,0.0791855145980594,0.160441698274615,-0.22846541711931,0.264018598173218,0,0,0,0,0
BCH,-0.193674109387707,0,0,-0.079409459491436,0.0765262300186419,0.0393414499514279,0.0668001949135225,0,0,0.700744419140663,0.458228415427611,0.020774611639965,0,-0.508767077941506,0.441048757418252,0,0,0,0,0
XRP,0,0,0.264170486261089,0,0,0,0.139084520814754,0,0,0,0,0.134076322580667,0,0,0,0,0,0,0,0
LTC,0.217367259393392,1.17397954968648,6.93889390390723e-18,-0.0965287190237233,0,0.0374149124842398,-0.183894874903192,0.198818141443997,0.221600876684,0,-0.486069274010925,-0.125158599300683,0.0631519664918328,0.499143018663336,0,0,0,0,0,0
MIOTA,0,0,0.566633081332628,-0.0109811717444596,0,0,-0.318147415495701,0,0.177532036701325,-0.879627231128995,0,-0.157760976416709,0,0.66859178363079,0.330057545190909,0,0,0,0,-0.241830591636722
ADA,0,0,3.46944695195361e-18,0.199987136543322,0.0683473998059124,0.110203565151518,0,0,0.0933955464798461,0,0,0.104703570665927,0.250796217356202,0,0,0,0,0,0,0
DASH,0,0,0.112985018885033,0,0.1860848032919,-0.114725507249343,0.0369587530585291,0,0.0155933630742059,0.227977144633147,0.29610544162833,-0.111543135530191,0,-0.0401141921982121,0.0834827210616994,0,0,0,0,0
XEM,0.349872987103509,0,0,0.188136317497685,-0.47800975231941,0.325543579757878,0,0,0,-5.55111512312578e-17,0,0.443842931344939,0,0,1.27755659871848,0,0,0,0,0
BTG,-0.0211435530754493,0,0.503070932851336,0.0386925277963858,0,0,0.0564406604686187,0.188847420897169,0.0215931612767553,0,-0.115209296792344,0.0224649918169716,0.00137531398186004,0.0613030349340602,0,0,0,0,0,0.271991577987644
XMR,0.307638526236842,0,0.129068722469915,-0.0132810539205893,0.00116913971814715,0,0,0.212101911429094,0,0,0,0.0984026049129691,0.242968735781358,0.0602938510372137,0,0,0,0,0,0
EOS,0.179903177369201,0,0.345762748171589,0,0.242144657994593,-0.0188080693318359,0,0,0,0,0.0146299042127149,0,-0.222401213239592,0.538428177269002,0,0,0,0,0,0
NEO,0.161920350654747,0,0.0607530861162347,0.105935487778204,0.150263494042577,-0.258331406807285,0.00204725813909989,0,0,0,0.240239780902309,0,0,-0.0595952563620035,0.480652393201983,0,0,0,0,0
XLM,-0.0833669694479978,-0.452666149455814,0,0.0905105369687212,0.388058530001168,0.0665833779695367,0.390537130640892,-0.519285156498266,-0.0227186456286178,0,0.99705391821212,0.0628813771361176,0,0,0,0,0,0,0,0
ETC,-0.0532713552213438,0.0470923541719203,0.12124765264984,0.0967160720023861,0,0.0438686647192676,0,0.211718688088256,0.110654563915765,0,0.162756184077316,0,0,-0.022521913154788,0,0,0,0,0,0
BV010082.Index,-0.0404591655035939,0,0,-0.0313773559576792,0,0.0126992314479792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.0227959284367663,0.034401294052617,0.0183300662105792,0,-0.0281617052355788,0.00879914994280442,0.00680111252657057,-0.0267414534337122,0.0198403805448475,0,0.0899671223735636,-0.016933963514241,0,0,-0.0718272924414723,-0.245510286867954,0,0,0,-0.116021421509581
DXY.Curncy,0.00538394162726596,0,0,-0.00458031988000294,0.0038843585650525,0.00335844285378363,-0.00203009334829194,0.0056608353901288,0.000636023492969722,-0.00915545096308701,0,-0.00488882159426408,0,2.71050543121376e-20,0.00472006863206595,0,0,0,0,-0.020655988015878
SPX.Index,-0.00506582461372442,0.0134368631583043,0,0,0,0.00509017493297885,0.00584466710997422,0.00173263674160422,0,0,0,0.00139988962630085,0,-0.00432558763148013,0,0,0,0,0,-0.0273708461634999
VIX.Index,0,0,0,0.0587443780481328,-0.124609246277503,0,-0.138964419427096,0,-0.0394461093261775,0.169166267427721,0,0.0556580845229344,0.12416076658992,0,0,0,0,0,0,0
