,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.965317848575436,0.831036503017711,0.0814146640531185,-0.546082617494784,-0.939612149281169,-0.880455379718763,0.589953487125953,-0.0377293907356111,0.319345890047465,0.0947914215522802,-0.887784196167321,0,0,-0.161749837249928
LTC,0,0,0.639606328700065,0,0.0765608188903815,0.11163019130805,0,-0.0979331078527301,0.00155915435740975,0.352094306152768,0,0,0,0,0
XRP,0.773911654659865,0,0,0.0287113099426313,0.213334611043433,0.224161790147905,0.343921074346435,-0.35555747660114,0.0408367376687277,-0.399418391606786,0,0,0,0,0.169316928506928
ETH,0,0,-1.05775023414579,0,0.895535255679806,0,2.07771940091796,1.36463580426265,0.0186963896310613,-0.728652015801723,0,3.54718556854335,0,0,0.70525516843725
DASH,-1.00309267601433,0.787698781660552,1.00103916578045,0.0749189761279241,0,5.55111512312578e-17,-0.823554162261905,0.0881339257424467,-0.040150528496403,0.336342910234764,-0.40439884987019,-0.593575278770579,0,0,-0.104867456682288
DOGE,0,0.763626142461426,-0.0300569372330103,0,-0.0888375764557458,0,-0.0655141015582485,0.432752077573224,0.0064795714186616,-0.0618767407427584,0,-0.146709770206973,0,0,0.0126195185250472
XLM,-1.0359834474299,1.13937862512773,0.84510114730818,0.0739691125981577,-0.606909927824542,-1.12314325815653,0,0.727919621524981,-0.0490858649142638,0.375175243624069,0,-0.85552782459864,-0.493111634768699,-0.361665959703968,-0.195523122823065
XMR,0.533833307167768,-1.16737770408563,-0.273378455976499,0.0245017769596063,0,1.39412167048698,0.334185578026651,0,0.0418981865659231,0.213126976268114,-0.0275042311667438,0.450330292212825,0,0,0
DGB,-2.41363054062488,-0.249159605103822,2.79925432366048,0.74928117236747,-1.12776544278232,0.0436658436628281,-0.685262163278556,0.840348824909051,0,2.08608880967226,0,2.24753863329443,-27.3552357753916,0,-2.03650673267385
XEM,1.56254254587611,-0.352990199756463,-0.796650908296981,0.134230449078519,0.425445533075124,0,1.16981610807518,-0.171510812435771,0.137594239203453,0,0.502786809056541,1.47948235414701,0,0,0
BV010082.Index,0,0.102127063096701,0.0309567900655986,0,0.02125841526798,0.278937654835155,-0.0912222114323234,-0.119489862764032,-0.0133705657386762,0,0,0,0.952262071235013,0,0.050482807251641
CVIX.Index,-0.349800768968138,0.640028447935354,0,0.0428684717196787,-0.129706606712265,-0.482807642176815,-0.257051266954638,0.183025926114792,0.0151434932934427,-0.0199622000458974,-0.377865881323739,0,1.4843417114734,0,-0.153154676293358
DXY.Curncy,-0.00123427359700152,-0.0233263221587466,-0.0178085874207897,0,0.0254657175418065,0,-0.013476784644273,0.0437401639234641,-0.0115527963383061,0.0068596489667706,0.182085320226243,0.104363338338512,0,0,0
SPX.Index,0,0.0229482400262495,0.00572935312026016,-0.00306843751012132,0,0.00117964022778695,-0.0191491874947426,0,0,-0.00127008255759814,0.0373375882900328,0,0,0,-0.104512503656716
VIX.Index,-0.134216277071814,0,0.112547995994486,-0.0129606019917785,-0.13691172529191,0.367181694255274,-0.232499678157936,-0.202181398758817,0.036508367827127,0,0.333074883857376,-0.446109263984597,0,-6.53824812306468,0
