,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.400668213953987,0.468467162336982,0,0,-0.209952218243487,0.127578856557596,0,0.000537903359914998,0.0610161260419307,-0.0899625632984256,0,6.93889390390723e-18,0,0.357504970626106,0,0,0.0125982231951772
ETH,0,0,0.186101893213559,0.0993591744499216,0,0.424740572479452,-0.0270684180417385,0,0.0498871712465024,0,0.0308849314616459,0,0,0.199278419472438,0,0,0,0,0,0
XRP,0.247068348640652,-0.0744377467174968,0,0,0,0,-0.108372216579935,0,0,0.695392290849521,0.0404308490303905,0,0.158904848211792,0.0500448211141799,0.0784296505465215,0,0.268534123419709,0,0,-0.0767492733082806
BCH,0.529603878955156,0,-0.139204293399543,0,0,0.543796188895479,0,3.46944695195361e-18,0,-0.106273868019513,0,-8.67361737988404e-19,0.260757209128478,0.0847818450950941,-0.072258010991157,0,0,0,0,-0.0408452227074085
LTC,0,-0.0476375165181672,0,0.23270250385359,0,0,0.0273708868602059,0.227567777954771,0.0893961427514805,0.0205881624934294,0,0.594185697382018,-0.163696837386275,-0.0830464717071071,0.0233971688986856,0,0,0,0,-0.00189973673302806
EOS,0.193217665419829,0.201299842651285,0.219783821783461,0.174599429254742,0,0,0,0.134413302969156,0.019983131708276,0,0.0180573283728524,0,0,-0.091828074302328,0,0,-0.228805822181364,0,0,0.0403284667785887
BNB,-0.426938536242215,0,-0.416797616998734,0.179384991371081,0.175230663683486,0,0,0,0,0,0.138501545629236,-0.252408439600565,0.0430521215071988,0.829883860149872,0.199425840522955,0,-0.0866067089117787,0,-2.53480379974792,-0.224737183470639
XLM,-0.143097939518512,0.0304102123880062,0.310539219844484,0.283469285294332,0,0,-0.0849491204558384,0,0.386290839744124,0,0.00779600849865808,0,0.0323902310262273,0,0,0,0,0,0,0
ADA,0.0890495389867062,0.28954030197604,0.444997000096424,0,0,0.072341148913038,0.0584930697102973,0,0,0.231398315847298,0.00552622026580589,0,-0.0170208551935139,0,-0.0393650899645879,-0.46018875615567,-0.438590625071459,0,0,0
TRX,0.070408373932766,0,0.0863855512321276,-0.475086290869515,0,0.343921089874332,0,0.138692717093504,0,0,0.0217078972243279,0.566179799256319,0.0937019432401652,0,0.102918893138431,0,-0.296278032902308,0,0,0.0959225423336521
BSV,0,-0.00349727397570912,3.46944695195361e-18,0,0,0,0,0,-0.362781388450641,0,0,1.23804888323822,0,0,1.73472347597681e-18,0.146732189792257,0,0,0,0.103215323789624
XMR,0.129223973841926,-0.188988676924611,-0.066184271328065,0,0.410026978063514,0,-0.101184989877546,0,0.0606770749011603,0,0.0619848141672941,0,0.257196093153202,0.217802439391232,0.251817589929916,0,0,0,0,-0.0326915904475343
DASH,-0.257716455871457,0.175353434404827,0.435887210833957,0.56940005121387,-0.543808332715022,0,0.318843344929618,0.211896097440106,-0.399155231303468,0.0291968264448464,-0.0845662654988682,0.887734247460602,0,-0.282007590967941,-0.138706596239049,0,-8.67361737988404e-19,0,0,0.0730254476033241
MIOTA,-0.212256265064062,-0.649284919826534,0.533241109273966,0,0,0,0.0582116991522465,0,0,0,0.0442265943545467,1.15729620402983,0,0,2.77555756156289e-17,0,0,0,0,0.0409539737757705
XTZ,0,0.414932281505231,0,0,0.378303209738529,0,0.0708778415160163,0.601549884932937,0,0,0.0502962879749242,0,0,0,0,0,0,0,0,0.0520504717972581
BV010082.Index,-0.100628495939237,0.0341827463490813,0.02135569650485,0,0.239016586808714,0,0.0828493564150332,-0.194665207845535,-0.265058538338519,0.255682720972193,0.0041788187782423,-0.0106166065655235,0.0709015741512883,-0.0623070688874245,0,0,-0.168554572390122,0,0,-0.0546997043351049
CVIX.Index,0.328964694131223,0.295658624356992,0.210473940462144,-0.269825170622039,-0.356982669920778,-0.111951405357293,0.0362768774424678,0.173901649213519,-0.149367549536926,-0.120272652059349,-0.00882544830699934,0,0.175560719771907,0,-0.190916703780741,-0.0739936515650534,0,0,0,0
DXY.Curncy,0,0.00593920795765446,-0.00727350013596894,0,0,0.0131918817069231,0.00541728594755151,0.00892785357415013,0,0,-0.00318863667312402,-0.0267674927549798,0,0,0.00743539601602423,0.0561740302002127,-0.0144015766003631,0,0,0.00993237764298831
SPX.Index,0,0,-0.00484239486189943,-1.73472347597681e-18,-0.0505492862140964,-0.00745073611254504,-0.0261120904198886,0,-0.0173145035135657,0.0418384725238425,-0.00505545652596402,0,0.0152699555949851,0.017354983287596,0,0.0928336701094402,0.0158051986310583,0,0,-0.0836721481841769
VIX.Index,0,-0.253044214799191,0.155922993509285,0,-0.423935163583391,0,0,-0.55954855892455,0,0.784980444287812,-0.00419796687509309,-0.657339659585941,0.405524226174296,0.147647360973889,0.293679620045383,0,0.64987033926304,0,-7.76370116351238,0
