,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.322399799566012,0,0.152090908432273,3.46944695195361e-18,-0.0573786409350374,0,-0.0412476265166557,0,0,0.0344920794732219,0.0198598550874128,0.0176708967869092,0.157620862128269,0.0578455971624311,0,-0.0917672778743754,0,0,-2.16840434497101e-19
ETH,0.766365993081025,0,0,0,0.0379871236109725,0,0,0.0405840417751017,0,0.359388558215953,0,-0.180502338689283,0,0.0993036484616697,0.0641708328057181,0,0.21084672971477,0,0,0.0243903764599349
XRP,0,0,0,-0.103173868077516,-0.15195907748322,0.234973485433098,0,-0.219722691217182,0.0403654595562853,0.813654834059265,0,6.93889390390723e-18,-0.0627064080745168,0.121311874175355,0.173660120716956,0,0.0367838719068878,0,0,0
BCH,0.516149375093519,0,0,0,-0.168637648183875,0.254639551216958,-0.286030186035247,0.272673947286253,0.108497477260206,0.157013947286692,-0.0676332732616026,0.10890565953844,0.473011919072863,-0.0764635524814413,-0.0926930100165503,0,0,0,0,-0.0958080724214956
EOS,-1.18531448595369,1.45508731616541,0,-0.0690664557243567,0,0,-0.591324112943103,0.323654215835564,0,0,0,0,1.30967732485288,-0.263716133705908,0.136048469375574,0,-0.508740048753165,0,0,0
LTC,0,-0.373590586512004,0.276903683452788,0.801926135571991,0.0656506725819859,0,-0.0212362579783821,0,0,0,0.0412556651814936,0,-0.195962046127695,0.193482388945542,0,0,0,0,0,0
XLM,0,-0.265391756438909,0,-0.853788257702208,-0.473841511948527,0,0,0.454072476533634,-0.119840704741512,1.48624742952066,-0.0787446658712605,0.577276481384827,0.760123919249375,0,-0.144285977851448,0,-0.141257526503233,0,0,0.120947401165596
ADA,0,0,0,0.243441137999251,0.0440910304855184,0,0,0,0.112188647784153,0,0.0161181963518395,0,0,0,0.487874778810255,0,0,0,0,-0.0333530214681315
MIOTA,-1.13485805139401,0,0.697365456454928,0.999520723138218,-0.0878560952045386,0,-0.424075600455842,0,0,0.774312449655199,0.00368563565357727,0.503136928880199,0,-0.211904140488927,0,-0.613715250482418,0,0,0,0.230554710957749
TRX,0,0,0.47955874840952,0.0538300724442109,0.0307753399453351,0,0,0.0611002149882101,0.0516905807284784,0,0.126319512481784,0,0,3.46944695195361e-18,0,0,0,0,0,-0.164847882173947
NEO,0,0,-0.30277838387629,0,0.0896228747657821,0,0,0.440638530174881,0,0,0,0.442059999140351,0.104611685155648,-0.434030533260732,0.375249466157682,0,0.419960546153068,0,0,0.0285346417044786
XMR,0.304129990973935,0,0,0,0,1.04894098013788,0.115365959958041,0.0376948689677614,0.0438995685661532,-0.277882983003101,0.202465137226299,0,-0.550845693517851,0.0316983907256032,0.141686652451105,0,0,0,0,0
DASH,0,0,-0.513902601169185,0.734533317441341,0.245341137072526,0,0.403118703765114,-0.231096643273893,-0.1596651589416,0,0,-0.0357489915700277,0,0.00760669883385128,0.208851523877923,0,0,0,0,0.0929090154366183
ETC,1.10747132552022,0.128857948623946,0.517421073601708,0,-0.126848669553355,0,0,0.11368716202601,0.0562134063495219,0,-0.190019040178539,0,0,0,0,0,0.279104385009649,0,0,0.0160646842549608
XEM,0,0.552342957239362,0.853940941100578,-0.452723666896472,0,0,0,1.00972005388131,0,-1.75636239417277,0.211108701441914,0.281350911539353,0.0483700751603457,0.0877210855546776,0,0,-0.802375108035803,0,0,-0.172940089471739
BV010082.Index,0,0,0,0,-0.0394986801784441,0,0.0511056705332516,0,0,0,0,0.0419845173735677,0,0,0,0,-0.208857365227912,0,0,-0.0172075766765935
CVIX.Index,0,0.682785367248241,0.188695843533364,0,-0.169738763874976,0,0,-0.161069705774098,0.0850311388923545,0,-0.0315320699543476,0.057001665368226,-0.0503770230032651,-0.147623035464042,0,0,0,2.05064778653843,0,0.147912921494869
DXY.Curncy,-0.215595805107558,-0.0112088876509772,0,0,0.00285754070605516,0,0.0217201650523196,-0.017389559819376,0,0,0,0,0,0.0457310905540684,-2.16840434497101e-19,0,0.128631259588622,0,0,-0.0170510468761226
SPX.Index,0,-0.0639242397932428,0,0.0178939688692669,-0.00752824779749964,0,0,0,-0.0526225571191014,0,0.0184492197983847,-4.33680868994202e-19,0.0260123456525454,-0.00727158324853848,0.0245238775994024,0,0,0,0,-0.0877293453775811
VIX.Index,0,-0.331560033057164,0,0,-0.180970373397244,0,-0.0615493518493863,0,-0.0587162842859838,-1.1842128020052,0.369454092532902,0,0.171271525582828,0,0.364528102001908,0,0.728903463777318,0,-3.44712256613095,0
