,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.020067274432099,0,0.775212418040667,0,-0.252855602193163,0,0.0623818034300126,0,0.0189778091546973,-0.0144476076391683,-0.0117444295173152,0,0,0,0,0,0
ETH,0.364840165269256,0,0,0,-1.38777878078145e-17,0.465384476268211,0,0.115283677133524,0,0.332359460115968,0.0166721294603557,0.018350756729113,-0.164896488981104,0,0.137266447785093,0,0,0.254271867064336
XRP,0.284125991013591,0.317377666623015,0,0,-0.105561954660605,0,-0.0504827836821786,-0.144404102982257,0,0.371574956492895,-0.136055035561478,-0.0605037288810545,-0.427822300491115,0,0,0,0,0
LTC,0.745146199983826,0,0,0,0.00959575797191523,-0.0220345612048158,0.120242939135262,0,0,-0.0700976920296908,-0.00254264496835022,0.00189622733380737,0.0133326276993645,0,0,0,0,-0.0251052191120474
ETC,0,0,0.418324113889771,0,0,0.0610470557198722,-0.287362416906738,0.647472240484269,0,0.180147604506771,-0.00386732031990085,0.0274496390708861,0.7447397380095,0,-0.532890362792631,0,0,0.50725789082287
XMR,-1.03895984454392,0.424017520547969,0,0,0.0170088265499916,0,0.672332612540494,-0.218139709993608,0,-0.097804796764257,-0.0620952930961995,-0.0161228806488388,-0.172022146702607,0,0,0,0,0
DASH,0,0,0,0,0.093300308294544,0.0860043117158877,0,0,0,0,-0.0922341402100667,-0.0768830781747245,0,0,0,0,0,0
XEM,0,0,0.395239818643837,0,0.159808164462801,0.175516277849762,0,0,0,0,0.0415151484242549,-0.0237069469162965,0,0,0,0,0,0.00346238798413708
DOGE,0,0,0,0,0,-0.0824902962015687,0,0.0252658978082549,0,0,0.00183677677576555,-0.0150399253067706,-0.0306785574075601,0,0,0,0,0
XLM,0,0.285774342584853,0.760595256005904,-0.680573990776267,0,0,-0.432465837808432,0,0.230515179765216,0,0,-0.00975610966521108,0.406826125344768,-0.325408316831252,0.0430532549168848,0,0,0.170041988679082
NEO,0,5.01806901036058,-1.34215117456672,0,0,-1.2864514282249,0,0,0,0,0,0.34344506392284,-0.353238134388079,0,1.05346538236638,0,0,1.32061187464758
ZEC,0,0,0,0,0,0,-7.23393201134074,0,0,0,-0.592295537195162,0,-0.821455566604314,0,0,0,0,-1.32440987900037
DGB,0,-1.55336177514428,0,0,-0.166723954878775,0.397984717933033,0.409113201244314,0.308331868493797,0,0.546734408492494,0.0382891097904459,-0.0615829332249604,0,0,0,0,0,0.150693129907774
BV010082.Index,0,0.00787476130650625,-0.00576927005211071,0.20803167543252,0.00837027137503412,0,0.0387064878149762,0.0504601035912231,-0.328381619739564,-0.0396782028680155,0.00970062296039848,0.000885538088932022,0.0115406577552068,0,-0.0244606612553719,1.60404572536191,0,0.0117498325057247
CVIX.Index,0,0,0,0,-0.0895658746518295,0,0,0,0,0.063742926808487,0.0202912370344967,0.00633742641556682,0,0,0,0,0,-0.0278890140849726
DXY.Curncy,0.0148158004397313,0.0251388846581669,0,0,0,-0.00849565111602385,-0.00527890385824827,0.0156251218067749,-0.017986191695728,-0.00453247838276921,-0.00110442319904948,0.000169241536357632,6.36414969688549e-05,0.150881583834434,-0.0429376186430202,0,0,-0.0283100001508523
SPX.Index,0,-0.0168172883931308,0,0,0.00653784108790151,-0.0255674259453651,0,0.0238169502380551,-0.021822398689984,0.0164569126461651,0.000992802603337912,-0.000181040810897067,0.002090413205074,0,-0.0549727196377479,0,0,-0.035423615869035
VIX.Index,0,1.38777878078145e-17,-0.360785361112523,-0.374769973741045,-0.00731602262749776,0,0,0,0,0,0.0168476554614561,-0.0422681843632944,-0.287868179647309,0,1.53418960556949,0,0,0
