,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.155236028568738,0.0703308539817604,0.0191010959911176,-0.0955413144695724,0.188528170812091,0.237155583646119,0,0.0804607802494381,0,0.276495756881318,-0.465682039808284,0.451581608886109,0,0,0,0,0.0651223462844566
ETH,0,0,0,0,0,0.958636209214495,0.286121205140684,-0.124578402223923,-0.472676197326816,0,0,0,0,0,0,0,0,0
XRP,0,-1.38777878078145e-17,0,0,0.708051472692016,0,0.136946187366577,0.218798620128011,0,-0.653022404754817,0,0,0,0,0.245478601616013,0,0,0
DASH,-0.205362517731481,0,0,0,0,-0.0800179931390216,0,0.123018350918234,0.23270985022804,0,-0.226284821367488,0,0.0588236685407636,0,0,0,0,0
LTC,0,0.0765657788370112,-0.0516116219264803,0,0,0,0.0995089712962221,-0.149539660635215,0.0411068176240993,0,0,0,0,0,0.270682457104951,0,0,0
XMR,0.38570897659115,0.380556601086506,0,-1.0842021724855e-19,0.140752562448579,0,-0.24899033235266,0.176726174263756,0.200915650041462,-0.107378352112453,0.0778753906244646,0,0,0,0,0,0,0
ETC,0.108388071095707,0.37971017862273,0,-0.189383366997014,0.406416559495842,0,0,-0.0568569621680051,0.394704992988644,0,-0.116066976162478,-0.247861108522701,0.265038095250433,-1.16909364720058,-0.0332246022901524,0,0,0
XEM,0,0,0.0669191268706761,0.458840619174345,0,0.415392379087073,0,0,0,0,-0.182644477754943,0.550348659707191,0,0,0,0,0,0
ZEC,-0.207670964639835,-0.366536144770492,0.0138769423340995,0.155066462590248,-0.0928235610133901,0.655359555015666,0.440311165458084,0,0,0.399420615078905,-0.206749453204459,0,-0.533540715314365,0,0,0,0,0
DOGE,0.283423914523327,0,0.256011442370932,-1.73472347597681e-18,0.242226101576611,0.417849922609347,0,-0.0719906348126559,0.491080125637892,0,0,0.0884741020944146,0.231050733339648,0.972789610490532,-0.477520595042254,0,0,0.451206114786045
XLM,0.623690324554644,0,0.0979092238996692,0.132468124293763,0.107297155469305,-0.194741954038517,0.537515663315467,-0.106785760088428,0.194827611357853,0.0226314209739959,0,0,0,0,0,0,0,-0.254440531056574
NEO,0,0,0,0,0,0,0,0,0,0.0297857184427404,0,0,0,0,0,0,0,0
DGB,0,0,-0.144760215276162,0.154390952860842,0,-0.055529985884722,0,0.319220897831572,-0.280168528677639,0,0.11644088994149,-0.0422290589329494,0,0,0,0,0,0
BV010082.Index,0.21334401691975,0,0,0.0876755754235511,0.0309018659760086,-0.10141178752287,-0.132116043443048,0,0,0.0188780535237647,0,-0.0870896166866893,0.0591553821750022,0,0,0,0,-0.0306402638719465
CVIX.Index,0,-0.0652401043422789,0,-0.166754987427457,0.0288337006391143,0,0,0,0.15035935925808,0.121437989163204,0,0,0.0693832534891584,0,0,0,0,0.193150127704076
DXY.Curncy,0.00847445732842279,-0.0111991134838035,0.00470518180941799,-0.0136623493537784,0.00400151848948063,0,0.0168918444068332,0.00663043679024151,-0.0032875214928779,0.00117711888593773,0,-0.0186871604278566,0,0.110748952804742,0,0,0,-4.33680868994202e-19
SPX.Index,0.0150597676480422,0.0119932536895911,0.0111110939840247,-0.00747528741947122,-0.00542346843546851,0.00553577528037954,0.00380421144388437,-0.0103949140233318,-0.00705038412169666,0,0,-0.00553449264546254,-0.00517513005330875,0,0,0,0,-0.09503117231388
VIX.Index,0.0328125711966656,0.0926203681849191,0,0,-0.123032620898678,-0.4909104144621,0,-0.0250290204530751,0,0,0.327355712920993,0,-0.189906066474607,-0.220143619764384,0,0,0,0
