,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.291442007704308,0.0448521385769515,0.402567542170408,0.444643855241658,0.0895053861209025,0,0.159997335042865,0.18892257380356,0,-0.17725606318952,0,0.249319389196919,0,-0.232525359252101,0,0,0.288080831957969
ETH,0,0,0.0562792701347718,0.410677327361641,0,0,0.328532467929821,0.170915860891272,0.0911522625549379,0,0.0217679023524764,0,0.26992401153833,0,0,0,0,0.356788199234292
DASH,1.72899662211543,0.0545464946185904,0,0.226389977484626,0,-1.07612144994097,0.595499247477229,-0.349882049192464,0,-0.781193146627461,0.305690963290853,0.454496022922136,0,1.93278734194046,0,0,0,0.634461897136609
XMR,0,0.454441072307877,0.054804323488057,0,-2.03985923824395,0,-0.489139988311886,0.413123206098445,-0.178856847876863,2.09938444120969,3.46944695195361e-18,0,0.0301266671685594,3.46766504660231,0.548822256508119,0,0,-1.11952481430899
XRP,0.400468111747899,-0.0140038456367522,0,-0.0445217504831044,0,0.0827848776952098,0.151318691522155,-0.0246648584709093,0.0139337152579786,0,0,-0.29286745415735,0,0.893295226617854,0.297403097943872,0,0,-0.294849421188412
LTC,0.2526864696982,0,-0.0197727096680205,0.0326438227409672,0,0,0.188510327984682,0,0,0,0.0796142351467938,0,-0.0762344881668048,-0.36333602723964,0.0839533485914274,0,0,0
ETC,0,0.0662722671623517,0.187101940745585,0.0393902266604419,0,0,0,0,0.0414829940108476,0,0,0.0491729078981563,0,0,0,0,0,0
XEM,0,0.62072357325134,0,0,0,0,0,0,0,0,0,0,0.17785680447561,0,0,0,0,0
ZEC,0,0.26403165795856,0.0983906819139373,-0.412556731974656,0,0,0.77356457015122,0,0,0.964671728438402,0,0,-0.286287880899296,0,-0.0724543021178912,0,0,0
DOGE,0,0,-0.0959578840995822,0.243726268519126,0.375062979231975,0,0,0,0.253061992952881,0,0.185041042498228,0.196640068638906,0.0632998993924148,0,0.129011056248579,0,0,0
XLM,0,0.247983167953526,-0.0556595393503211,0.206530292575539,0.249624003861206,0,0,0,-0.17667880708411,0,0,-0.00502224251177768,0.179198563554601,0,0,0,0,-0.188873147449277
NEO,0.914841627572939,-0.129717003514955,0.10132019128121,-0.163823282522649,-2.29722079026184,0,0.862667690036865,0.0406840831281002,-0.262866510399917,0,0.019137730032409,0,0,2.5208329586778,1.50076853402048,0,0,-0.764704361972905
DGB,0,0.138131176764216,0.315646582644182,0.124915410817049,0.333034497188668,0,0,-0.0606454171817785,0,0,0,-0.202504349039514,0,-1.60045121652961,1.54872342718789,0,0,-0.070806971684292
BV010082.Index,0,0,0.0211811683832351,0.104365659796995,0.577008510540266,-0.249863375431606,0,-0.00431499271568038,0,0,0.0579446287729712,0.0656706904304298,-0.154117258404363,0,-0.183024565206083,0,0,0.185468564699386
CVIX.Index,0,0.133799369319298,-0.157982768041729,0,0.746056970232232,0,-0.233205144245377,-0.0814211571129733,-6.93889390390723e-18,0,0.0257693580247859,0.103488191099894,0.0550317623855013,-0.753641872172508,0,0,0,0.904050040109099
DXY.Curncy,0.0676859594974085,0.00885476496888314,-0.00435378532086113,0.00880464096464989,0.0660137332324693,0,0.0239204695862586,-0.0305926746663204,-0.0153090202263877,-0.0405184938669662,0.00600133397630165,-0.0159136119950401,-0.016830187178152,0,0,0,0,0.0540568596116226
SPX.Index,0,0.00532871483991538,-0.00279168541694548,0,-0.0488100662328596,0,-0.0158576483368504,0.00175720482161143,0,0,0,0,0.0171864700563342,0,0,0,0,0
VIX.Index,0.172955098181622,0.134349359091773,-0.100167255205942,-0.269624408789753,-1.14096187856123,0.497708686899289,-0.122792476979412,0,-0.0206575422034378,0,0.0697451632932291,-0.050092675653834,0.108645137306929,1.39084583144511,0.879161904721034,0,0,0
