,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.0268774552278589,0.033896350491528,0,0.0208564884000232,0.0553442694414603,-0.00841460467782842,0,-0.0377295381830818,0,0,0,0
ETH,0,0,0.260240009199867,0.447788400860903,0.0484700397530427,0,0.287800796563825,0.0687130153333424,0,0,-0.14293853045507,0.774306414216607,0.196801653573509,0,2.65881480448135,0.303973620343076
XRP,0,0,0,0,-0.0419642916458791,-0.0841727176098693,0.71615917159712,-0.0743442166084242,0,0.241337714568393,0.436331314679364,-1.51474141135455,-0.183492724683729,0,0,0.0402925135893508
LTC,0,0,0,0,-0.0195707257828044,0,0,0.0333727673402739,0.0453134259567628,-0.0180120523920832,0,-0.0561333469271742,0,0,0,-0.0507288038901162
XMR,0,0.53332351986749,0,0,0,0.577113841545604,1.0281212603654,0.235589102990621,-2.93916772423566,0.027699572329264,-0.00381885577579913,-1.97608174589237,0,0,0,-0.0733561019509085
ETC,0,-0.526760081285446,0,0.128100547934151,0.0998162752890416,0,0.506766500397006,-0.0371433222050604,0.0859309557789128,0,-0.140085052537258,-0.413762465196912,0.305412266247008,0,0,-0.134190631223566
DASH,0,0,0.167076235991665,0,0,0.0896376148858741,0,0.0718713401242004,0,-0.0204417397048193,0,0,0,0,0,0.0491125328683036
XEM,1.33813292037827,0.861318342594537,-0.0171018137370598,1.75444934058059,0.236610725312535,0.162717233508903,-1.61526359717513,0,0,0.0772701388110031,0,0,-2.00631444573199,0,0,0.11681784571168
DOGE,1.21572652431661,0,0.164037349574826,0,-0.213387796222157,0.0662791055954467,0.0817009639213918,0.0726810820148092,0,-0.00514006758121068,-0.116054525948423,-0.231497843032735,0.523481187665631,0,0,8.67361737988404e-19
XLM,0,-0.089199991010078,0.863702730628178,0,-0.0448555081364331,0,0,-0.142043915358843,0,0,0.129132673710955,0,1.00149535661626,0,0,-0.0743744646771617
DGB,1.90362900275462,0.285753052273201,-0.430687908119074,1.42542121509668,0.109722033352595,-0.36934060411135,0,-0.166142099955548,-0.176702062734416,0.346305824548127,0,0,-0.539167886837533,5.25205392504327,-2.41400401797059,0
BV010082.Index,0,0.151342414957498,-0.140876934276356,-0.1791986866596,0.0164655973307125,-0.31460350824217,0,-0.0512287322246229,0,0,0.0980132273634499,0,0.0201330277764829,0,0,-0.114258315425304
CVIX.Index,0.0686665048136676,0.131349134281747,-0.154370766371066,0.0640800099023155,0,0.0366445621421099,-0.131454283024228,-0.187451677376701,0.502169855516766,0.102596409803832,0,0,0,2.58509701797897,-0.295082915439738,0.0863384889302714
DXY.Curncy,0,0,0.0151286672646712,0,0.00292976894790452,-0.00296788843224878,0.000783733591842735,0.0245000840478404,-4.33680868994202e-19,-0.00534714601836667,0.0178715163301569,0.028158338013333,0.123515254652094,0,0,-0.0136989240498708
SPX.Index,0.132022992889618,0.0526803431262076,0,0.0519647324913129,0.00999099307446126,-0.0177335652547755,0,-0.0187984899336783,0.00399748027931242,0,0.0147925225740798,0,-0.0611530962320115,0,0,-0.0784147380493558
VIX.Index,0,0,0.109497806125861,0,0.037790999811531,-0.707298139884881,0.168808963698247,0.0158927486848689,0.535640672770058,-0.116156623951561,0,-0.141315142294864,0.0851953833491442,0,-6.929940025348,0
