,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,BNB,MIOTA,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0407972960117609,0,0,0.30107973814164,0.168366793959967,-0.0418773380239548,-0.010921167483672,0,0.0510765785696016,0,0.110288583863809,0.200641122875758,0,0,0,0,0,0.026957795485653
XRP,0,0,0,0,0,0,0.00242120736803717,0,0.0848215501673459,0.148322572887812,0.0953435447547112,0,0.0461418116144132,0,0.338994873019623,0.135760902920229,0.0690043481226705,0,0,0.0347037943166133
ETH,0,0,0,0.416792711024023,0.0430861954537066,0,0,0.0314937466528518,0,0.0807117491730232,0.0968797579994863,0,-0.201661205296151,0,0.495674860365756,0,-0.0196132794034885,0,0,-0.0572570084040256
BCH,0,0,0.116939305418604,0,0.539666743656508,0.212130406175504,0.220749064601968,0,0.218806472129743,-0.510263479135736,0,0.129584653573844,0,0.20844622465769,-0.0523158922049239,0.0283781800276014,0,0,0,0.0129448478665946
EOS,0,-0.29569204173093,-0.0444529931052882,0.646466789914169,0,-0.0631720610007147,-0.215439890073,-0.00765752947920609,0,0.669455301413772,0,0.16068163256162,0,0,0,-0.0342717722273436,-0.213224958163927,0,0,0
XLM,0,0,0.109292878939604,0,0.279177252468689,0,0.0934764882582161,0.0787923471738678,0,0.0884146600765393,0,0,0.047040488416872,0,0,-0.12667414966604,0.00849923280155598,0,0,0
LTC,2.46213646044615,0,0.120692156675273,0.366121815564447,0,-0.302691192899596,0,-0.0100795208476487,0,0.102149580330425,0.104649790071084,0,0.0263266846576591,0,-1.20247598746154,0,0.182503539431277,0,0,0
TRX,0,0,0.25226565847757,0,0,0,0.206783404496817,0,-0.33351160513236,0.905645581290753,0.530640015765517,0,-0.505996647890232,-0.54402260209988,0,0,0,0,0,0
BSV,0,0,0.0193330133385791,0.253275462048852,0.42465390785697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146366975713439
ADA,0,0,0.195601896769195,-0.480818401171818,0.910167989495841,-0.194779022011817,0.397214098683071,-0.0387135082462137,0,0,0.149638268696862,-0.165543189224132,0,0.184959962203386,0,-0.11372131285842,0.0628017663730714,0,0,-0.0188606989451751
BNB,0,0,0.123342509737982,-0.235375897787237,0,0,0.125958627285616,0.180238887884113,0.234265116642128,0.089750729178847,0,-0.143296125351628,0,-0.377337130925301,1.17061767580377,0,0.0451688542676619,0,0,0.11385065716109
MIOTA,0,0,0.0207590724441662,0,0.247674863684475,0.0730582795348368,-0.148168432992816,0,0.114605294237454,0,0,0,0.0974698178283323,0.24542342967709,0.37385659034849,0,-0.132122050996799,0,0,-0.0503346919956115
XMR,0,0.826514472843315,0,0,-0.0883358041797751,-0.190527598084743,0.217422372155123,0.0114808244157603,0,0,0,0,0,0,0.45163333442991,-0.491709151534842,-0.0862416304729597,0,0,-0.0706310488344392
DASH,0.65759174150584,0,0,0.518634819015259,0,0,-0.0645126016709157,-0.143761543385574,-0.187038717978526,0.220255656026642,-0.0899447690427596,0.186181918856383,0,0,0,0,0,0,0,-0.066886969908494
XEM,0,0.0735868172983661,0.245727586880036,0,-0.0340658363100795,0,0,0,-0.0351404483867732,0,0.082407957136034,0.370016929391312,0.117997061004543,0.068172927516327,0,0.0383642883803585,0.0588529622701792,0,0,0
BV010082.Index,0,1.27343842875096,-0.322720497939015,0.298666438586915,0,-0.216024466188466,0.170722369843683,0.0141386952892044,-0.17977749853594,-0.156227120438652,0,-0.108870909773669,-0.521716916341065,0.163870261780655,0,0,-0.0544092575416087,0,1.16652791133849,-0.0971661597825474
CVIX.Index,0,-1.49406809073509,0.268065422477934,0.140516725251591,-1.03774551062729,0.548608859695889,0,-0.264316464006413,0,1.15082853176805,-0.178026865586502,0,0,0,0,0,0,4.43433643602684,0,-0.0479762630516615
DXY.Curncy,0,0.0735539910348491,0,0,0,0,-0.0318609820785778,-0.0234771639327142,0.00945313456710588,0,0,0.00813223581467521,0,0,0.0284033648205644,0.0316559101157537,0.0246018528944609,0,0,0
SPX.Index,0,0,0,-0.0329672654372647,0,0,-0.00253909097541726,-0.00982015340626345,0,0,0.0100332228952445,0,0,0,0.0507692067627749,0.278858932042484,-0.0262996224303832,0,0,-0.0531773215250592
VIX.Index,0,0,0,0,0,0.807494409696804,-0.547509389139591,0.219394471004031,-0.107670665619659,0,0,0,0,0,0,-1.31897487031103,-0.707029750761514,0,0,0
