,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.187500891225588,0.272076532059435,-0.226206127631856,0.194598107014201,0.0721622709674533,0.282371906859561,0.0611483034081845,0.00517055442794125,0.210643738823997,0,-0.0710459889170518,-1.73472347597681e-18,-0.511598745895376,0.178115655415376,0,0,-0.128947718636997
ETH,0.325675443718771,0,-0.174767027212921,0.175966038524869,0.0626226118018172,0.189701413401552,-0.169037565609712,0.0720456176797308,0.124208617356146,0,0.00408630566913495,0,0.108222402938312,0,0,0,0,0
XRP,0.70169586867334,-0.874212615533281,0,0.394704242823501,0,-0.118283248507786,0.124081397904722,-0.0363325442926061,0.769686105137558,0,-0.3270389486962,0.0830529188097005,-0.174274814465225,0.0583033490313841,-0.754740360904579,0,0,0
LTC,-0.20684937747045,0.512566307501593,0.213182345623824,0,0,0.0831144800361618,-0.167886233020395,0.0887180059344015,0,0,0.167102150478673,-0.0438585330778848,0.0702193581115423,0,0.588932351573091,0,0,0.0429156597552191
XMR,0.420420889014562,1.62428662688853,0,0,0,-0.397818391956198,0,-0.244242749339208,-0.873751478403849,0.326407066776274,0.404243080696253,0.00443953545491163,-0.201110736741078,0.208751810178435,0,0,0,-0.0851183056739864
ETC,0,0.436983679726461,0,0.159187666879298,0,0,-0.0162459305690412,-0.100803644083621,0,0,0.182007994689795,0.252312380167977,-0.200013686827669,0,0,0,0,0.252106428093217
DASH,0.468558221219374,0,-0.39764009323119,0,0.229059289836331,0,0,0.357600379250139,0,0,0.319011720686109,0.145874210686567,0.352875677169718,0,0.050281631433631,0,0,0.167221292790452
XEM,0,0,0.641881749040185,0,-0.410641006171874,0,0,0,0,0,0.178895566697634,0.0690120162647086,-0.0445716515289225,0,0,0,0,0
ZEC,0.0729869653636299,0.485440104704929,0.00924229198730817,-0.528702238271299,-0.240721497597735,0,-0.173662892661149,-0.112241896978322,0,0,0.679383040548041,-0.16085779222054,0.221517303761105,0.830881460598597,0,0,0,0.0771123691354737
DOGE,0.387047528351234,0,-0.183042560707406,0.232338439091128,-0.0072463789753692,0.0279051275556267,1.73472347597681e-18,-0.188326342817966,-0.428717540997225,0,0.229837262214905,0,0,1.12939889451672,-0.449304390254315,0,0,-0.14605423015002
XLM,0.053774078223701,-0.479150452638283,-0.350457118774873,0,0.224244748676857,0,0.297734117603103,0,1.13690562907385,0.121856472122591,0,0.251530451384509,-0.334790360255424,-0.668049391847862,0,0,0,-0.0588134543754524
NEO,-0.400299909358137,-0.749323369579556,0,-2.77555756156289e-17,0.330743973158468,0.544675577558667,-0.0803587400950497,0.260987112268355,-0.575208475989496,0,0.807021464233829,0,0.597437007280292,0.762262068536266,-0.491533952298204,0,0,0
DGB,0,0.00380062818336336,0,0,0,0.00148612223636374,0.331054785924603,0,0.941825652870347,0.264506518349045,-0.64833630684984,0.48941716615627,0,0,0,0,0,0
BV010082.Index,0,0.0842481209923645,0.0455348367629299,0,-0.0551352722198481,-0.0967194107046387,0.135619576559091,0.101002052435853,0.165572459215687,0.271032299570217,-0.173034839307319,0.074065401376466,-0.0845265082707622,0,-2.77555756156289e-17,1.21378917175357,0,0.0521764529984523
CVIX.Index,0.53856487937681,-0.471664946952154,-0.475736481727006,0.518673637023323,0,0.0483393129031776,0.0234281196958774,-0.07195201020118,0.144866790287581,-0.544241458452688,0,-0.0888327525063886,-0.056323399037471,0.968417054512152,0,0,0,-0.0184497260979637
DXY.Curncy,0,0.0141934687477571,-0.0783312571485709,0,-0.024403924538568,0,0.0228878757592124,-0.0299955786933747,-0.0183844996220322,0,0,0,-0.01106217716124,0.216037326241448,0.0448536233707996,0,0,-0.03723868728246
SPX.Index,0,0.0145985812423102,0.0138525992924343,0,0.00418779845106141,-0.0047138746575689,0.00493751288715043,0.0197109676947929,-0.0655523743530071,-0.00289997719724994,0.0298892840867563,0,0.0126450793911877,0.0367505024785057,0.000240909443281292,0,0,-0.0417142909665392
VIX.Index,0,0.611024480009062,-0.186003122266166,-0.0549444675312832,-0.355899358644534,-0.407960488445743,0.264082014196188,-0.134506274370435,0.140782159542628,-0.141564036954651,0,0.1289778216908,-0.316470978996995,1.35300097676555,0,0,-13.5883156190631,0
