,BTC,ETH,XRP,BCH,LTC,BNB,EOS,BSV,XMR,XLM,ADA,TRX,LEO,DASH,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0598319449993747,0,-0.215675693726121,0,0.529115520182395,0,0.524291330965459,0.151130084024521,-0.0998216438013085,-0.156741138512615,0,-0.0481914007777467,0.341378416186551,0,0,0,0,0,0
ETH,0.160929143862143,0,0.231279779219256,0.21513301191628,0.0167657524378043,-0.0529140403790133,0.145049734666377,0,0.0239759790443681,0,0,0,0.0305999941906823,0.30497785953228,0.0821289444731726,-0.0283077917511175,0,0,0,0.0355090185339878
XRP,-0.139150966233759,0.796042051218694,0,-0.0243930775137095,-0.42394518900545,-0.0540927536369246,0,-0.235450290191456,0,0.262872061645501,0.0568371569630142,0.501873005675985,0,-0.122136755152724,0.0267122046365524,-0.313104634775208,-0.0754868634006371,0,0,-0.0329391100055974
BCH,0,0.25066722898786,0,0,0,0,0.138324406668285,0.202873393105362,0,0,0,0.154935530453052,-0.0249048926003765,0.15184259620645,0.0591924046610416,0,0,0,0,0.0294963385666363
LTC,0,0,0,0,0,-0.00857373593961695,0,0,0,0.614556893080911,0.225465419737472,-3.46944695195361e-18,0,0.137726237639787,0.165719446511954,0,0.0594125323210762,0,0,0.027654038419847
BNB,0.149331989371832,0.255619203360737,0,0.0332696181077857,1.38777878078145e-17,0,0,0,0,0,0.141860176076152,0.0684970857364888,0,0,0,0,-0.0833646061409241,0,0,0.0152099305579863
EOS,0,1.38777878078145e-17,0.117252144950364,0.229367942403977,0,0,0,0.162674702635703,0.0876378597883204,0,0.403544808986022,0.0883056355352323,-0.149448338561029,0,0,0.184281593828889,0,0,0,-0.0309748800503157
BSV,0,0.122389448771854,0,0.110820369329918,0,0,0,0,0.0746047461126465,0,0,0.0686489504580017,0.142004765200649,0.253505067285873,0,0,0,0,0,0
XMR,0.455504035692303,0,0.0813342344715355,-0.241798630322067,0,0,0.565986048126708,0,0,-0.382670579219941,0,0,0.189503225836239,0.404714838444608,-0.203646011867965,-0.182157110617342,-0.119520108480031,0,0,0.00141947727510453
XLM,-0.0531113447359851,-0.165648689027856,0,0.415080688482943,0.425241172318508,0.163427493668041,-0.320558233449448,0,0,0,0.273614585622965,0.258105592007102,0,0,-0.261339951867763,0,-0.417312466400982,0,0,0.00751528253476979
ADA,-0.57905479715361,0,0.231586951748426,-0.170381751020873,0.592112394144635,0.220083197261971,0.430998099173699,0.112727975681724,0,0.141103971911089,0,0,0.143677720244124,0,0.0630715359761112,0,0.145278240602455,0,0,0
TRX,0,0,0,0,0,0.432080405778441,0.659074714403709,0,0,0,0.219798037389946,0,0,-0.16760783837621,0.168725225278926,0.0454976217922812,0.225764844925302,0,0,0.0284113726376789
LEO,0,0,0,0,-0.0918305316835443,0.00400260758178499,0,0.477669624598726,0.505678822822489,0,0.19934370071285,-0.240676071425808,0,-0.221557274560892,-0.0979454076479399,0.68804415297795,0.512115659096879,0,0,0
DASH,0.0515892647971656,0.368374748619134,0,0,0.341001505955903,-0.221831865370931,-0.114998946804851,0.223964180413223,0.273462361800128,0,-0.229569822471758,0,0,0,-0.0739283572079179,0,0.0283678010305699,0,0,-0.0369179359416142
ETC,0,0.130230073077895,0,0,0,0,0,0,0.200638503959369,0,0,0.0952162299295794,0,0,0,0,0,0,0,-0.0510904548470449
BV010082.Index,-0.533594013422546,0,-0.993189942212775,-0.328425107929304,0.15504799410301,0.0434220376324163,0.877736422392872,0,-0.204533869010049,0,-0.788491414342523,0.859362067041981,0.711531343147327,0,0.205598481036931,0,-0.327854511590831,0,0,-0.00825392017965342
CVIX.Index,-0.0748890950121717,0,0,0.438745323071181,0,-0.249706496608699,0,0.103250978618932,-0.204081833505262,-0.546930898059573,0,0.365771632504922,0.199529881510007,0,-0.241519134515493,0.0678371564373807,0,0,0,0.077418294173888
DXY.Curncy,0,0,0,0,0,0,0,0,-0.00386792051291848,-0.0100007008937287,0,0,0.0211125571819437,0,0.00544618337536783,0.0117225933939874,-0.0389922012332518,0,0,-0.000559963364013289
SPX.Index,0.0834581491606579,-6.93889390390723e-18,0.109162727115455,0.0438093610841713,0.0276520848627615,0.0256301672041274,-0.000543137539872631,-0.0430193349188489,-0.138607267039723,-0.086070344406109,-2.16840434497101e-19,0,0.0450477178558582,0,-0.0362568389993672,0.0841006832729441,-0.0567947008896037,0,0,-0.0848243877748788
VIX.Index,0.607892622891719,0,0.713655162960176,1.11383540847065,0.101720419086509,-0.170769638064905,0,0,-1.32907765219692,-0.0340355732455433,0,0,-0.353757051283924,-0.217220959417881,-0.353846039155434,0.578442771371097,0,0,-7.32305792781478,0
