,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0670575963417698,0,-0.0201704517038013,0.251342054039765,0,0.483998882150037,-0.108388428158027,-0.0853572967289991,-1.73472347597681e-18,0,0.0514091476863195,0,0,0,0,0,0
ETH,0,0,-0.0197832392604535,0,0,0.0441735113286823,0.409329976571517,0,-0.0828698803858091,0.0636274473640516,0,-0.0295109531821214,0,0,0,0,0,0.0330332170984708
XRP,0,-0.199704942142451,0,0.0885370758070002,0,0,0,0.127594924725587,0.16757651200612,0,0,0.185330832032147,0.104758944233256,0,0,0,0,0
XEM,0,0,0.375870830118354,0,0.144817986381061,0,0,0.0582781736341946,-0.147799430053025,0.419337500724901,0,-0.0625215786857092,0.0665964175718446,0,0,0,0,0
LTC,0.65496614892874,-0.237383030164692,-0.106773197969607,0.120738597384274,0,0.250103769311507,0.200344624041424,0.131123484038968,0,0.0120302338567517,-0.113650253471673,0.0243042262560631,0,0,0,0,0,0
ETC,0,0.613209622608296,-0.168309510463712,0.227067127604623,0,0,0,0,0.0589516296667509,-0.136926980751374,0.0617839735938265,0.00568120040025541,0.0783769714376733,0,0,0,0,0
DASH,0.386282494490104,0.213641721583598,0.00432702926237981,0.111700354125855,0.076026374896901,0.170971555294237,0,0.130227191807844,0.0998855095687908,-0.115539532632848,0.172044406433982,0,0.0273441618058207,0,0,0,0,0
XMR,0,0.210819048675488,-0.0337088750913501,0.153773142956269,0.233430182345025,0,0.745749294932222,0,0.0932020901580412,-0.126236943199638,0,0.0529092414199286,-0.294193620929103,0,0,0,0,0
XLM,-2.82459846083561,-0.917871794961449,-0.00021418313395173,0,0,-0.77509604036695,1.74414945139421,0.361284344936159,0,0.891203626607703,-0.640676812926681,0.0786482303071098,0.412672204600731,0,0,18.9856668841505,36.2973825304736,1.69458463495393
DOGE,0,0,0,0.274816993825845,0,0.295646581908762,0,0,0.126043384902963,0,0.326325999850202,0.0450807054301121,0,0,0,0,0,0
ZEC,0,0,0,0,-0.189186658404542,0,0,0,-0.0356206091044999,0.260668402620133,0,0,0.0398919462384561,0,0,0,0,0.0613366087972644
DGB,0,0,0,-0.527952160684827,-0.414429622682556,0,0,0,0,0.915374309232794,-0.378166847771125,0,-0.108539998211002,0,0,0,0,0
NEO,1.31024650784062,0,0.0482152037994834,-0.0486036219801338,0.561177177044114,0.666642641706155,0.978693873805776,-0.411720034832283,-3.46944695195361e-18,-0.123881179127,0,0.158800633514395,0,0,0,0,0,0
BV010082.Index,0.121937072013973,0,0,-0.0294887269006608,-0.0668778357156388,0.0401235885605871,-0.157642056512803,0.0452261587087012,0.0430802727818769,-0.0083129075840902,0.0507015474220197,-0.00880963014200775,0.0336853673470701,0,0.398606028926857,0,0,-0.0826828136559987
CVIX.Index,0,0,0.0462609337622823,0.025172525927929,-0.104825567957441,0.0301664822382277,0,0,0.0129363049725244,0,0.0387101378401879,0.0169589286179324,0.0462207538911883,0,0,0,0,0
DXY.Curncy,0,0,0,-0.00556162633069789,-0.0140985072191972,0.0220522196820982,0,0,0.00646325934827341,-0.00735254261269056,0,-0.00290264946096624,-0.00356763140188439,0,0,0,0,0
SPX.Index,0,0,0,-0.00266830476645378,-0.00326354081967279,0.00946825743168057,0,0,0.00332793116601837,-0.00713009193607668,0.00580590104627606,0.00431390511540752,-0.00151968547468058,0.0142756458329512,0,0,0,-0.0371847071439331
VIX.Index,-0.925281333891804,0.301615032151105,0.281862651378118,0.128575243815191,0.449006225272619,0.0627257822412097,0,-0.187574046940583,-0.170489243772757,0,0.0432313780693308,-0.14303601921464,-0.0690327670942222,-1.80791925305945,1.91388964977112,0,0,0
