,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0889126260363431,0,-0.0901356548645889,0.0317820795343717,0.116200573787666,0.0508173929799447,0.393676045395356,0.0671595927302218,0.16655385738771,0.176371122096818,0,0,0,0,0,0,0,0.00654585712532441
ETH,0,0,0.0119257420066244,0.015479650602327,0,0.213666401292852,0.0671773869477494,0.113042410991444,0,0,0.0946415560590017,0,0.0849749338452503,0.0949404311375243,0.145596481902834,0,0,0,0,0
XRP,0,0,0,0.0471220487469464,0,0.118861297233137,0.0929924240709687,0.308929919945512,-0.107446536177462,-0.045456567172341,0.143254460229935,0,-0.128310642242548,0,0.396619648182794,0,0,0,0,0.142654464551827
BCH,0,0.161259069209382,-0.0389853727922332,0,0.32326275814386,-0.178966119106226,0.117278190261864,0.00237702981967716,0.290195434177313,-0.0459263982912624,0,0.741332396231315,-0.236085393298307,0,0,0,0,0,0,0.0832320133632203
LTC,0,0,-0.174365117552482,0.600145971442778,0,0,-0.0965997817897349,-0.344794722581179,-0.0436223717825091,0.125103757659209,0.617065479156914,0,0,-0.569550765979648,0.5590097721807,0,0,0,-1.53179437615235,-0.0921263689762979
ADA,0,1.10882631222829,0,0,0,0,-0.212075997869992,0,0.0110096265954199,0,-0.149657597854526,0.32868861666461,0.293105973654627,-0.00518164130233786,-0.263811426185012,0,-0.768068493155331,0,0,-0.0623621285717465
NEO,0,0.880643540457194,0,0,0,0,0,0,0,-0.0299530289012665,0,-0.0486278274950587,-1.73472347597681e-18,0.0976829159965306,0.0720928867099022,0,-0.440301457266026,0,0,-0.12257788721372
XLM,0.345167651311146,0,0.589325116454479,0.116015492892959,-0.0017017636674438,0,0.0414673309299717,0,0.0256832782272591,0.172551932754586,0,0,0,-0.105000139298579,-0.0799458254655581,0,0,0,0,-0.106451342726575
EOS,0.76969362580011,0,0.347768474791794,0.20515534241187,-0.0574836080300535,-0.050512149443606,-0.157097293155591,0,0,0.00208199330984273,-0.32175536898815,0,0.561960845779667,-0.124217314715175,0,0,-0.266142916135288,0,0,0
XEM,0,0,0,-0.243319390767525,0,0,0,0.753739371035499,0,0,-0.772766873843392,0.0748801337512343,0.200891513521039,1.05897893439335,-0.242442998555904,0.655536560240035,0,0,1.61003760290637,0.1355761460446
XMR,0.966560550407707,0,0.605204679779297,0,0.670828483686058,0,-0.119360515208068,0.15941108839887,0,-0.194887668936995,0,-0.418869116075884,0.00732682290005141,0.407229428572459,-0.634512146659289,0,0,0,0,0
DASH,0.207394418359065,0,0,0.501573644476258,0,0.1350728523337,0,0,0,0.0989014710694592,0,0,0.0503360944539285,0.158659042276717,-0.194360931295715,0,0.374981653465886,0,0,-0.156820033339371
MIOTA,0,0,0,0,0,0,0.12339752791705,0,0.328246280671766,0.0751131854494303,0.30477085110667,0,0,0.083152830874909,0.183519333951103,0,0,0,0,0
TRX,0,0.684785179288928,-0.203439766583708,0.450735260513178,0.127809657375912,-0.254954199470897,0,-0.36644804836024,0,0.163248817518431,0.22858098610352,0,0.115512031706434,0,0.182733996133172,0,0.417145151397461,0,0,0.188833701113891
ETC,0,0,0.704684525264283,0,0.111571841122794,0,0.135072543585473,0.27710051628328,0.31885386171511,0,-0.48283643833052,-0.591111509724623,0.0959309222218301,0.57864006824499,0,0,0,0,0,-0.16803983652669
BV010082.Index,0,-0.108561924585048,0,0,0,0,0,0.107571115194307,0,0.0514092998326651,0.0193348779511058,0.0862293208425666,0,-0.0640819078513264,-0.0106655227584956,0,0,0,0,-0.0622681346918869
CVIX.Index,0,0,0,-0.0342337315115942,0,0,-0.0515984803351157,0,-0.171775251954334,-0.2426143861324,-0.088917322147037,0.501805277050495,0,0,0,0,0,0,0,-0.0171843051442634
DXY.Curncy,-0.0345967579602601,0,0,0,-0.0375473391665042,0,0.00298231078169601,8.67361737988404e-19,0,-0.00486945166720615,-0.0192215068573326,0.0482772161502548,0.0441403787006307,-0.00433976571012587,0,0,0.0220969947783757,0,0,0.0197797946147741
SPX.Index,-0.0467235806566864,-0.0531409464402554,0,0,0,0,0.0510518881071865,-0.0441977754351952,0,0.0409651076692111,0.0590535030515685,0,0,-0.0157494435615406,0,0.156444984507283,-0.0561475728599749,0,0,-0.0849774303453499
VIX.Index,0,-0.779991589061011,0.570634439737439,0.751134461481809,-0.781002772595218,0.0884785506802084,0.0718161541300198,-0.693366412284781,-0.0811121610500413,0.337320858000893,0.621571789230848,-0.653109665332953,0,0.116736640563414,0,0,-0.39449761762597,0,-4.76838160694059,0
