,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.206558727548029,-0.148269008513215,0.042737579046915,0,-0.0906189415249636,-0.088079673645676,-0.239291762298063,0,0.00376913590690662,0.127853050822581,0.0297248907232202,0.156131729064186,0,0,0,0,0
ETH,-0.565549057424317,0,0,-0.0884979033475614,0,-0.0207626251987595,-0.473137783799754,0,0,0.0238833330168145,0.0149663548504394,0.118025422399569,0.0836185644978639,-0.565912657297879,0.242734471306058,0,0,0
XRP,0,0.183215497750317,0,-0.0232967490903742,-0.0436002203694714,0,0,0,-0.111707849794542,0.101152379833953,0.0661532858044885,-0.0249205824470152,0.160524596643091,-0.156788649600718,0,0,0,0.0781119978002899
LTC,0,0,-0.276228879786411,0,0.127430643259145,0.242163861328209,-0.506344255679196,-0.0734564789600118,0.234113654669656,0.0704136018770178,0.0918828178814824,-0.087455395051444,0,-0.501852360658142,0.365364315502331,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0.0221737732088299,0.0247996793770517,-0.0982892430226894,0.369522016052706,-0.128540708904604,0,0,0,0.0871560108785801
ETC,0,0.8591676817444,-0.627645344024791,0.247530211820748,0,0,1.33436741672752,0,0.108253037701187,0.0627746645269378,0.1611923475658,0.168685400870252,0,2.03317470750535,0,0,0,-0.327611894767345
DASH,0,-0.478590324650717,0,-0.083211858312085,0,0.337867932830326,0,0.168801279063482,0,0.0542169067191397,0,-0.0343942431845715,-0.0559242308808363,-0.895386114153086,0.540847226792556,0,0,0
XEM,-2.74544215300502,-0.488135134962591,-0.435965181435193,0.0446824618438282,-0.0369725951753717,-0.0731099018943289,6.93889390390723e-18,0,0.334938196292085,0.0566841150180861,0.428976266972527,0,0.450314397246064,-0.225888073375321,0,0,0,-0.0901953879506493
DOGE,0,0,0,0.297334909065347,-0.118713361566045,0,0,0,0,0.0229563672341461,-0.0160030145849176,0.0425185790962153,0.045071864213204,0.0357972772654814,0,0,0,-0.275362744368756
XLM,0,0.477189111837156,0,0,0.533236251820741,-0.100927057709892,0.498991425385073,0.988042937697346,1.13937032962653,0,0.0798550646345178,0.378312009129811,-0.219201038235761,0,0,7.61040226998121,-5.3674855371358,1.18603441821613
ZEC,0,0,0,0,0.182713294811062,0,0,0,0,-0.0120497042977436,0,0.179498353549785,0.51002330345539,0,0,0,0,0
NEO,3.57256916809465,0,0.38153602627277,-1.74725020608076,-0.444262402944335,0.564988128250107,-0.440393924774737,-0.894866120550936,1.08402591799565,0,0,0,0.586169263826659,-1.31997596027948,0.743704717643084,0,0,-0.139666587367589
DGB,3.45815605422386,1.00672938323842,0.895723952129542,0.203023225328193,0.27731014918266,0.513499276627189,-1.38777878078145e-17,1.28144919785712,0,-0.199438991856354,-0.324500421097857,0,0,0.755221504016752,0.817801431634205,0,0,0.388062873360173
BV010082.Index,0,-0.113161054671388,0,-4.33680868994202e-19,0.0357022304354262,0.19802183884693,-0.473988073003618,0,0,0.0642925413431505,-0.034145008521829,-0.0502974998702652,0,0,-0.17006362770102,0,0,0.0308803953757901
CVIX.Index,0,0,0,0.185634485152659,0,0,0.262176839652397,0,0,0,-0.0390674871645372,0.050359320764631,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.0039308914134682,0,0,-8.67361737988404e-19,-0.0136110819018627,0,0.0181400839303665,-0.00103345637340888,-0.000287816201640844,0.0101612617833694,0,0.0503181803924106,0,0,-0.0620187424347201
SPX.Index,0,0,0,0,0,0,0,0,0,-0.0171150329383936,0.00268159590423231,0.0150877974408782,0.00869008621808302,0,0,0,0,0
VIX.Index,0,-0.251049712196033,0.637251969629227,0.194265102643879,0.126917822770261,-0.0471670167648107,0.29875181070731,-0.105296149130283,0,0.182857770871572,-0.0836818905331198,0.0384433561900597,0,0.341370287822254,-0.760924628120771,0,0,0
