,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,BNB,MIOTA,XEM,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.216521402673932,-0.230240108481695,0.0827305117487569,0.0353125643257176,0.00173687514048988,0.0643861751876418,0.28171286985372,0.0823358223883,0.0587047287471407,0.229292892729709,0.157927246099139,-0.0931281354424063,0,0,0,0,-0.0126865418716578
XRP,0,0,0.274158505229805,0,0,0.0794064945297937,-0.0532550770662407,0.11272212690822,0.0365033879607986,0.115355697953379,-0.127136929356777,0.14021396535823,-0.0291951799110879,0.140245098603236,-6.93889390390723e-18,0,0,0,0,0
ETH,0,0.433047055304266,0,2.16840434497101e-19,0,0,0.0136165056058496,0.112627884355457,-0.0267644010678539,0,0.415328223155328,0.0482479838436565,8.67361737988404e-19,0,0.0646021116463195,0,0.532727137851853,0,0,-5.42101086242752e-20
XLM,1.0647146018907,0,0.143939018684897,0,0.147611062839861,0.0210117615544715,-0.0532216758716796,-0.0359216091907418,0,0,-0.0235415147319248,-0.0262748240013097,0,8.67361737988404e-19,0,0,0.0123832647866947,0,0,0.0541718020048429
BCH,-0.987505437296917,0,0.150204578102542,1.38777878078145e-17,0,0.749384268275902,0.152787727480144,0,0.0256887894746,0.235888452294043,0,0,6.93889390390723e-18,0.816889039856573,0.0509001221427394,0,0.0732002821898519,0,0,-0.0675534572296082
EOS,0.760563919707496,0,0,0.0648024439132543,0.220276898939206,0,-0.0271973145362445,0.383162958530538,-0.443375403814667,0,0,-0.0469131289241004,0,-0.595216717235685,0.736906964262893,0,-0.191883592872145,0,-1.25274274530287,0
BSV,0,0,0,-0.53614101337881,0.909090301555028,-0.386527526094769,0,0,0,0,0,-0.0629194282324864,1.50417162264503,-1.00730369606436,0,0,0,0,0,0.500560852502308
LTC,0.557688973997671,0,0,-1.38777878078145e-17,0,0.189144771440369,0.083488817467011,0,0,0,0,0.107851458210494,0,0,0,0,0,0,0,-0.156130321443834
TRX,0,0,0,0,-0.252722710141506,-0.240625230367092,0,0,0,0.424915692887161,0,0.141663412123361,0.683798994071419,0.255834100069596,0.0100933549005952,0,0,0,0,0.05446884902479
ADA,0,0,0,0.0629375849317361,0.14313082245174,0.169587990614955,-0.0827136565443574,0.425460124138851,0.47741044128147,0,0,-0.12232499826417,0,-0.111261300073884,0,0,0,0,0,-0.0116039397726119
XMR,0,0,0.754575599663601,0.191726828018165,-0.135537943685162,-0.0668072615660577,-0.0569843052523287,0,0,-0.193210273279743,0,-0.240057850890268,0.172881788317726,0.235904587849479,0.288853441660319,0,-0.994043081311423,0,0,-0.0508314545523582
BNB,-0.255669526717362,0,0,0,0.624127367789434,0,-0.138236916015577,0.422271305893211,0.199659348685888,0,-0.078534739681273,0,0,0,0,0,-1.52727826087744,0,0,0.554255657882191
MIOTA,0.802598618235393,-0.56138936975874,-0.319624747596815,0,0.146166525015078,0,0.0662943777858514,-0.142864134190112,0.240634490254419,0,0.494139936296734,0.166370424735686,0,0.0173408688529909,0,0,0.463499040623819,0,0,0
XEM,1.24029909484984,0.649983697190186,0,-0.30930175449873,0.382774237808584,-0.571619157987817,-0.0627338122980291,0.0454206474915187,-0.312040474029949,-0.37400169429217,0.37103681972133,0,0,0,0.208404470209557,0,0,0,0,0.206661514668152
DASH,0,0,0,0.571996489078772,-0.233206250608789,0.0932913818361992,0,0,-0.0216782407439543,0,0.675210873322084,0.130081472717639,0,0,0,0,0,0,0,0.106113826271173
BV010082.Index,0,0,0.0729198818019501,-0.1680780359763,-0.0264590104931901,0,0.00389647232313376,0.110720936022801,-0.0276919199189963,0,0,0.0998220413758025,0,0,-0.0742640946624372,0,0,0,0,-0.0573022295232148
CVIX.Index,0,0,0,0.0924847427649289,0.141827613378997,-0.129608437125971,0.0143941309597494,-0.100546247176086,0.0636283758311907,0,0,-0.108834059140898,0,-0.0338178212630489,0,0,0,0,0,0.109208813459213
DXY.Curncy,0,0,0.0205085569057791,-0.0439345004383517,0,0.0072004412678574,-0.00252264070389018,0.0469038383389979,-0.0213853317502302,0,0,-0.00552541219912779,0,0,0,0,0,0,0,0.00496318433221036
SPX.Index,0,-0.0915670001697433,0,0.0169709055730836,0.0652034816905304,-0.12114367960014,-0.0090175284352336,0.0835860097570309,3.46944695195361e-18,-0.0022690332087632,-0.0479213069674979,0.00395294698495565,0.0952327700671493,-0.0563155392764523,0.0215231436428745,0.0324179121543078,0,0,0,-0.128597127403444
VIX.Index,0,0,0,0,0.190454567866663,0.0685285610974179,0.0925004709112484,-0.183262902551226,0,0,0,0.00833983415506338,0,-0.472680101216866,0.189810599115237,0,0.875929373850509,0,-0.212967256848486,0
