,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0121986304147685,-0.198981536929275,0.362029099418312,0.464522619536831,-0.0988830010625948,-0.0414937426135015,0.0587181944898613,0,0.0525656620647169,-0.0161777342740447,0,0,0,0,0
ETH,0,0,0,0,0.0251767964492063,0.0287628526194476,0,0,0,0,0.156207924061507,0,0.08555297732564,0,0,0,0,0
XRP,0,-0.187860744535924,0,0,-0.104525796313251,0,0,0.156862108725531,0.500056300181287,0,0,0.131034729340673,0,0,0,0,0,0
XEM,0,0,0.245249414719688,0,-0.0942509553051822,0.222306757981151,0,-1.38777878078145e-17,0,0.39850808478305,0,-0.0580664511010949,0.0910028319640621,0,0,0,0,0
ETC,-1.38816097841415,0.3042558729158,-0.506255825677429,-0.227853508448987,0,0.56944777585273,0.399116265307416,0,0.256746019826077,0,0.146067205583108,0.111633998285102,0.290740791559017,0,0,0,0,0.399897898987449
LTC,0.314959566391317,0,0,0.14222736902804,0.25586593698835,0,-0.429857537956878,0.644142700983079,-0.31742934195343,0.0138415125845858,-0.0301895769560506,0.0589558819059679,0.221993205177762,0,0,0,0,0.0386770858700344
DASH,0.42243773498343,0.218981589056306,0,0.0621251612874367,0.105741480934981,0.171052241679691,0,0.0535805324749447,0.1478444988396,-0.128592909611385,0.379075992019058,0.00295438986185115,0,0,-0.341088660615227,0,0,0.156150316879374
XMR,-0.187184370303528,0.152021186348894,-0.125565152582012,0.143138289566655,-0.311407711148842,0.181930226994741,0.653407457656675,0,0.123494604106349,0,-1.38777878078145e-17,0.0455248924940403,-0.100814119523367,0,0,0,0,0
XLM,0,0,0.0661523985506664,0,0,-1.0199513710633,0.281535886952896,0.847570716453745,0,0,-0.390036810845807,0.147054704853916,0.349618500432381,0,0,0,0,0.144260676858758
DOGE,0.958220885062669,-0.156200778241119,3.46944695195361e-18,0.550661373085432,0,-0.175401062474261,-0.0759608795598866,0,0.0265629663577483,0,0.180970814405173,-1.73472347597681e-18,0.0637627928394742,0,1.8404878882138,0,0,-0.671689689665644
ZEC,0,0.436856460825395,0.122236361071909,-0.00495264453882852,0,-0.0485338600440463,-6.93889390390723e-18,0.264840996215154,-0.0715913953937386,0.116869258569223,0,0.0170149599921857,0.114070634506751,0,0,0,0,6.93889390390723e-18
DGB,0,0.350247476238634,0.34506627252058,-0.545903444340992,0,0,0,0.427536780430371,-0.221013509096382,1.0103173195533,-0.478668771389665,0,0,0,0,0,0,0
NEO,0,0,0.446516537939567,0,0.95796153296409,0.27919235078325,1.15537399798956,-0.203372318498544,-0.194387687600316,-0.229954696858885,0,0.0911757718227833,0,0,0,0,0,-0.0407842658633927
BV010082.Index,0.00565091790649182,-0.0469736980352081,0,-0.0148325502673902,0.0796494729960238,-0.0779399270045714,0,0.0265003866309162,0.0246659597948057,-0.014959060091746,0.020888606475216,0,0.00398977510007318,0,0.358029621479517,0,0,-0.107534309144818
CVIX.Index,0,0,0.0140400959965689,0.023628824252547,0,-0.0776261762884569,0,0,0.0343268226600938,0,0.0439031494029104,0.022830415198909,0.0580187519465018,0,0,0,0,0.0399798128363493
DXY.Curncy,0,0.00464815945642207,0,-0.00405769851980454,0.0223540622407303,-0.00685421874301385,0,-0.00469804270003265,0.00813907522243666,-0.00991991494275688,0.00667418002658599,-0.00263677926076734,-0.00607125151340124,0,0,0,0,-0.00340944150191633
SPX.Index,0,0,0,-0.00223306738531284,0.0108397206821695,-0.00191915141976182,0,0,0.00495479939149663,-0.00769337215984369,0.00384039610388531,0.00422278250042379,-0.00232041731463874,0.0114854485418565,0,0,0,-0.0384030322286308
VIX.Index,0,0,0.211004863958326,0.192362774000009,0.39689934892424,-0.195550600093442,0,0,-0.0992480663144592,0,0.0155448124559624,-0.171195528012718,-0.179843395006912,0,0,0,0,0
