,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.132475234688527,-0.0964563986377647,0,0.999700842023501,-0.0582829138946338,0.178932052381762,0.127046771327307,0.0878246436170906,0.176886726238823,0,0.13085805147941,-0.101475671667281,0,0.523334105767947,0,0,0.0331743560276834
ETH,-0.566594976163714,0,0.0670957540613408,0.193016322342124,0,0.212095631456143,0.461040603342318,0,0.270609203209831,-0.478635831696793,-0.282666153161047,-0.236777204634928,0.108962278002178,0,0.311301076248559,0,0,0.372948555246639
DASH,0,0.0251889207518878,0,0,0,0.746761479838895,0.590733651821775,0.10954145142782,0.00453532782251957,0,0,0.289603106508268,0.196049270151885,0,-1.28044850258318,0,0,0
XRP,-0.165653318998462,0.257557067198801,-0.0136098578345115,0,0.241626756037216,-0.075284144759332,-0.185396604695572,0.102983954835455,-0.215103648203351,0.858914615558096,-0.323903737504594,-0.208866943932978,0.00233622123964344,1.00299750797765,0,0,0,0
LTC,0.326400564176695,0.0289228574521374,-0.009884582137612,0.0689471587401614,0,0,0,0.0386773402916181,-0.0270495672167789,0,-0.0126830541452186,-0.0304759247536048,0,0,0,0,0,0
XMR,-0.202826738574129,0.571116739632205,0.0986206994562019,0.0625659876802747,0,0,0,0,0,0,0,-0.102421667572851,0,0.447842151932594,1.40030099851216,0,0,0
ETC,0,0.553269129088348,0.292111035416257,-0.10733507476745,0,-0.0266484772910854,0,-6.93889390390723e-18,-0.146119246227036,0.509479119544109,0.0866080875641732,0.484923391936427,0,0,0,0,0,-0.33651966805781
XEM,2.05162443761957,-0.0773262350003793,0.180612288334516,0.305163996482576,0,0,0,0,0.224906984639445,-1.26922874041523,0,-0.511997096556826,0.318769288880795,1.03256401553492,-1.44867060036607,0,0,0.341120129312761
ZEC,0,0.413191203259384,0.235078572070742,-0.721854170398774,-0.315648170658442,-0.361872201654734,0,0.404303222091604,0,1.59576441649362,0,0,-0.165950857937309,0,0,0,0,0
DOGE,1.2903809520194,-0.00388650930832903,0.109879826186103,0.610633061578494,-0.444508551478621,0.163290377292735,-0.230631635654539,-0.369914477761173,0.143870052670321,0,0.079317785273768,-0.0756206843627904,0,-0.347846971981816,-1.02126614645007,0,0,0.162456056658686
XLM,-0.284371658658957,0,-0.0295091296439001,0.211058646579529,0,0,0,0.0680588246668486,-0.14806382089022,0,0,-0.110813581562599,0,0,0,0,0,-0.0157239774192299
NEO,0.452927306629903,-0.0956693923273045,0.0886299317035942,-0.7526317958319,0,-0.4053506520858,0.535000685636258,-0.488346317912753,0.0383662734076211,0,-0.199743210750627,0,0.173317453613071,2.20346940123168,0,0,0,0.485539974500471
DGB,-1.92760631015679,0.211248491140844,-1.38777878078145e-17,1.31598422208132,0,-0.0374770556424054,0,0.543050261360916,0.101462151210437,0,-0.515025588953456,0.44991008130274,0,-2.38287442960933,1.1303075919559,0,0,0
BV010082.Index,0,0.0574455056495993,0,0.456442889746021,0,0,-0.0530667296018617,0.0571919746533188,0.0891225164926465,-0.244424918943432,0.172472690166288,0.265975255238212,0,0,0,0,0,0
CVIX.Index,0.682244973729127,0.0631942959527671,-0.016728837076731,0.262512238415811,-0.74691192976246,0.0750491835804554,0,-0.16581285213422,-0.0124721333886332,-0.317393995443762,-0.0989329091908629,-0.147775537921821,0.0273935651993321,0,0,0,0,0.1267907216638
DXY.Curncy,0,0.0245366935499283,0.00993300755355237,-0.00405841721592525,0,-0.0385051304621521,-0.0181714351146168,-0.0178015877891477,0.00366572658850742,-0.0302709519211422,0.0109765093093182,0,0.0037278491518904,0.167048914165106,0.112432711291498,0,0,-0.0348347480833774
SPX.Index,0,0.0574425243242666,-0.0135687180267251,0.0119333014819508,0.154558892253306,-0.00234975693088088,-0.0817818679726207,0.0101684601682474,-0.00988858482247649,-0.0549700243926897,0.000828969123702884,0.0158227317889653,0,0.0274347775352364,0,0,0,0.0164465416768542
VIX.Index,-0.192921687562614,0.613717041360794,-0.335479656379258,-0.108563975165339,-0.835832294534937,0,-0.428838232164236,0.203715038892581,-0.105318105359577,0,0.515607368191831,0.680390622192056,-0.135914416825708,0,0,-3.91428410837473,0,0
