,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.454713569267276,-0.0567008770011332,0.710182391926837,-0.04407225878088,0.243445295240512,0,0,0.207653247925847,0,0.0260397296326355,0.196068549647551,-0.0381822045951965,0,-0.0248695225012093,0,0,0,0,0.0501198442122905
ETH,0,0,0.0856495529898382,0.37258467315115,0.00301676526209648,0.0988041251221431,0.189139480737594,0,0,0.0386269748273604,0,0,0,0,0.010350852564162,0,0,0,0,0.0190257521269352
XRP,0,0,0,0,0.364840918329518,0.126286985021757,0,0.409013180668537,0,-0.0495536270359547,-0.112049872483392,-0.19229261540227,-0.0268748187097489,0.346223111239925,0.102320725272458,0,0,0,0,-0.0491184705973309
BCH,0.163231742618066,0.163121157645776,0.234174705680621,0,0.0531337367481887,0.130827562769726,0,0.186222527843631,0,-0.188136851743253,0.134675171815405,0,0,0.314217229159914,-0.0563884741885547,0,0.329906876260277,0,0,0.0173042121927795
LTC,0.383632175393662,0,0.258910171184812,0.250529677471563,0,-0.148106706842073,0,0,0,0,0,0,0,0,0.165329457322682,0,0,0,0,-0.0446961524306142
NEO,0,0.572014497958684,-0.0644040060963606,0,-2.16840434497101e-19,0,0,0,0,0.108828009552629,0,-0.017365137515622,-0.0611191856730224,0.145585203401816,0.176540225970071,0,-0.763731046865234,0,0,-0.111114426234303
ADA,0.391665449332863,1.32722977933177,0,-0.5678606401977,0,-0.371423248691218,0,-0.0537674576160417,0.1271611195363,0,0.809476497065214,0,-0.0893575742497697,-0.295168271192563,0,0,-0.678211418714157,0,0,0.0225926312866257
XLM,-0.232735137156479,0,0.211258583056185,0.802731433565806,-0.463876890086536,-0.0177759538324027,0.0753908851553963,0,0,0.49949596737908,0,0.0685712023117357,0.301795912293091,-0.488299421543107,0.0795700328988754,0,0,0,0,-0.109072330681105
EOS,0.596585855112989,0.704160965373864,0.285182229946573,0,0,-0.103098448593353,-0.30790831981644,0,0,-0.167325937719834,0,0.450913414569641,0.0948797176335511,-0.355534727526753,0.0340035583860764,0,0,0,0,0.110842398384501
XMR,0.26278457485347,-0.947719852507905,0.0520022136640111,-0.427162262699009,0.636005590703581,0.1164526795853,0,0.849280819106714,0,0,0.402927670496267,0,-0.67757204455884,0.786393454903332,-0.115071843669308,0.227670818249916,0,0,0.573136674213355,0.260551937843168
DASH,0.260272063988539,0,0,0.205298409657036,0,0,0.165970951125678,0,0,0.109712348456691,0,0,0.27079155596817,0.0527956161054532,-0.0621957847107345,0,0.543805687005712,0,0,-0.0789219448152499
MIOTA,-2.16840434497101e-19,-0.128126867192294,0,0,-0.0331235511951957,0.0541599272645596,0,0.053149907113248,0.610307093610231,0,0,0,-0.127133491818,0.549302801890002,0.00468319987850671,0,0,0,0,-0.200788547021826
XEM,0,0,-0.136466667599058,0,0.040679716703001,0,0.4238886683541,0,0.233039065890809,-0.500390819855605,0.256899793111396,0,0,0.791778862337803,-0.144074590795386,1.06822821099624,0,0,0,-0.0821429435654662
TRX,-0.112868606175438,0.895184878156426,-0.0513205927647478,0.179374636658621,-0.143189304546214,0.0788384707513832,-0.203971431125054,-0.358131740773148,4.33680868994202e-19,0.313966818735721,0,0.198112490566097,0.351799261608261,0,0.0677019122836591,0,0,0,0,0.0931703078450949
ETC,0,0,0.782945220150808,0,0,0.180886805610674,0,0,0,-0.198077258049299,0,0,0.0984054129470878,0.179065772783068,0,0,0,0,0,-0.140964227499121
BV010082.Index,0,0,0,0,0,0,0,0.0115227179958369,0.0456645722085733,0.0884475195515619,0,-0.00974344600770689,0.107504729355052,-0.176729586245081,1.0842021724855e-19,0,0,0,0,-0.0325371567704372
CVIX.Index,0.0870343254530279,0,0,0.044312351894709,0.0540022371528447,-0.114260428869435,0,0.0803971451705572,-0.163314777707743,-0.135189797220454,0.342314675041589,0,-0.0797182522967877,-0.0604933973464589,-0.0466990961410608,0,0,0,0,0.048051871978
DXY.Curncy,-0.035646770813801,0.0229217478993762,0,0,-0.0283315642402013,0.0171962604639402,0.0267518422685645,-0.0396209195481827,0.0450572783076044,-0.00396872852540075,0,0,0.00634533845379833,-0.0192724175213461,0,0,0.0819667355392747,0,0,0.0194472100399935
SPX.Index,-0.0229704088472618,-0.145056260508736,0.0521279450385172,0,0,0.0497233331921008,0,-0.0924374596916734,0,0.0807894113278626,0,0.0634990869320476,0.064654644055255,-0.0488731458695048,-0.0187001975601227,0,-0.0433493041079851,0,0,-0.126338839458001
VIX.Index,0.467225659724626,0,0.573636350992837,0,-0.905289376455198,0,0,-0.92401241141148,0,0.594969656620191,-0.301370044667473,-0.495155096399492,0.251690779579471,0.327943990591191,0.232294426212191,0,0,0,-4.08933057146081,0
