,BTC,ETH,BCH,XRP,DASH,LTC,XMR,NEO,MIOTA,XEM,ETC,EOS,ZEC,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0928665295743613,0,-0.349277365559456,0.483308005249519,-0.0436109225084714,-0.0417558302349541,0.319101732230806,0.386691617170809,-0.288921747160224,0.157584979419432,0,-0.203004135164825,-0.416840317494791,0,0,0,0,-0.236919816616188
ETH,0,0,0.0178073966713021,0.539733938596454,0,-0.299498821180985,0.130459114551206,-0.0614420782994386,-0.106527929966302,0,0.0835041068309488,0.16070164892213,0.259604509398303,-0.0535839602116156,0.183199854137888,0,0,0,0,-0.0165872636358053
BCH,-1.86121517080105,0,0,0,0.659293969892651,0,-1.15883667550665,0.362494632719864,1.34306615632329,-0.150893740233186,0.510965673994999,0,-1.44641595155182,-0.146109098207282,-0.333782684319639,0,-3.45231216634246,0,0,-0.599928126847732
XRP,0.129314334868303,0.22811189077094,-0.00547299304241201,0,0,0.188313022250305,0,0.098575655667345,0.0476629225433974,-0.0703901614748573,0.0275530892221244,-0.0675707768911522,-0.0729596313323028,0.20591172976032,-0.115512550562967,0,0,0,0,0.103759258149787
DASH,-0.886280642851121,-0.0482218105282452,-0.05801921763958,0,0,0,0.533741868312185,-0.128737000487286,6.93889390390723e-18,0,-0.544554440541891,0.40582499730663,1.07261443775794,-0.544260547630346,-0.0187483506176366,0,0,0,0,0
LTC,0.185279589589901,0,0,0.684047004082211,-0.0801505962487954,0,-0.0700382431756753,-0.00938127981186393,-0.180799109938817,-6.93889390390723e-18,0.0212914030104162,-0.0500407189471178,0.446310268308557,0,0.193462505150496,0,0,0,0,0.213417639810045
XMR,0,0.59187781617567,-0.144886013207649,0.420983166166757,0.529160511846052,-0.209955367391355,0,0.268636889320069,0.171335225582663,-1.38777878078145e-17,0.121167714133981,-0.350034560441788,-0.521670864037153,0.324542901953886,0,0,0,0,0,-0.216177546655185
NEO,0,-0.91406117610682,0.251376976392647,0,-1.01351841634346,-0.378891467135459,0.894053228594386,0,-0.470495601269188,0,-0.487458427630551,0.457899226962686,1.64719369091624,0.0501675082545912,0,0,0,0,0,0.455730640533946
MIOTA,0.412010545757506,-1.14576418179611,0.163237735722946,0,0.187944321252392,0,0.668988845303876,0,0,-0.119766494895831,0.237276961139164,0.355446542985934,0.11018232563048,-0.181371374242847,0.736726098496431,0,0,0,0,0.607309321449467
XEM,0,0.396545345031112,-0.0154742603538253,0,0,-0.166397028593895,0,0,0.0637989681511999,0,-0.0277521390117898,0,0,0,0.532362862702179,0,0,0,0,0
ETC,-0.902535478356761,0,0.0802087527988426,0,-0.705625777784167,0.391329517914825,0.379574234048339,-0.00459350020974287,0.306172273195019,0,0,0.116849277566211,0,0,-0.297948161215421,0,0,0,0,0.0982695610263947
EOS,0.426313458126361,1.53884315293726,-0.185682488072576,-0.202791985021481,1.07339943597817,-3.46944695195361e-18,-1.2385014960649,0.557523931708572,0.450991959479505,-0.100032355225058,0.226942374100934,0,-1.49047460545235,0.772702871700248,-0.128349676633965,0,-0.583531675529233,0,0,0
ZEC,0,0,-0.034511756061059,0,0.413992622704612,0.399199002841946,0,0.110868372464579,-6.93889390390723e-18,0,0.103667255609864,0,0,0.0885815438513488,0,0,0,0,0,0
XLM,0,0,-0.0372471027596081,0,-0.182606849369552,0,0.188460566133734,-0.0132640327123879,0,0,-0.0830387943678695,0.332574783431246,0,0,0.443832507477951,0,0,0,0,6.93889390390723e-18
ADA,-0.278751979816898,0.359168978016391,0,0,-0.00284212633354398,0.639012137171001,0.252887044221174,0,0.378518450560932,0.297180698630718,-0.310040887952953,0.0078899890011673,-0.705793727084941,0.24872518775241,0,0,0,0,0,0
BV010082.Index,0,-0.190176874065243,0,0,0.0214081398910019,0,0,0.0254989903643582,0.0160102911998546,-0.0400439470061569,0.0115756687745748,0.0368369858679248,0,0.0590517479062489,0.0112692852779456,0,0,0,0,-0.031921976384342
CVIX.Index,0,0.193556151216481,-0.0819896213590306,0,0.0602238352083189,-0.166376430700759,0,0,-0.0895888508971148,0,0.0723551418155691,0,0,0.0332379626092857,0,0,0,0,0,0.247843217911073
DXY.Curncy,0,-0.0909119052699039,-0.00519465075314681,0,0,-0.0157290459422018,0.0342501444876748,0,-0.0287393281787583,0,0.00188505526443817,0.0227435582977655,0,0,0.0188222812514584,0,0,0,0,0
SPX.Index,0.0309812036135484,-0.0410989567211376,0.0121420074146036,0,-0.0167770462508196,-0.0569035207287713,0.00939805142798307,0,-0.0332379485302129,0,0,0,0.0733144221995417,0.0337484726645874,0.00539799852959967,0,-0.0712915278691988,0,0,0.0252845561320038
VIX.Index,-0.827332915697908,-0.0962813510929716,0,0.329178870432571,-0.103774992250138,0.630258673410902,-0.309222379063285,-0.123194042316599,0.310974241689987,0.146408478642535,0.058319904551294,0,0,0,-0.296694642838409,-0.555587199177151,0.513586085110999,0,0,0
