,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.160357956950554,0.0410903453471872,0.141159500914018,0.303196958585365,0.269814194082332,0,0,0,0,0.030965230482478
XRP,0,0,-0.18134871442696,-0.0437314141264358,-0.0432116111016384,0.224443227117246,0,-0.00759764136992512,0.161375957198298,0.221880211282726,0.810536273571519,0.352467822051178,0,-0.359273320860586,-0.062869443087531
LTC,-0.283197425933367,0,0,0.0053401447853141,0.175722661657984,0.401825183324541,-0.0548918549766458,0.282945471891897,0.0795042658979457,0.238198072596428,0,0.0533446938156232,0,0.562887994639077,0
ETH,0.0888422828586,-16.700383158523,-1.19566969956562,0,0,3.78591990269647,0,-1.13104026499491,4.06087463206126,1.77969218916229,0,0,0,0,0
DASH,0.587777613640888,0,0.0817304698384308,0.011340851426418,0,0.383404297392888,0,0.0360696806475909,-0.164647766070519,0,0,0.443870242043963,-1.88057983247638,0,-0.0673930500732266
DOGE,0.320891059702569,0.396298772576586,0.185252150757774,0.0289335746783876,0.288819877700535,0,0.193299899206944,0,-0.170468849827416,-0.215589657379568,0,0,-0.308905158913636,-0.275178054501619,-0.0717476580513855
XLM,0,0,-0.417332018486963,-0.0472722761342925,0,0.834367380003031,0,0,0.160114021880861,0.192060499926877,0,0.071006315368906,0,0,-0.131690915313987
XMR,0.735811890289257,0,0,-0.0197279490801488,2.18842404841047,-0.912976522429904,0.141517226058152,0,0.231343540521351,-0.479663060529174,0,-1.87267738342697,5.93700402897262,0.930754595285108,0.581752261400307
XEM,0.805303508855618,0.597824577082713,0,-0.00489459905931685,-1.16918963388656,-0.309122831142877,0.302282193755665,0.245839376776048,0,0.167281336844263,0,2.29311942108773,0,0,-0.290946674778853
DGB,0.864402964746186,0,0.132616207596741,0.0904843499193853,0.334112754079583,-1.07969967504107,0.500046688092884,-0.100324360004145,0,0,3.13737243574532,-0.907711924862689,0,0,0.210462581078848
BV010082.Index,0.00771911132614243,0.140849717149399,-0.167700070412812,-0.0211184834428411,0.153830986047062,0,-0.0996502529235379,-0.0172908665161279,-0.0218581767814589,0.123304669017499,0,0.140284472841171,1.09315263083574,0,-0.030690017024182
CVIX.Index,0,-0.0118682291902808,0.014618523230946,0.00889456523856437,0.359095614355646,-1.73472347597681e-18,0,-0.183304060346749,0.146160047222629,-0.189418983735163,0,0,0,0,0.110084407792221
DXY.Curncy,0,0,0.0942757139059548,0.0019839903921829,-0.158308602059451,0,-0.00289033896508226,0.02466883120861,0.00406377721513352,-0.0529663511081481,0,0,0,0,-0.0222763422658651
SPX.Index,0.0654163631243704,-0.191080932698334,0.11797993600621,-0.00121942032591822,-0.159156452980636,0,-1.73472347597681e-18,-0.0106374204056471,-0.0172682873477408,0,-0.174323620341944,-0.284822094760496,0,0,-0.0681517709749797
VIX.Index,0.187365169494217,0,0,-0.0446394282934674,-0.494522665286947,0,-0.14889897545408,0.184908263548829,-0.117439493406684,-0.062471105462239,-3.99019911053026,0.64116324252372,-2.12568231723389,-2.77322439395539,0
