,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0187753804390637,0,0.0550562543593711,0.0791754858567948,0.162173596196549,0,0.0302508607383294,0.0664846509967885,0,0,0.17493429760901,0.0742768848630311,0.0959677040922467,-0.197043155041699,0,0,0,0.050471741811341
ETH,8.67361737988404e-19,0,0,0,-0.0616501669995607,0,0.169351062776831,0.114967606309379,0.292420226147471,-0.00332991393886661,0.0973705409148385,0,0.37802363407365,0,0.030093801638914,0,0.223482050296719,0,0,0.0241498547948082
XRP,0,0,0,0.224994229857846,0,0.188265646218265,0.195071256119701,0,0.132353760571217,0,0.083788095987797,0,-0.0454834309964907,0,0.0113100138951469,0,0,0,0,-0.0382880916523917
BCH,-0.63504491362452,0,1.07159460963584,0,0.142312860485962,0,-0.214009920454861,0.684064262156436,-0.17779931277336,-0.16470176731527,0.249873552453199,0,0.258035551826875,-0.132982350331749,0.148870336628155,-0.813303663653557,0,-2.77555756156289e-17,0,-0.215281676840962
EOS,0.573343105559506,0,0,0.20547930869324,0,0,0,0,0.171912872505462,0.149256814496459,0.207387135151614,0,0,0.157575388936117,0.0144343106963095,0,0,0,0,0
LTC,0.393818276298642,0,0.320491704597444,-0.0428397085375491,0.0397413468469323,0,-1.73472347597681e-18,-0.113072877324787,0.0305072595194478,0,0.164275717880749,0.205819019456129,0.0883230335220749,0,0.0803624344445286,0,0,0,0,-0.0383205686408768
XLM,0.208482008003347,0.747840718928958,0,0.0279899570443347,0.144488436567543,0,0,0,0,0,-0.114993715958789,0.158951338212347,-0.205882538986334,0.0776837595955394,-0.142407316385908,-0.317536295889274,0,0,0,-0.108211151809318
ADA,0,0.679250991437078,-0.354312041745945,0.133703344604759,0,0,0,0,0.190171913494677,0.099391837285932,0,-0.00152591732757247,0,0.134142733262775,-0.0354586725061287,0.55060771490109,-0.0726808123785679,0,0,0
TRX,0.661739922149707,0,0,0,0.282413494638414,0.308925185107233,0,0.657892858912367,0,-0.218014082845722,0,0,-0.198508200115571,-0.132557452759744,0.00436173823984044,-0.7274728540216,0,0,0,0.0713991219233418
MIOTA,0.28356336942924,0,0,-0.413398418538343,-0.214663233745966,0,0,1.34758768357924,0,0,0.434273246886557,0,0,0.0244607561220937,0,0,0.237860531748334,0,0,-0.25631236417158
NEO,0,0,0,-0.0590911963786421,-0.0191685735080885,1.13433604891944,-0.103426166107766,0,0,0.168569324747834,0,0,0.00567843932021099,0,-0.0597422875542938,0.226885501961765,0,0,0,-0.0343403177411373
DASH,0,0,0.0665459549511426,0.38533125889669,0,0,0.171601692737001,-0.327486730656673,-0.30166060560468,0,0.467391757575962,0,0.00261986388354808,0.0374420132308478,0.130418513607944,0,0,0,0,6.93889390390723e-18
XMR,0,0.0668372046581541,0,0,0.130336912036414,0.680033698665947,0,0,0,0,0.143233582700296,0.0216161431002704,0,-0.0294218474941533,-0.109049316593529,0.504333226116287,-0.184324888897559,0,0,0.15451001892899
BNB,0,0,0,-0.07621714790433,-0.212710699991183,-1.14985410391915,0.619984980738585,1.2453591208105,-0.469374699661709,0.1737425740526,0.770931119300787,0,-0.326897010009348,0,0.365341801274364,-2.32993033860805,-1.56579019347822,0,0,-0.355472476196246
ETC,0,0,0,0.579086584592571,-0.0172065497787824,0,-0.28005280928122,0,0.405176750036633,0.229226249002599,0,0,-0.27461747394379,0.252949678916239,0,0,0.242258710880984,0,0,8.67361737988404e-19
BV010082.Index,-0.514379524309105,0,0.0845654482863644,-0.145630738220089,0.0428446848981096,-0.115518938807056,0.171944694302343,0.576104719773729,-0.24843694779186,0,0.313579527529299,-0.209042024732986,0.0656893057950053,-0.291276768079935,0.195466877020638,0,-0.3906499981941,0,0,-0.11841721033728
CVIX.Index,0,0,0,0.163109977788357,-0.103007564571461,0,-0.0675932261807041,0,0,0.22928251930335,-3.46944695195361e-18,-0.0781517770025348,-0.0689056084689539,-0.164011490147665,0,-0.0697906189365847,0,0,0,-0.0335905800207459
DXY.Curncy,0,-0.136072433752445,-0.0769464414341634,0.11039169601966,0,-0.00313722835979465,0.0237605122308104,0,0.0372744145305938,-0.00486494585374631,-0.0105288918292126,0,0,0.00752680996822306,0.0053267115882787,0,-0.00438685561902744,0,-0.212487143995063,0.0115375865819332
SPX.Index,0,0,0,0.0147057203079833,0.0154505659267143,0,0,0.00225067634885098,0,-0.0285724793671725,0,-0.0430452942274,0.00307147288172243,0.0123363439626585,0,0.0261011692007848,-0.0483268417034971,0,0,-0.0405735963985153
VIX.Index,0.0373355507396502,0.719067459334749,0,-0.112350505527765,-0.109354870268816,0,0,-0.366137523438424,0,6.93889390390723e-18,0,-0.35221347312787,5.55111512312578e-17,-0.221651294308534,0.173928402954971,0,0,-2.01122704817649,-7.52463839133175,0
