,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.442972284007283,0,0.0762742209711562,0.191524939387865,-0.115226723228373,0.369795359777511,-0.0976249529657814,0.0425453134410979,0.0109846734905849,0.940028002705765,-0.00285511179835869,0.283595785964463,-0.353007489759253,-1.38777878078145e-17,0,0.69342359740084,0,0,0.0672244141238763
ETH,0,0,0,-0.0047822377384312,0.21028110591215,0.135337500174083,0,0.0900084487137777,0.0984231150625957,0.0435943827091961,0.45859711298042,-0.0134620974348752,3.46944695195361e-18,0,0,0,0,0,0,0.162076404934587
XRP,0,0.242685291042223,0,0,0.18510080794882,0.350201410678321,0.05401111098993,0,0,0.0114999153088164,0,-0.0926768634839508,0,0,0,0,0,0,0,0
LTC,0.101077515861276,0,-0.10916451730185,0,0.333266777918038,-0.0949131337803059,0.353208727898071,0,0,0.0763990900209353,0,0.112239891543935,0.318392770457237,0,-0.124231492403932,0,0,0,0,0.141245333881313
ETC,0,0.115444869106577,-0.187171149800534,0.112201669930591,0,0.196846646887783,0,0.134722514104979,0.155874946822532,0,0,-0.0417332408431095,0,0.198840798626795,0,0,0,0,0,0
DASH,0,0.0925992669063805,0,0,0.172890795293761,0,0.120488453791609,0,0.482851737984513,0.0361890455851093,0,0.0522883311082945,0,0,0,0,0,0,0,0
XEM,0,0,0,0.248422411016445,0.195509397714663,0.268901362625057,0,0.152761576805363,-0.191638101637098,0.0701542324142626,0,-0.0446721369603742,-0.417219408877713,0,0.217777844531001,0,-0.578949317194632,0,0,0.00135495424440933
MIOTA,0.256491469048787,0,0.806683716386033,0.166838853374588,0,0,0.0764147282872322,0,0,0,0,-4.33680868994202e-19,0,0,0.0657768974098074,0,0,0,0,-0.014491717753822
XMR,0,0.255875393842398,0,0.141065476820907,0,0.0914370694124505,0,-0.153944264017971,0,0,0,-0.0453691374547126,0,0.381101422406908,-1.38777878078145e-17,0,0,0,0,0
EOS,0,0,0,-0.562201067810192,0,-0.598734178095905,0,0,0,0,0,0.10873741560841,0,0,0.694438567590549,0,0,0,0,0
ZEC,0.336228893553367,0.332982727936612,0.146205530047728,0,-0.142672747256388,0.0464757185032329,-0.137938280970592,-3.46944695195361e-18,0,-0.0420580734767393,0,-0.00566929055229471,0,0.333507818490685,0,0,0,0,0,-0.0805188892614101
NEO,0,0,-1.26973608558069,0,0,2.04766316148598,0,0,0,0.123827418720474,0,0,0,-1.05195951909382,0.406065180820898,0,-5.2473925868852,0,0,-0.966186452731709
DOGE,0,0.0896939993209081,0.191131026466214,0.223771506448396,0,0,-0.289348709894089,0.178064116865,-0.00353897891605183,-0.0334641520053461,-0.279609099390919,-0.0352989129144492,0,0,0.295417853833362,0,0,0,0,0.103755281618319
XLM,0,0,0.147537860765877,-4.33680868994202e-19,0,0.14591480334662,0,0.158438895686389,0.342415556493752,0.0293819501889325,0,-0.0301985141464124,0.258969248479923,0,0.287241729991365,0,0,0,0,0
DGB,0,0,0.44642337774885,0,-0.321274000072558,-0.209084355708055,-0.205435939406763,0.174167262825577,0.695392728178276,0.0313045337943636,0.668625448006082,0.0124482490818695,0,0.000210844878038685,0,-2.68872263854559,-0.942225478285642,0,0,0.219697782798269
BV010082.Index,0,0.0413603581839891,0.104026044113046,0.0582233005925453,-0.134194636268547,-0.0209594465457463,0.0693114642278296,0,0.0825686117694747,0.00244559084149011,0.0269472834039166,-0.0105407207972832,0.0808469348329619,-0.136374746852507,-0.0893734500837835,0,2.16840434497101e-19,0,0,0.102777510921099
CVIX.Index,0,0,0,-0.0295357991495013,0,0,-0.0270259462016575,0,0,0.00852099519479754,0,0.00705079293621402,0,0,0,0,0,0,0,-0.0310255610021009
DXY.Curncy,0.0298093856485741,-0.0612475485580429,0.027271087947798,0.0366427341000975,-0.0275079159033535,0.0216846574772672,-0.0424211655917469,0,0,0.000833573480551591,0.060065516084303,-0.00635445859080817,-0.0234438702764439,-0.0215845888999968,0.0249694166462817,0,-0.0862785864507728,0,0,-0.00979721811328657
SPX.Index,0.0448510881841228,0,0.0336481334486409,0,-0.0306427504289278,-0.00106227745122608,0.022674658389498,-0.00238256886149089,0.00422377600200527,0,0.00780653279340159,0.000241231848938327,0.00824940176274642,-0.0101896046106986,-0.0406114863527431,0,0,0,0,-0.0587206607629919
VIX.Index,0,0,0.174607430567356,0,-0.169611627632749,0,0,-0.374233117979449,-0.17202868414567,0,0,-0.0075147232181055,0.0840322668942347,0.460108547727619,0,0,0,0,0,0
