,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.267564236760877,0,0,-0.0210729316900098,0.0521596922110761,0.214010620914833,0.0318986094414828,0,0,-0.0675712711902413,-0.11109754728552,0.0410295551746832,0.131949589562934,0,0,0,0,-0.0390661259549169
ETH,0.0582231534721117,0,0,-0.122270355885632,0.62877674379313,0.000533544031895408,0.164227428261945,-0.0675402102520086,0,0.115202830112847,0,4.33680868994202e-19,-0.114697451744856,0.134049028435697,0.0678028419621439,0,-0.162964697555998,0,0,-0.121353374462845
XRP,-0.806324972172586,0,0,0,0,0,0,0.251739351173604,0.186815926104729,0.501255103858728,0,-0.0829247962247593,-0.0675000340453346,0.0193713114850097,0,0,0,0,0,0
BCH,0,0,-0.156449009792591,0,0,0,0,0.230523722286743,0.125895512197542,0,0.105938124263142,-0.197861623892494,0.0898081661032294,0.0664740059444218,0.130656404529314,0,1.06664458269147,0,0,0.46373052782206
LTC,0.0625395092784838,0,0.100492506882313,0,0,0.0498389065898736,0,0.21792519023836,0,0.160171705886027,0.316311117895256,0,-0.0168582396188982,0,0,0,-0.00653839619464446,0,0,0
DASH,0.0361848742375248,0,0,0,0.293205106745585,0,0,0,0.0356849200786428,0,0,0,-0.0776061953949743,0.163774544496908,0.115765278724577,0,0,0,0,0
XEM,0,0.744317127342841,-0.346005704405562,-0.425150342595812,0,0,0,-0.0553114513843394,0.00570756915072951,0,0.422741581388226,0.0284790809489351,0.146751144850273,0.0518172803230635,0,0,0,0,0,0.293499064061793
NEO,0,0,0,0.000483789301368887,0.0533361641849134,0,0,0,0.323562426352514,0,1.2593803261856,0.215853711784912,0.111365575936955,0.309404465273031,-0.279672163957537,0,0,0,0,0
MIOTA,-0.0647788522614453,0.276624171873085,0.144575115609519,0,0,0,0.479331000113821,0.0545837615520449,0,0.999427776964054,-0.793171930183821,0.135153737878581,0.17751517191782,-0.048047304831272,0,0,0,0,0,-0.126208466291951
XMR,0,0.101315877307334,0.0475234534969039,0,0.392262043826988,0,0,-0.0394459169294091,0.134214520341239,0,0.227196737919376,0,0.158543705676411,0.01005433539757,-0.126683808939389,0,0,0,0,0.103708355975891
ETC,0,0.282182120957333,-0.0222766122910206,0.193717856360707,0.302826926348048,-0.171121888301449,0,-0.038891806550892,0.0634418727776951,0.195032327335731,0,-0.027153642683854,-0.00458484753593195,0,0.0885406216940425,0,-0.356552482980452,0,0,0
ADA,1.42423239843798,2.28916958508924,0,-0.884170271108163,0,0.0641311399734062,-0.512116726621954,0.141171565801501,0.935724463321764,-4.37223907227034,0,0,1.26132225642057,-0.179984320306559,-0.60666889725391,0,0,0,0,1.95488399514993
ZEC,-0.178052411470083,0,-0.213153820570889,0.447416375455224,0,0,0,-0.136202868627761,-0.0472523179626648,0,0,-0.0427028419086969,0,0.0904742235535394,0.351780765007103,0,0,0,0,0.309531931003761
XLM,-0.235567245240211,1.04457409615415,-0.270462058353891,0,0,0,0.292074822389364,0.0645631666753657,0.0695403667741816,0,0.152686086454835,0,0,0,8.67361737988404e-19,0,0,0,0,0
EOS,0,0.656736734354932,0,-0.413175837579472,0,0,-0.0041004468518085,0.102243019466253,0,0,0,0,0.635789969037295,-0.00799832217109636,0,0,0,0,0,0.583704650946409
BV010082.Index,0,0,0,0,0,0,0,0,0.0409468182952753,0,0,0,-0.0629067556497614,0,0.0522222737322626,0,0,0,0,0
CVIX.Index,0.0476467818641082,-0.22522659823922,0.0806227669512378,0.223663885054027,-4.33680868994202e-19,-0.197737733244073,0.0955366538680435,-0.0230173737684,0,0,-0.165489614677773,0.0289555131377376,-0.00634042313570155,0.0399736899798806,-0.022113244510265,0,0,0,0,0.057195071362489
DXY.Curncy,0.00867182198149332,0,0,-0.0549177302647511,-0.0409840658329154,0,0.00757499277224101,0.00517649301360781,-0.0139063524221562,-0.0735671116292635,0.100055100327565,-0.031696281727311,0.019313805619572,-0.00236637369518801,0,0.140345581586875,0,0,0,0.0360694642102433
SPX.Index,0.0165037302775365,-0.0216445377108455,-0.00865534272798239,0.0148640401492807,0,-0.0200531958237911,-0.0120762790334334,0,0.0101133611157052,0,0,-0.0172778280038525,-0.0171769095548741,0.0114618512674791,0.0105513286440734,0.038241244561377,0.0281591736331738,0,0,-0.0329071971866537
VIX.Index,0,0,0.186394245535436,0,0,0,0,0,0.0148299939834713,0,0,0.0532102251237494,0.0405832371600483,-0.0299595565818239,0,0,0,0,0,0
