,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.166299468406015,0.163420215189975,0.225841949112239,0.127854952979116,0,0,-0.00777736059248687,-0.0821887243378625,0.130861361462162,0,0,0,0,0
ETH,0.24735685242685,0,-0.0448003589605708,0,0,0,0.0829836514916873,0,0.0629003472358871,0,0,-0.00209348976559839,0.0237613714343576,0,-0.0272746969775431,0,0,0
XRP,0,-0.266597606255677,0,-0.216927127962518,0,0.324001392725209,0.333840911717355,0.0101672458786793,0,-0.228923092413709,-6.93889390390723e-18,0.102526547073247,-0.202645237587852,0.202508477836324,0,0,0,0.0357345409417898
LTC,-0.119411346307616,0.202190554619524,-0.542317711674876,0,0.232434555281832,0.0864769029848131,0.205296020764727,0.0823105401433121,-0.157626628946442,0.113045103177009,0.285523475662606,0,0.0176700796778268,-0.0802658548758894,0.382678884915507,-3.26806069389707,3.3150986337209,0.210635321055222
XMR,0.315922339939591,-0.428915286912213,0.0573014702216301,0.593333792766644,0,-0.0560107883910169,0,-0.0767194017434772,0.369132584168192,0.0917857128595469,-0.272405966015459,0.0399643643958905,0.181684667552533,0,0,0,0,0
DASH,0.966016223377246,0.016527706638709,0,0,0,0,-0.378748181113714,-0.0239456161209645,0,0,0.364072391564836,0.180486730330276,0.0367403152092452,0.182354174306723,0.301938733379382,0,0,-0.209563034925345
ETC,0.430587377539423,0.946472078269407,0.366730282246228,1.13235368652942,0,-0.342108446469425,0,0,0,0,0.102007147516045,0,-0.0981584791314677,-0.109908532060656,0,0,0,-0.157072496010501
XEM,1.28945321442933,0,1.01557951027431,0,0,1.45691932006134,-0.835472263906462,0,0,0,-0.00366446508137733,0.277633753306985,-0.337974336175728,0,-0.565360826508265,0,0,-0.168941772332648
DOGE,0,0.371300215970415,0.318277081857588,0,0.48848457119364,0,0,0.0249321034138459,0,-0.263848879103376,0,0,0.153003744524749,0.414335715766609,0,0,0,-0.094484165192994
ZEC,0.19562409674617,0,0,0,0,0,0,0.0517117913471441,0,0,0,-0.19263059711139,0.145609813688224,0,0,0,0,0
XLM,-0.238217965291434,-0.600768439712064,0,0.90400693351081,0,0.513220434639555,0.0309690766058283,-0.162962636155231,0,0.440912893479086,0,0.0867984274909368,-0.165256042766367,-0.134539473523219,-0.334741281129952,0,0,-0.0903623276285585
NEO,0,0,0,0,1.18034060894259,-0.363264168148403,0,0.185615724594603,0,0,0.332232043723235,0,0.0846540764469021,0,0,0,0,-0.601430663362223
DGB,0.124174511584204,0,-0.101010482195805,-0.712276811812092,0.774273292499675,0.526472472984568,-0.0775275336297596,0,0,0.340046929143342,0,0.249323816289175,0,-0.500291361044763,0.121557314626532,0,0,0
BV010082.Index,0,0,0,0,0,0,0,-0.0648441699983931,0.272858956337778,0,0,0,0,0,0,0,0,-0.193577718379465
CVIX.Index,0,0,-0.217959836409527,0,0,0.196363827708355,0,-0.0780477354693921,-0.212082249061027,0,0,0.045855076471718,0,0,0,0,0,0.201308040489333
DXY.Curncy,-0.00409237854601956,0.0378910476527582,-0.0814681991557386,-0.0624225117428259,-0.0374778174262088,0.0321481325157472,0.0202952968510941,-0.00098158741672004,-0.0638225005216117,-0.0460364187263238,0.0506656100267972,0,0.0212726741780042,0.143920609421371,0.0622210546951143,0,0,-0.015820990185172
SPX.Index,0,0,0.0240328966065722,0,-0.00829758725591332,0.0278038638866826,0,-0.00593901224208722,0,-0.0183009767678066,0,0.0042080943956083,-0.0134439716761128,0,-0.0109621415553454,0,0,-0.0730370562729615
VIX.Index,0,-0.788511362432667,0.432392940065501,0,0.331748928545539,-0.126866998776364,0,-0.00518233346813392,0,-0.437715651525939,0.406541628829965,-0.0284749327955049,-0.0945235074382332,-0.487068757141424,0,0,-5.19230595189942,0
