,BTC,ETH,BCH,XRP,LTC,MIOTA,ADA,DASH,XEM,BTG,XMR,EOS,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.0905626205391428,0,0,0,-0.000569670826185193,0,-1.73472347597681e-18,0,0,0.281052600797771,0,0,0,0,0,0
ETH,0.220534454793511,0,0,0.0491819171570156,0.424277463832868,0.0213104018949148,0.0571509315435473,0.0619878784666696,-0.0553400715607733,0,0.156954580934339,0.157533191456659,0.107860935402113,-0.281912316469809,0.252771453038844,0,0,0,0,0
BCH,-0.101934274453716,0,0,0.154809838997455,-0.136229998989941,-0.0553793065087132,-0.186227707829326,-0.0689874974818284,-0.0427428511569461,0.996860698750404,0.078593211577156,-0.0505718020578369,0,0,0.615683833944779,0,0.792617618498694,0,0,-0.505152572583295
XRP,0,0,0.116726422089331,0,0,0,0.0809915722177876,0,0.183069111639697,0,0.22167766397085,0.213607702638682,0.0424731615402034,0,0,0,0,0,0,0
LTC,0.0625521210815819,1.34741691655915,0,-0.0517495034630695,0,0,-0.233826894144304,0.199544744237853,0.178941246328854,0,-0.552523257995724,-0.22106678072012,0,0.600320285795457,0,0,0,0,0,-0.217864763885971
MIOTA,0,0,0.759909668761985,-0.0986414573751481,0,0,-0.246129107160303,0,0.225073775719726,-1.03010539916597,0,-0.130294512793285,0,0.694045936284993,0.0568787017878843,0,0,0,0,0
ADA,0,0,0,0.273716123379594,0,0,0,0,0.0847253962711858,0,0,0.0632559318860872,0,0,0,0,0,0,0,0
DASH,0,0.240008279817449,0.22610482362008,-0.112660042905432,0.065882762952686,-0.111013574345014,0.167862425420762,0,0.0398785276133598,0,0.252168986368112,-0.117717078489347,0,-0.0291824381873778,0,0,0,0,0,0
XEM,0.319680070159024,0,0,0,-0.128954041407956,0.255310093425901,0.231253957701918,0,0,0.234223871474983,0.580669617010503,0.746420634829436,0,0,0.520538300813713,0,0,0,0,0
BTG,-0.0201963005619325,0,0.511031638402915,0.0464061031841763,0,0,0.0562877018224926,0.157828295655851,0.0189673298542543,0,-0.0891468628902931,0.028744040195881,0.00416262600988693,0.0490577404630386,0,0,0,0,0,0.21263506418002
XMR,0.216563297985228,0,-6.93889390390723e-18,0.0188981628340176,-0.0886143946182368,0.0130383141502829,-0.0730495786758174,0.470615004725173,8.67361737988404e-19,0,0,0.115039533053314,0.167861228097287,0.150022566101315,0,0,0.489633106044419,0,0,0
EOS,-0.301964678786957,1.93899795630888,0.202753591108965,0,-0.580455161480264,-0.238510895894444,-0.12512033872544,-0.252218474984923,0.124131901395253,0,-0.284376464387083,0,-0.348679934790529,0.775536315120331,-5.55111512312578e-17,0,0,0,0,0
NEO,0,0,0,0.198783706903446,0.165792254226746,-0.0244843661699485,0.117986604393734,0.137084375568295,0.0231678134119325,0,0,-0.129506822861119,0,0,0,0,0,0,0,0
XLM,0,-0.322933683299979,0,-0.0914987887618479,0.494203908219496,0.0206610845462567,0.453050681565523,-0.396562263472873,0.0137656042468036,0,0.784604405027363,0.0712533034300641,-1.38777878078145e-17,0,0,0,0,0,0,0.582412449090603
ETC,0.0320450424618541,0.357123987612157,0,0.0554003723957403,-0.193032589751081,0.0276143267197633,0.033684093311572,0.382440382611633,0.151182466616858,0,0.0851152616560623,0,-0.0823660265221667,0,0,0,0,0,0,0
BV010082.Index,-0.03865312243836,0,0,-0.0298477241074757,0.0104394981001339,0.0121560244263005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.00325851557085401,-0.0217934058259003,0.0272379937013773,0.0252208280700449,0,0.0204746297199028,0,0.0562422928369651,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.00518403247513632,0.00625562476976852,0,-0.00559135738507862,0,0.00366542886862112,-0.00123212579385446,0.00649413382448897,0.000733533542097211,-0.00917520547757776,0,-0.00536574410319236,-0.00267399785793562,0.0027461847364706,0.00339594069776951,0.0106521461885669,0,0,0,-0.0270505659537706
SPX.Index,0,0.0114273157839091,0,-0.00148128979961952,0.00047464194296748,0.00488378766372994,0.0087834296017738,0.00308868484496784,0,0,0,0.00330623307604008,0,-0.00985991119431271,0,0,0,0,0,-0.0294903485877812
VIX.Index,-0.0596058770951845,0,0,0.125381498783464,-0.194949990784854,0,-0.143032499217076,0,-0.0401133757220111,0.0948416608182407,0,0.0603867668449637,0.133335438087436,0,0,0,0,0,0,0
